EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2010;12500;403099;34040;Otras subvenciones de Agricultura y Alimentación;165.000,00
2010;12500;403099;34045;Otras subvenciones de Agricultura y Alimentación;90.000,00
2010;12500;403099;91003;Otras subvenciones de Agricultura y Alimentación;8.000.000,00
2010;12500;404000;39005;Ayudas a jubilación y reestructuración de empresas;259.232,00
2010;12500;404003;35005;PENSIONES, ANCIANOS Y ENFERMOS;100.000,00
2010;12500;404006;91003;Prestaciones básicas de Servicios Sociales;65.000,00
2010;12500;404008;35008;PREVENCIÓN MALOS TRATOS INFANCIA;45.836,99
2010;12500;404009;91003;Erradicación de la pobreza;110.000,00
2010;12500;404010;35007;PLAN INTEGRAL PERSONAS DISCAPACIDAD;81.278,85
2010;12500;404013;35002;INFORMACIÓN ACCIÓN SOCIAL;12.020,00
2010;12500;404016;35004;MENORES INFRACTORES;75.216,47
2010;12500;404019;39046;APOYO A LA INMIGRACIÓN;2.107.170,76
2010;12500;404020;91003;Plan Acción a favor de pers. situación dependencia;10.000.000,00
2010;12500;404099;91003;Otras subv. Empleo y de Servicios Sociales;13.000.000,00
2010;12500;405001;39015;Fomento de la donación y trasplante de órganos;68.845,00
2010;12500;405002;39017;Prevención del S.I.D.A.;158.777,00
2010;12500;405003;39018;Actuaciones en drogodependencias;950.000,00
2010;12500;405004;39019;Prevención de enfermedades emergentes;71.734,00
2010;12500;405005;39016;Junta Arbitral de Consumo;26.000,00
2010;12500;405006;39027;Políticas de cohesión y estrategias de salud;1.305.167,00
2010;12500;405007;39049;Form.Cont.Uso racional del medicamento para médic.;792.063,14
2010;12500;405099;91003;Otras subvenciones en materia de Salud y Consumo;2.000.000,00
2010;12500;407005;39021;Jubilaciones de personal docente (D.T. 9ª LOGSE);1.610.548,00
2010;12500;407008;14102;Subvenciones Educación y Ciencia;498.668,30
2010;12500;407008;39059;Subvenciones Educación y Ciencia;1.609.981,20
2010;12500;407008;39068;Subvenciones Educación y Ciencia;49.000,00
2010;12500;407010;39024;Escuelas viajeras;70.000,00
2010;12500;407013;39025;Plan rest,utiliz. Educat. pueblos abandon.:Bubal;117.000,00
2010;12500;407014;39033;Rutas literarias;46.000,00
2010;12500;407099;39042;Otras subvenciones  Educación, Cultura y Deporte;12.900,00
2010;12500;407099;91003;Otras subvenciones  Educación, Cultura y Deporte;3.000.000,00
2010;12500;412001;55001;Escuelas Taller;75.509,25
2010;12500;420000;91003;"Fondo programa de ""Ahorro e incapacida temporal""";8.050.000,00
2010;12500;420001;91003;Compens. asistencia sanitaria conting. prof.;2.500.000,00
2010;12500;420009;91003;Otras subvenciones Inst.Nacional Gestión Sanitaria;2.500.000,00
2010;12500;421001;35011;PLAN ACCIÓN A FAVOR SITUACIÓN DEPENDENCIA;51.000.000,00
2010;12500;421001;91003;Plan Acción a favor de pers. situación dependencia;27.200.000,00
2010;12500;440001;39050;De IDAE para el  fomento ahorro energético;341.000,00
2010;12500;460000;91003;Transf. de la Diputación Provincial de Huesca;1.517.692,29
2010;12500;460001;91003;Transf. de la Diputación Provincial de Zaragoza;1.162.082,50
2010;12500;460002;91003;Transf. de la Diputación Provincial de Teruel;434.850,22
2010;12500;462000;91003;De Consejos Comarcales;400.000,00
2010;12500;492100;14101;Programa Operativo FEDER 2007-2013;78.812,50
2010;12500;493000;11101;APOYO A LA INMIGRACIÓN;531.870,42
2010;12500;493100;11101;PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO;11.398.803,56
2010;12500;493100;91003;Fondo Social Europeo- Programa Operativo 2007-2013;3.000.000,00
2010;12500;496000;12101;Agricultura -Política Agraria Común;442.800.000,00
2010;12500;496009;12101;Agricultura- Otras subvenciones corrientes;75.000,00
2010;12500;497000;12102;Fondo Europeo Agrícola de Desarrollo Rural;320.750,00
2010;12500;499000;19001;Punto de Información Europea;25.000,00
2010;12500;499099;19004;Otras subvenciones del exterior;627.268,45
2010;12500;499099;91003;Otras subvenciones del exterior;10.000.000,00
2010;12500;520000;91003;Intereses;6.400.000,00
2010;12500;520050;91003;De las Cortes de Aragón;300.000,00
2010;12500;540008;91003;Arrendamientos de locales;52.000,00
2010;12500;540009;91003;Alquileres de viviendas;530.000,00
2010;12500;550001;91003;Cánones de concesiones;4.000.000,00
2010;12500;552003;91003;De protección y gestión de los montes;1.910.352,00
2010;12500;553000;91003;Cánones de I.T.V. privadas;4.150.000,00
2010;12500;553003;91003;Cánones de Educación, Cultura y Deporte;25.000,00
2010;12500;553009;91003;Otros cánones;200.000,00
2010;12500;559009;91003;Otros aprovechamientos;900.000,00
2010;12500;590000;91003;Ingresos por viviendas de promoción pública;8.100.000,00
2010;12500;590001;91003;Ingresos por otras viviendas de promoción pública;500.000,00
2010;12500;590003;91003;Venta de locales;20.000,00
2010;12500;600009;91003;Otras ventas de terrenos;3.000.000,00
2010;12500;610000;91003;Venta de inversiones reales- Varios;1.000.000,00
2010;12500;702001;36004;Acciones prioritarias: incendios forestales;2.260.018,06
2010;12500;702002;36008;AREAS INFLUENCIA SOCIO-ECON. PARQUES NACIONALES;550.000,00
2010;12500;702005;39077;Convenio Ciclo Integral del Agua;46.375.000,00
2010;12500;702006;39032;Convenio protección recursos barranco de Bailín;2.520.177,17
2010;12500;702009;36001;Otras subvenciones en materia de Medio Ambiente;339.782,00
2010;12500;702009;36006;Otras subvenciones en materia de Medio Ambiente;162.500,00
2010;12500;704002;39001;Plan de vivienda;19.548.382,00
2010;12500;705000;34028;Maquinaria y medios de producción;88.000,00
2010;12500;705000;34034;Maquinaria y medios de producción;1.800.000,00
2010;12500;705006;34012;Campañas de sanidad animal;40.000,00
2010;12500;705006;34013;Campañas de sanidad animal;150.000,00
2010;12500;705006;34014;Campañas de sanidad animal;400.000,00
2010;12500;705006;34021;Campañas de sanidad animal;500.000,00
2010;12500;705006;34039;Campañas de sanidad animal;300.000,00
2010;12500;705007;34025;Agrupación Defensa Sanitaria;1.700.000,00
2010;12500;705008;34006;Apicultura;120.000,00
2010;12500;705009;34003;Otras subvenciones de capital;183.000,00
2010;12500;705009;34005;Otras subvenciones de capital;2.108.000,00
2010;12500;705009;34020;Otras subvenciones de capital;1.190.000,00
2010;12500;705009;34024;Otras subvenciones de capital;100.000,00
2010;12500;705009;34044;Otras subvenciones de capital;2.581.000,00
2010;12500;705009;34045;Otras subvenciones de capital;91.000,00
2010;12500;705009;34046;Otras subvenciones de capital;3.303.000,00
2010;12500;705009;34047;Otras subvenciones de capital;2.319.000,00
2010;12500;705009;34050;Otras subvenciones de capital;100.000,00
2010;12500;705009;34051;Otras subvenciones de capital;500.000,00
2010;12500;705009;34054;Otras subvenciones de capital;300.000,00
2010;12500;705009;39085;Otras subvenciones de capital;1.383.812,00
2010;12500;705010;34026;Agrup.Tratam. Integrado Agricultura (ATRIAS);250.000,00
2010;12500;705011;34019;Calidad de la carne;200.000,00
2010;12500;705013;34015;Semillas y plantas de viveros;115.000,00
2010;12500;705014;34007;Industrias Agrarias;3.874.000,00
2010;12500;705015;34043;Modernización de explotaciones;4.402.000,00
2010;12500;705017;34017;Lucha contra agentes nocivos;1.100.000,00
2010;12500;705017;34018;Lucha contra agentes nocivos;150.000,00
2010;12500;705018;34023;Control lechero;70.000,00
2010;12500;705020;34030;Forestación;300.000,00
2010;12500;705021;34004;Agroambientales;5.421.000,00
2010;12500;705022;34031;Cese anticipado;553.000,00
2010;12500;705025;34032;Indemnización compensatoria básica;2.950.000,00
2010;12500;705026;34016;Nuevas variedades vegetales;47.000,00
2010;12500;705028;34038;Plan de fomento del sector equino;80.000,00
2010;12500;705030;34037;Reconversión de plantaciones frutícolas;500.000,00
2010;12500;705032;34049;Ayudas del Fondo Europeo de Pesca;350.000,00
2010;12500;705035;34053;Plan nacional de subproductos;300.000,00
2010;12500;705036;34052;Planes ordenación sector porcino;250.000,00
2010;12500;705052;34040;Selección genética resistencia EET en ganado ovino;85.000,00
2010;12500;706002;39013;Plan consolidación y competitividad de las PYME;2.000.000,00
2010;12500;706009;39094;Otras subvenciones de capital;3.712.000,00
2010;12500;707001;39028;Otras subvenciones de Educación, Cultura y Deporte;633.276,17
2010;12500;707001;39041;Otras subvenciones de Educación, Cultura y Deporte;80.000,00
2010;12500;707004;39003;Proyectos de investigación del I.N.I.A.;60.000,00
2010;12500;707005;39026;Libros y bibliotecas;31.733,05
2010;12500;709001;32200;Plan Especial de Teruel;30.000.000,00
2010;12500;709003;39004;Plan de Modernización Comercio Interior;161.300,00
2010;12500;719000;39042;Construcciones deportivas (Ctro Superior Deportes);71.250,00
2010;12500;719003;32100;Plan de la Minería;38.000.000,00
2010;12500;719005;39078;Conv.CNIG Plan Nacional de Ortofotografía Aérea;273.934,32
2010;12500;740001;39050;De IDAE para el  fomento ahorro energético;6.300.721,80
2010;12500;780009;91003;Otras Transferencias De Familias Y Otras Instituc.;100.000,00
2010;12500;792100;14101;Programa Operativo FEDER 2007-2013;8.252.276,17
2010;12500;793100;11101;Fondo Social Europeo- Programa Operativo 2007-2013;20.000,00
2010;12500;796000;12101;Fondo Europeo Agrícola de Garantía;2.650.000,00
2010;12500;796001;12101;Plan reestructuración del viñedo;400.000,00
2010;12500;796002;12101;Plan Nacional Apícola;240.000,00
2010;12500;796004;12101;Ayuda permanente frutos secos;6.188.000,00
2010;12500;797000;12102;Forestación;1.800.000,00
2010;12500;797001;12102;Agroambientales;10.842.000,00
2010;12500;797002;12102;Cese Anticipado;410.000,00
2010;12500;797003;12102;Indemnización Compensación Básica;5.900.000,00
2010;12500;797004;12102;Modernización explotaciones, incorporación jóvenes;5.905.000,00
2010;12500;797006;12102;Modernización de regadíos;9.002.000,00
2010;12500;797008;12102;P.D.R.- Renov., dllo de pueblos y patrimonio rural;3.416.000,00
2010;12500;797009;12102;P.D.R.- Diversif. actividades en el ámbito agrario;7.300.000,00
2010;12500;797011;12102;PDR Formación;171.002,06
2010;12500;797012;12102;P.D.R.- Transf. y comercializ. productos agrícolas;5.277.000,00
2010;12500;797013;12102;PDR Medidas forestales;3.250.570,43
2010;12500;797014;12102;PDR Concetración  parcelaria;2.637.000,00
2010;12500;797018;12102;PDR Protección del  Medio Ambiente;1.353.046,87
2010;12500;797019;12102;P.D.R.-  Recuperación daños desastres naturales;81.000,00
2010;12500;797022;12102;P.D.R- Selvicultura;489.165,00
2010;12500;797023;12102;P.D.R- Fomento de actividades turísticas;110.000,00
2010;12500;797099;12102;Otras transferencias de capital;253.000,00
2010;12500;798000;15101;Fondo Europeo de Pesca;1.000.000,00
2010;12500;821001;91003;Reintegros préstamos, convenios con Ayuntamientos;3.500.000,00
2010;12500;900000;91003;Emisión de Deuda Pública- Ley de Presupuestos 2010;600.000.000,00
2010;12500;920000;91003;Préstamos recibidos Ley de Presupuestos 2010;332.618.424,00
2010;51000;413000;33002;Conferencia Sectorial de Empleo;1.167.840,80
2010;51000;413000;33004;Conferencia Sectorial de Empleo;24.933.181,69
2010;51000;413000;33005;Conferencia Sectorial de Empleo;35.414.859,93
2010;51000;413000;33006;Conferencia Sectorial de Empleo;301.317,07
2010;51000;520000;91003;Intereses;300.000,00
2010;52000;315000;91003;S.A.S. Ingresos por servicios en hospitales;21.376.000,00
2010;52000;520000;91003;Intereses;100.000,00
2010;53000;311001;91003;Prestación de Servicios en residencias;12.950.000,00
2010;53000;311003;91003;Prestación de Servicios centros sociales y clubs;50.000,00
2010;53000;329001;91003;Tasa 01- Dirección e inspección de obras;270.000,00
2010;53000;395009;91003;Multas y sanciones de Servicios Sociales y Familia;135.000,00
2010;53000;470009;71001;Otras subvenciones de empresas;138.232,76
2010;53000;520000;91003;Intereses;300.000,00
2010;54000;404021;39054;AYUDAS ECONOMICAS A MUJERES VICTIMAS DE VIOLENCIA CON DIFICULTAD DE EMPLEO;60.000,00
2010;54000;520000;91003;INTERESES PATRIMONIALES;12.000,00
2010;55000;311001;91003;Prestación de Servicios en residencias;1.000.000,00
2010;55000;311003;91003;Prestación de Servicios centros sociales y clubs;25.000,00
2010;55000;311005;91003;Prestación de Servicios por Carnés Juveniles;20.000,00
2010;55000;311006;91003;Prestación de Servicios en campamentos;9.000,00
2010;55000;311007;91003;Prestación de Servicios por campos de trabajo;19.000,00
2010;55000;311008;91003;Prestación de Servicios en albergues;330.000,00
2010;55000;311009;91003;Prestación de servicios por Carné Joven;726.563,00
2010;55000;520000;91003;Intereses;18.000,00
2010;71000;520000;91003;Intereses;11.000,00
2010;71000;792100;14101;I/792100/14101;2.635.059,00
2010;72000;221000;91003;Canon de Saneamiento;32.482.796,92
2010;72000;329001;91003;Tasa 01- Dirección e inspección de obras;150.000,00
2010;72000;329003;91003;Tasa 03- Serv.admvos, redacc. informes,activ. fac.;500,00
2010;72000;394005;91003;Otros ingresos de Medio Ambiente;50.000,00
2010;72000;395008;91003;Multas y sanciones de Medio Ambiente;30.000,00
2010;72000;396008;91003;Ingresos diversos de Medio Ambiente;657.312,37
2010;72000;520000;91003;Intereses;300.000,00
2010;72000;794000;16001;Fondo de Cohesión;721.131,18
2010;72000;821001;91003;Reintegros préstamos, convenios con Ayuntamientos;777.000,00
2010;73000;323035;91003;Tasa 35- Evaluac. ensayos clínicos y act. rel. med;125.000,00
2010;73000;329001;91003;Tasa 01- Dirección e inspección de obras;274.895,82
2010;73000;393005;91003;Cursos y otros ingresos de Salud y Consumo;25.000,00
2010;73000;405099;39020;Otras subvenciones en materia de Salud y Consumo;2.825.441,87
2010;73000;405099;39053;Otras subvenciones en materia de Salud y Consumo;1.450.000,02
2010;73000;470009;72009;Otras subvenciones de empresas;1.900.751,78
2010;73000;520000;91003;Intereses;25.000,00
2010;73000;709009;39020;Otras subvenciones de capital;1.202.681,03
2010;73000;709009;39053;Otras subvenciones de capital;150.000,00
2010;73000;770009;72009;Otras transferencias de empresas;250.000,00
2010;74000;318009;91003;Otros ingresos por Prestación de Servicios C.T.U.;120.000,00
2010;74000;381006;91003;Reint. Ppto. corriente Ciencia,Tecnol y Univers;57.000,00
2010;74000;381099;91003;Otros reintegros de Presupuesto corriente;5.000,00
2010;74000;403000;91003;Ayudas complementarias a la Política Agraria Común;190.000,00
2010;74000;520000;91003;Intereses;10.000,00
2010;74000;552000;91003;De investigación agraria;120.000,00
2010;74000;552005;91003;Aprovechamientos de fincas agrícolas;130.000,00
2010;74000;707003;39044;Plan Nacional de Investigación;408.952,00
2010;74000;707004;39003;Proyectos de investigación del I.N.I.A.;1.789.239,20
2010;74000;707004;39035;Proyectos de investigación del I.N.I.A.;179.199,17
2010;74000;707004;39044;Proyectos de investigación del I.N.I.A.;82.500,00
2010;74000;750001;91003;Proyectos demostración - Invest. Agroaliment.;65.000,00
2010;74000;750008;91003;Aportaciones Departamentos D.G.A.;231.000,00
2010;74000;770009;91003;Otras transferencias de empresas;276.094,00
2010;74000;792100;14101;Programa Operativo FEDER 2007-2013;501.536,44
2010;74000;799000;91003;Otras subvenciones del exterior;200.000,00
2010;75000;322016;91003;Servicio expedición licencias caza  y pesca;2.306.950,00
2010;75000;322017;91003;Servicios facult. y advos. en mat. de montes, aprov. forestales y vías pecuarias;93.036,00
2010;75000;322026;91003;Servicios de Gestión de cotos;753.787,00
2010;75000;322028;91003;Servicios Administrativos Proteccion del Medio Ambiente;504.976,00
2010;75000;322029;91003;Servicios Administrativos conservación Biodiversidad;16.816,00
2010;75000;322034;91003;Calificación ambiental de actividades clasificadas;284.435,00
2010;75000;520000;91003;Intereses de depósitos bancarios;40.000,00
2010;76000;396010;91003;Ingresos diversos Bco Sangre y Tejidos de Aragón;6.190.000,00
2010;76000;520000;91003;Intereses;9.600,00
2010;76000;553009;91003;Otros cánones;400,00
2010;77000;520000;91003;Intereses;3.000,00
