EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2010;09000;Ingresos Consejo Ec. y Social de Aragón;Ingresos del Consejo Económico y Social de Aragón
2010;0901;Consejo Económico y Social de Aragón;Consejo Económico y Social de Aragón
2010;09010;Consejo Económico y Social de Aragón;Consejo Económico y Social de Aragón
2010;10;Presidencia;Presidencia
2010;1000;Ingresos de Presidencia;Ingresos de Presidencia
2010;10000;Ingresos de Presidencia y Justicia;Ingresos de Presidencia y Justicia
2010;1001;S.G.T. Presidencia;Secretaría General Técnica de Presidencia
2010;10010;S.G.T. Presidencia;Secretaría General Técnica de Presidencia
2010;1002;Dirección General de Servicios Jurídicos;Dirección General de Servicios Jurídicos
2010;10020;Dirección General de Servicios Jurídicos;Dirección General de Servicios Jurídicos
2010;1003;D.G. Organización,Inspección y Servicios;Dirección General de Organización, Inspección y Servicios
2010;10030;D.G. Organización,Inspección y Servicios;Dirección General de Organización, Inspección y Servicios
2010;1004;D.G. de Relaciones Institucionales;D.G. de Relaciones Institucionales
2010;10040;D.G. de Relaciones Institucionales;D.G. de Relaciones Institucionales
2010;1005;D.G. de Participación Ciudadana;Dirección General de Participación Ciudadana
2010;10050;D.G. de Participación Ciudadana;Dirección General de Participación Ciudadana
2010;1006;Dirección General de la Función Pública;Dirección General de la Función Pública
2010;10060;Dirección General de la Función Pública;Dirección General de la Función Pública
2010;1007;D.G. de Acción Exterior;Dirección General de Acción Exterior
2010;10070;D.G. de Acción Exterior;Dirección General de Acción Exterior
2010;11;Política Territorial,Justicia e Interior;Presidencia y Relaciones Institucionales
2010;1100;Ingresos Pol.Territorial,Just. e Inter.;Ingresos de Política Territorial, Justicia e Interior
2010;11000;Ingresos Pol.Territorial,Just. e Inter.;Ingresos de Política Territorial, Justicia e Interior
2010;1101;S.G.T. de Pol.Territorial,Just. e Inter.;Secretaría General Técnica de Política Territorial, Justicia e Interior
2010;11010;S.G.T. de Pol.Territorial,Just. e Inter.;Secretaría General Técnica de Política Territorial, Justicia e Interior
2010;1102;D.G. de Administración de Justicia;Dirección General de Administración de Justicia
2010;11020;D.G. de Administración de Justicia;Dirección General de Administración de Justicia
2010;1103;D.G. de Administración Local;Dirección General de Administración Local
2010;11030;D.G. de Administración Local;Dirección General de Administración Local
2010;1104;D.G. de Ordenación del Territorio;Dirección General de Ordenación del Territorio
2010;11040;D.G. de Ordenación del Territorio;Dirección General de Ordenación del Territorio
2010;1105;Dirección General de Interior;Dirección General de Interior
2010;11050;Dirección General de Interior;Dirección General de Interior
2010;1106;Delegación Territorial de Huesca;Delegación Territorial de Huesca
2010;11060;Delegación Territorial de Huesca;Delegación Territorial de Huesca
2010;1107;Delegación Territorial de Teruel;Delegación Territorial de Teruel
2010;11070;Delegación Territorial de Teruel;Delegación Territorial de Teruel
2010;1111;Política Territorial,Justicia e Interior;Política Territorial,Justicia e Interior
2010;11110;Política Territorial,Justicia e Interior;Política Territorial,Justicia e Interior
2010;12;Economía, Hacienda y Empleo;Economía, Hacienda y Empleo
2010;1200;Ingresos de Hacienda y Adm. Pública;Ingresos de Hacienda y Administración Pública
2010;12000;Ingresos de Hacienda y Adm. Pública;Hacienda y Administración Pública
2010;1201;S.G.T. de Economía, Hacienda y Empleo;Secretaría General Técnica de Economía, Hacienda y Empleo
2010;12010;S.G.T. de Economía, Hacienda y Empleo;Secretaría General Técnica de Economía, Hacienda y Empleo
2010;1202;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General de Presupuestos,Tesorería y Patrimonio
2010;12020;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General de Presupuestos,Tesorería y Patrimonio
2010;1203;Dirección General de Política Económica;Dirección General de Política Económica
2010;12030;Dirección General de Política Económica;Dirección General de Política Económica
2010;1204;Intervención General;Intervención General
2010;12040;Intervención General;Intervención General
2010;1205;Dirección General de Tributos;Dirección General de Tributos
2010;12050;Dirección General de Tributos;Dirección General de Tributos
2010;1206;Dirección General de Promoción Económica;Dirección General de Promoción Económica
2010;12060;Dirección General de Promoción Económica;Dirección General de Promoción Económica
2010;1207;D.G. de Trabajo;Dirección General de Trabajo e Inmigración
2010;12070;D.G. de Trabajo;Dirección General de Trabajo
2010;1208;D.G. Asuntos Europeos y Acción Exterior;Dirección General de Asuntos Europeos y Acción Exterior
2010;12080;D.G. Asuntos Europeos y Acción Exterior;No operativo
2010;1250;Ingresos de Secciones Presupuestarias;Ingresos de Secciones Presupuestarias
2010;12500;Ingresos de Secciones Presupuestarias;Ingresos de Secciones Presupuestarias
2010;1251;Ingresos Servicio Provincial de Zaragoza;Ingresos Servicio Provincial de Zaragoza
2010;12510;Ingresos Servicio Provincial de Zaragoza;Ingresos Servicio Provincial de Zaragoza
2010;1252;Ingresos Servicio Provincial de Huesca;Ingresos Servicio Provincial de Huesca
2010;12520;Ingresos Servicio Provincial de Huesca;Ingresos Servicio Provincial de Huesca
2010;1253;Ingresos Servicio Provincial de Teruel;Ingresos Servicio Provincial de Teruel
2010;12530;Ingresos Servicio Provincial de Teruel;Ingresos Servicio Provincial de Teruel
2010;13;Obras Públicas, Urbanismo y Transportes;Obras Públicas, Urbanismo y Transportes
2010;1300;Ingresos de Obras P., Urbanismo y Ttes;Ingresos de Obras Públicas, Urbanismo y Transportes
2010;13000;Ingresos de Obras P., Urbanismo y Ttes;Ingresos de Obras Públicas, Urbanismo y Transportes
2010;1301;S.G.T. Obras Públicas, Urbanismo y Ttes.;Secretaría General Técnica de Obras Públicas, Urbanismo y Transportes
2010;13010;S.G.T. Obras Públicas, Urbanismo y Ttes.;Secretaría General Técnica de Obras Públicas, Urbanismo y Transportes
2010;1302;Dirección General de Carreteras;Dirección General de Carreteras
2010;13020;Dirección General de Carreteras;Dirección General de Carreteras
2010;1303;Dirección General de Urbanismo;Dirección General de Urbanismo
2010;13030;Dirección General de Urbanismo;Dirección General de Urbanismo
2010;1304;Dirección General de Transportes;Dirección General de Transportes
2010;13040;Dirección General de Transportes;Dirección General de Transportes
2010;1305;D.G. de Vivienda y Rehabilitación;Dirección General de Vivienda y Rehabilitación
2010;13050;D.G. de Vivienda y Rehabilitación;Dirección General de Vivienda y Rehabilitación
2010;14;Agricultura y Alimentación;Agricultura y Alimentación
2010;1400;Ingresos Agricultura y Alimentación;Ingresos de Agricultura y Alimentación
2010;14000;Ingresos de Agricultura y Alimentación;Ingresos de Agricultura y Alimentación
2010;1401;S.G.T. de Agricultura y Alimentación;Secretaría General Técnica de Agricultura y Alimentación
2010;14010;S.G.T. de Agricultura y Alimentación;Secretaría General Técnica de Agricultura y Alimentación
2010;14011;AGRI-Sevicio Provincial de Huesca;AGRI - Servicio Provincial de Huesca
2010;14012;AGRI-Sevicio Provincial de Teruel;AGRI - Servicio Provincial de Teruel
2010;14013;AGRI-Sevicio Provincial de Zaragoza;AGRI - Servicio Provincial de Zaragoza
2010;1402;Dirección General de Producción Agraria;Dirección General de Producción Agraria
2010;14020;Dirección General de Producción Agraria;Dirección General de Producción Agraria
2010;1403;D.G. de Fomento Agroalimentario;Dirección General de Fomento Agroalimentario
2010;14030;D.G. de Fomento Agroalimentario;Dirección General de Fomento Agroalimentario
2010;1404;Dirección General de Alimentación;Dirección General de Alimentación
2010;14040;Dirección General de Alimentación;Dirección General de Alimentación
2010;1405;Dirección General de Desarrollo Rural;Dirección General de Desarrollo Rural
2010;14050;Dirección General de Desarrollo Rural;Dirección General de Desarrollo Rural
2010;1406;D.G. de Gestión Forestal;Dirección General de Gestión Forestal
2010;14060;D.G. de Gestión Forestal;Dirección General de Gestión Forestal
2010;1407;D.G. de Calidad Ambiental;Dirección General de Calidad Ambiental
2010;14070;D.G. de Calidad Ambiental;Dirección General de Calidad Ambiental
2010;15;Industria, Comercio y Turismo;Industria, Comercio y Turismo
2010;1500;Ingresos de Industria,Comercio y Turismo;Ingresos de Industria,Comercio y Turismo
2010;15000;Ingresos de Industria,Comercio y Turismo;Ingresos de Industria,Comercio y Turismo
2010;1501;S.G.T. de Industria, Comercio y Turismo;Secretaría General Técnica de Industria, Comercio y Turismo
2010;15010;S.G.T. de Industria, Comercio y Turismo;Secretaría General Técnica de Industria, Comercio y Turismo
2010;1502;D.G. de Industria y PYME;Dirección General de Industria y de la Pequeña y Mediana Empresa
2010;15020;D.G. de Industria y PYME;Dirección General de Industria y de la Pequeña y Mediana Empresa
2010;1503;Dirección General de Energía y Minas;Dirección General de Energía y Minas
2010;15030;Dirección General de Energía y Minas;Dirección General de Energía y Minas
2010;1504;D.G. de Comercio y Artesanía;Dirección General de Comercio y Artesanía
2010;15040;D.G. de Comercio y Artesanía;Dirección General de Comercio y Artesanía
2010;1505;Dirección General de Turismo;Dirección General de Turismo
2010;15050;Dirección General de Turismo;Dirección General de Turismo
2010;1506;Dirección General de Economía;Dirección General de Economía
2010;15060;Dirección General de Economía;Dirección General de Economía
2010;1507;Dirección General de Trabajo;Dirección General de Trabajo
2010;15070;Dirección General de Trabajo;Dirección General de Trabajo
2010;16;Salud y Consumo;Salud y Consumo
2010;1600;Ingresos de Salud y Consumo;Ingresos de Salud y Consumo
2010;16000;Ingresos de Salud y Consumo;Ingresos de Salud y Consumo
2010;1601;S.G.T. de Salud y Consumo;Secretaría General Técnica de Salud y Consumo
2010;16010;S.G.T. de Salud y Consumo;Secretaría General Técnica de Salud y Consumo
2010;1602;D.G. de Planificación y Aseguramiento;Dirección General de Planificación y Aseguramiento
2010;16020;D.G. de Planificación y Aseguramiento;Dirección General de Planificación y Aseguramiento
2010;1603;Dirección General de Consumo;Dirección General de Consumo
2010;16030;Dirección General de Consumo;Dirección General de Consumo
2010;1604;Dirección General de Salud Pública;Dirección General de Salud Pública
2010;16040;Dirección General de Salud Pública;Dirección General de Salud Pública
2010;1605;D.G. de Atención al Usuario;Dirección General de Atención al Usuario
2010;16050;D.G. de Atención al Usuario;Dirección General de Atención al Usuario
2010;1606;D.G. de Familia;Dirección General de Familia
2010;16060;D.G. de Familia;Dirección General de Familia
2010;1607;D.G. de Bienestar Social y Dependencia;Dirección General de Bienestar Social y Dependencia
2010;16070;D.G. de Bienestar Social y Dependencia;Dirección General de Bienestar Social y Dependencia
2010;17;Ciencia, Tecnología y Universidad;Ciencia, Tecnología y Universidad
2010;1700;Ingresos de Ciencia, Tecnol. y Univers.;Ingresos de Ciencia, Tecnol. y Univers.
2010;17000;Ingresos de Ciencia, Tecnol. y Univers.;Ingresos de Ciencia, Tecnol. y Univers.
2010;1701;S.G.T. Ciencia,Tecnología y Universidad;Secretaría General Técnica de Ciencia, Tecnología y Universidad
2010;17010;S.G.T. Ciencia,Tecnología y Universidad;Secretaría General Técnica de Ciencia, Tecnología y Universidad
2010;1702;Dirección General de Enseñanza Superior;Dirección General de Enseñanza Superior
2010;17020;Dirección General de Enseñanza Superior;Dirección General de Enseñanza Superior
2010;1703;D.G. Investig., Innovación y Desarrollo;Dirección General de Investigación, Innovación y Desarrollo
2010;17030;D.G. Investig., Innovación y Desarrollo;Dirección General de Investigación, Innovación y Desarrollo
2010;1704;D.G. Tecnolog. para Sociedad de Inform.;Dirección General de Tecnologías para Sociedad de la Información
2010;17040;D.G. Tecnolog. para Sociedad de Inform.;Dirección General de Tecnologías para Sociedad de la Información
2010;18;Educación, Cultura y Deporte;Educación, Cultura y Deporte
2010;1800;Ingresos de Educación, Cultura y Deporte;Ingresos de Educación, Cultura y Deporte
2010;18000;Ingresos de Educación, Cultura y Deporte;Ingresos de Educación, Cultura y Deporte
2010;1801;S.G.T. de Educación, Cultura y Deporte;Secretaría General Técnica de Educación, Cultura y Deporte
2010;18010;S.G.T. de Educación, Cultura y Deporte;Secretaría General Técnica de Educación, Cultura y Deporte
2010;1802;D.G. de F.P. y Educación Permanente;Dirección General de Formación Profesional y Educación Permanente
2010;18020;D.G. de F.P. y Educación Permanente;Dirección General de Formación Profesional y Educación Permanente
2010;1803;D.G. de Administración Educativa;Dirección General de Administración Educativa
2010;18030;D.G. de Administración Educativa;Dirección General de Administración Educativa
2010;1804;Dirección General de Gestión de Personal;Dirección General de Gestión de Personal
2010;18040;Dirección General de Gestión de Personal;Dirección General de Gestión de Personal
2010;1805;Dirección General de Política Educativa;Dirección General de Política Educativa
2010;18050;Dirección General de Política Educativa;Dirección General de Política Educativa
2010;1806;Dirección General de Cultura;Dirección General de Cultura
2010;18060;Dirección General de Cultura;Dirección General de Cultura
2010;1807;Dirección General de Patrimonio Cultural;Dirección General de Patrimonio Cultural
2010;18070;Dirección General de Patrimonio Cultural;Dirección General de Patrimonio Cultural
2010;1808;Dirección General de Deporte;Dirección General de Deporte
2010;18080;Dirección General de Deporte;Dirección General de Deporte
2010;19;Medio Ambiente;Medio Ambiente
2010;1900;Ingresos de Medio Ambiente;Ingresos de Medio Ambiente
2010;19000;Ingresos de Medio Ambiente;Ingresos de Medio Ambiente
2010;1901;S.G.T. de Medio Ambiente;Secretaría General Técnica de Medio Ambiente
2010;19010;S.G.T. de Medio Ambiente;Secretaría General Técnica de Medio Ambiente
2010;1902;Dirección General de Gestión Forestal;Dirección General de Gestión Forestal
2010;19020;Dirección General de Gestión Forestal;Dirección General de Gestión Forestal
2010;1903;D.G. Calidad Ambiental y Cambio Climátic;Dirección General de Calidad Ambiental y Cambio Climático
2010;19030;D.G. Calidad Ambiental y Cambio Climátic;Dirección General de Calidad Ambiental y Cambio Climático
2010;1904;D.G. Desarrollo Sostenible y Biodiversid;Dirección General de Desarrollo Sostenible y Biodiversidad
2010;19040;D.G. Desarrollo Sostenible y Biodiversid;Dirección General de Desarrollo Sostenible y Biodiversidad
2010;20;Servicios Sociales y Familia;Servicios Sociales y Familia
2010;2000;Ingresos de Servicios Sociales y Familia;Ingresos de Servicios Sociales y Familia
2010;20000;Ingresos de Servicios Sociales y Familia;Ingresos de Servicios Sociales y Familia
2010;2001;S.G.T. de Servicios Sociales y Familia;Secretaría General Técnica de Servicios Sociales y Familia
2010;20010;S.G.T. de Servicios Sociales y Familia;Secretaría General Técnica de Servicios Sociales y Familia
2010;20011;SSyF-Servicio Provincial de Huesca;No operativa
2010;20012;SSyF-Servicio Provincial de Teruel;SSyF - Servicio Provincial de Teruel
2010;2002;Dirección General de Familia;Dirección General de Familia
2010;20020;Dirección General de Familia;Dirección General de Familia
2010;2003;Dirección General Atención Dependencia;Dirección General de Atención a la Dependencia
2010;20030;Dirección General Atención Dependencia;Dirección General de Atención a la Dependencia
2010;2004;D.G. Inmigración y Coop. al Desarrollo;Dirección General de Inmigración y Cooperación al Desarrollo
2010;20040;D.G. Inmigración y Coop. al Desarrollo;D.G. Inmigración y Cooperación al Desarrollo
2010;2010;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2010;20100;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2010;2012;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2010;20120;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2010;26;A las Administraciones Comarcales;A las Administraciones Comarcales
2010;2600;"Ingresos de ""A las Adm. Comarcales""";"Ingresos de ""A las Administraciones Comarcales"""
2010;26000;"Ingresos de ""A las Adm. Comarcales""";"Ingresos de ""A las Administraciones Comarcales"""
2010;2601;Comarca de la Jacetania;Comarca de la Jacetania
2010;26010;Comarca de la Jacetania;Comarca de la Jacetania
2010;2602;Comarca del Alto Gállego;Comarca del Alto Gállego
2010;26020;Comarca del Alto Gállego;Comarca del Alto Gállego
2010;2603;Comarca de Sobrarbe;Comarca de Sobrarbe
2010;26030;Comarca de Sobrarbe;Comarca de Sobrarbe
2010;2604;Comarca de la Ribagorza;Comarca de la Ribagorza
2010;26040;Comarca de la Ribagorza;Comarca de la Ribagorza
2010;2605;Comarca de Cinco Villas;Comarca de Cinco Villas
2010;26050;Comarca de Cinco Villas;Comarca de Cinco Villas
2010;2606;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2010;26060;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2010;2607;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2010;26070;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2010;2608;Comarca de Cinca Medio;Comarca de Cinca Medio
2010;26080;Comarca de Cinca Medio;Comarca de Cinca Medio
2010;2609;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2010;26090;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2010;2610;Comarca de los Monegros;Comarca de los Monegros
2010;26100;Comarca de los Monegros;Comarca de los Monegros
2010;2611;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2010;26110;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2010;2612;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2010;26120;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2010;2613;Comarca de Campo de Borja;Comarca de Campo de Borja
2010;26130;Comarca de Campo de Borja;Comarca de Campo de Borja
2010;2614;Comarca del Aranda;Comarca del Aranda
2010;26140;Comarca del Aranda;Comarca del Aranda
2010;2615;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2010;26150;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2010;2616;Comarca de Valdejalón;Comarca de Valdejalón
2010;26160;Comarca de Valdejalón;Comarca de Valdejalón
2010;2617;Delimitación Comarcal de Zaragoza;Comarca de Zaragoza
2010;26170;Delimitación Comarcal de Zaragoza;Comarca de Zaragoza
2010;2618;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2010;26180;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2010;2619;Comarca Bajo Aragón-Caspe;Comarca Bajo Aragón-Caspe / Baix-Aragó-Casp
2010;26190;Comarca Bajo Aragón-Caspe;Comarca Bajo Aragón-Caspe / Baix-Aragó-Casp
2010;2620;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2010;26200;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2010;2621;Comarca de Campo de Cariñena;Comarca de Campo de Cariñena
2010;26210;Comarca de Campo de Cariñena;Comarca de Campo de Cariñena
2010;2622;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2010;26220;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2010;2623;Comarca del Bajo Martín;Comarca del Bajo Martín
2010;26230;Comarca del Bajo Martín;Comarca del Bajo Martín
2010;2624;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2010;26240;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2010;2625;Comarca del Jiloca;Comarca del Jiloca
2010;26250;Comarca del Jiloca;Comarca del Jiloca
2010;2626;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2010;26260;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2010;2627;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2010;26270;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2010;2628;Comarca del Bajo Aragón;Comarca del Bajo Aragón
2010;26280;Comarca del Bajo Aragón;Comarca del Bajo Aragón
2010;2629;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2010;26290;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2010;2630;Comarca de Maestrazgo;Comarca de Maestrazgo
2010;26300;Comarca de Maestrazgo;Comarca de Maestrazgo
2010;2631;Comarca de la Sierra de Albarracín;Comarca de la Sierra de Albarracín
2010;26310;Comarca de la Sierra de Albarracín;Comarca de la Sierra de Albarracín
2010;2632;Comarca de Gúdar- Javalambre;Comarca de Gúdar - Javalambre
2010;26320;Comarca de Gúdar- Javalambre;Comarca de Gúdar - Javalambre
2010;2633;Comarca del Matarraña/ Matarranya;Comarca del Matarraña / Matarranya
2010;26330;Comarca del Matarraña/ Matarranya;Comarca del Matarraña / Matarranya
2010;2634;Fondo de Cohesión Comarcal;Fondo de Cohesión Comarcal
2010;26340;Fondo de Cohesión Comarcal;Fondo de Cohesión Comarcal
2010;30;Diversos Departamentos;Diversos Departamentos
2010;3000;"Ingresos de ""Diversos Departamentos""";"Ingresos de ""Diversos Departamentos"""
2010;30000;"Ingresos de ""Diversos Departamentos""";"Ingresos de ""Diversos Departamentos"""
2010;3001;Dirección General de Promoción Económica;Dirección General de Promoción Económica
2010;30010;Dirección General de Promoción Económica;Dirección General de Promoción Económica
2010;3002;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General Presupuestos,Tesorería y Patrimonio
2010;30020;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General Presupuestos,Tesorería y Patrimonio
2010;3003;Dirección General de Política Económica;Dirección General de Política Económica
2010;30030;Dirección General de Política Económica;Dirección General de Política Económica
2010;3004;Empresas Públicas y participadas;Empresas Públicas y participadas
2010;30040;Empresas Públicas y participadas;Empresas Públicas y participadas
2010;3005;Dirección General de Tributos;Dirección General de Tributos
2010;30050;Dirección General de Tributos;Dirección General de Tributos
2010;3008;Exposición Internacional Zaragoza 2008;Exposición Internacional Zaragoza 2008
2010;30080;Exposición Internacional Zaragoza 2008;Exposición Internacional Zaragoza 2008
2010;3011;A AST;
2010;30110;a AST;
2010;3013;OBRAS PÚBLICAS;Obras Públicas
2010;30130;OBRAS PÚBLICAS;Obras Públicas
2010;51;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2010;5100;Ingresos del Inst. Aragonés de Empleo;Ingresos del Instituto Aragonés de Empleo
2010;51000;Ingresos del Inst. Aragonés de Empleo;Ingresos del Instituto Aragonés de Empleo
2010;5101;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2010;51010;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2010;51011;INAEM - Servicio Provincial de Huesca;INAEM - Servicio Provincial de Huesca
2010;51012;INAEM - Servicio Provincial de Teruel;INAEM - Servicio Provincial de Teruel
2010;51013;INAEM - Servicio Provincial de Zaragoza;INAEM - Servicio Provincial de Zaragoza
2010;52;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2010;5200;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2010;52000;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2010;5201;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2010;52010;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2010;5205;Ctro. Gestión Integrada Proyectos Corp.;Centro de Gestión Integrada Proyectos Corporativos
2010;52050;Ctro. Gestión Integrada Proyectos Corp.;Centro de Gestión Integrada Proyectos Corporativos
2010;5206;Gerencia 061 Aragon;Gerencia 061 Aragon
2010;52061;Gerencia 061 Aragon;Gerencia 061 Aragon
2010;52AL;Gerencia Sector Alcañiz;Gerencia Sector Alcañiz
2010;52AL1;Gerencia Sector Alcañiz;Gerencia Sector Alcañiz
2010;52AL2;Hospital de  Alcañiz;Hospital de  Alcañiz
2010;52AL3;Atención Primaria Sector Alcañiz;Atención Primaria Sector Alcañiz
2010;52BA;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2010;52BA1;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2010;52BA2;Hospital Barbastro;Hospital de Barbastro
2010;52BA3;Centro Sociosanitario de Fraga;Centro Sociosanitario de Fraga
2010;52BA4;Atención Primaria Sector Barbastro;Atención Primaria Sector Barbastro
2010;52CA;Gerencia Sector Calatayud;Gerencia Sector Calatayud
2010;52CA1;Gerencia Sector Calatayud;Gerencia Sector Calatayud
2010;52CA2;Hospital Ernest Lluch Martin;Hospital Ernest Lluch Martin de Calatayud
2010;52CA3;Atención Primaria Sector Calatayud;Atención Primaria Sector Calatayud
2010;52HU;Gerencia Sector Huesca;Gerencia Sector Huesca
2010;52HU1;Gerencia Sector Huesca;Gerencia Sector Huesca
2010;52HU2;Hospital San Jorge de Huesca;Hospital General San Jorge de Huesca
2010;52HU3;Hospital Sagrado Corazón de Jesús;Hospital Sagrado Corazón de Jesús
2010;52HU4;C.R.P. Santo Cristo de los Milagros;Centro de Rehabilitación Psicosocial Santo Cristo de los Milagros
2010;52HU5;Atención Primaria Sector Huesca;Atención Primaria Sector Huesca
2010;52TE;Gerencia Sector Teruel;Gerencia Sector Teruel
2010;52TE1;Gerencia Sector Teruel;Gerencia Sector Teruel
2010;52TE2;Hospital Obispo Polanco Teruel;Hospital Obispo Polanco Teruel
2010;52TE3;Hospital San José;Hospital San José
2010;52TE4;C.R.P. San Juan de Dios;Centro Rehabilitación Psicosocial San Juan de Dios
2010;52TE5;Atención Primaria Sector Teruel;Atención Primaria Sector Teruel
2010;52Z1;Gerencia Sector Zaragoza I;Gerencia Sector Zaragoza I
2010;52Z11;Gerencia Sector Zaragoza I;Gerencia Sector Zaragoza I
2010;52Z12;Hospital Royo Villanova;Hospital Royo Villanova
2010;52Z13;Hospital Nuestra Señora de Gracia;Hospital Nuestra Señora de Gracia
2010;52Z14;Atención Primaria Sector Zaragoza I;Atención Primaria Sector Zaragoza I
2010;52Z2;Gerencia Sector Zaragoza II;Gerencia Sector Zaragoza II
2010;52Z21;Gerencia Sector Zaragoza II;Gerencia Sector Zaragoza II
2010;52Z22;Hospital Universitario Miguel Servet;Hospital Universitario Miguel Servet
2010;52Z23;Atención Primaria Sector Zaragoza II;Atención Primaria Sector Zaragoza II
2010;52Z3;Gerencia Sector Zaragoza III;Gerencia Sector Zaragoza III
