EJERCICIO;GASTO/INGRESO;CAPITULO;ARTICULO;CONCEPTO;SUBCONCEPTO;DESCRIPCION CORTA;DESCRIPCION LARGA
2011;G;1;17;171;;Fondos Adicionales;Fondos Adicionales
2011;G;1;17;172;;Otros Fondos Adicionales;Otros Fondos Adicionales
2011;G;1;18;180;;Ret.Func,APD,est,no labor;Retribuciones básicas de Personal Funcionario, A.P.D., Estatutario y no laboral
2011;G;1;18;182;;Retr otro Est. Temp.;Retribuciones de otro personal estatutario temporal
2011;G;1;18;183;;Labor fijo de Inst.Sanit.;Personal laboral fijo de Instituciones Sanitarias
2011;G;1;18;184;;Personal laboral eventual;Personal laboral eventual
2011;G;1;18;185;;Inc.Rendim. Per Ins.Sanit;Incentivos al rendimiento del personal de Instituciones Sanitarias
2011;G;1;18;186;;Cuotas,prest. y gtos soc.;Cuotas Sociales, gastos y Prestaciones Sociales de personal de Instituciones Sanitarias
2011;G;1;18;187;;Personal en Formación;Personal en Formación
2011;G;2;20;200;;Arrend. Terr y  B. natur.;Arrendamientos de terrenos y bienes naturales
2011;G;2;20;202;;Arrend. Edific. y constr;Arrendamientos de edificios y otras construcciones
2011;G;2;20;203;;Arrend. Maq,inst,utillaje;Arrendamientos de maquinaria, instalación y utillaje
2011;G;2;20;204;;Arrend. Material transp.;Arrendamientos de material de transporte
2011;G;2;20;205;;Arrend. Mobil.,enseres;Arrendamientos de mobiliario y enseres
2011;G;2;20;206;;Arrend. Equip proc inform;Arrendamientos de equipos para procesos de información
2011;G;2;20;209;;Arrend. otro inmov. mat.;Arrendamientos de otro inmovilizado material
2011;G;2;21;210;;Rep.Const.Terr y B.natur.;Reparación y conservación de terrenos y bienes naturales
2011;G;2;21;212;;Rep.Const. Edif. y constr;Reparación y conservación de edificios y otras construcciones
2011;G;2;21;213;;Rep.Const. Maq,inst,utill;Reparación y conservación de maquinaria, instalaciones y utillaje
2011;G;2;21;214;;Rep.Const. Mat. transport;Reparación y conservación de material de transporte
2011;G;2;21;215;;Rep.Const. Mobil.,enseres;Reparación y conservación de mobiliario y enseres
2011;G;2;21;216;;Rep.Const. Equip informac;Reparación y conservación de equipos para procesos de información
2011;G;2;21;219;;Rep.Const. otr inm. mat.;Reparación y conservación de otro inmovilizado material
2011;G;2;22;220;;Material de oficina;Material de oficina
2011;G;2;22;221;;Suministros;Suministros
2011;G;2;22;222;;Comunicaciones;Comunicaciones
2011;G;2;22;223;;Transporte;Transporte
2011;G;2;22;224;;Primas de seguros;Primas de seguros
2011;G;2;22;225;;Tributos;Tributos
2011;G;2;22;226;;Gastos diversos;Gastos diversos
2011;G;2;22;227;;Trabajos otras empresas;Trabajos realizados por otras empresas
2011;G;2;22;229;;Gtos. Ctros doc. no univ.;Gastos en centros docentes no universitarios
2011;G;2;23;230;;Dietas;Dietas
2011;G;2;23;231;;Locomoción;Locomoción
2011;G;2;23;232;;Traslado;Traslado
2011;G;2;23;239;;Otras indemnizaciones;Otras indemnizaciones
2011;G;2;24;240;;Arrend. servicios nuevos;Arrendamientos para servicios nuevos
2011;G;2;24;241;;Rep. conserv serv. nuevos;Reparación y conservación para servicios nuevos
2011;G;2;24;242;;Mater,sumin. serv. nuevos;Material, suministros y otros para servicios nuevos
2011;G;2;24;243;;Dietas,locom. serv.nuevos;Dietas y locomociones para servicios nuevos
2011;G;2;24;244;;Ac.concertada serv.nuevos;Acción concertada en servicios nuevos
2011;G;2;24;249;;Otros gastos serv. nuevos;Otros gastos en servicios nuevos
2011;G;2;25;250;;Gastos pruebas selectivas;Gastos en pruebas selectivas
2011;G;2;25;251;;Realización de cursos;Gastos de realización de cursos
2011;G;2;26;261;;Concier. Asist. Sanitaria;Conciertos para Asistencia Sanitaria
2011;G;2;26;262;;Otros Serv. As. Sanitaria;Otros Servicios de Asistencia Sanitaria
2011;G;2;26;263;;Acc.concertada S.Sociales;Acción concertada en Servicios Sociales
2011;G;3;30;300;;Intereses títulos Deuda;Intereses de títulos de la Deuda
2011;G;3;30;301;;Gtos em,mod,cancel. Deuda;Gastos de emisión, modificación y cancelación de la deuda
2011;G;3;31;310;;Inter. préstamos interior;Intereses de préstamos del interior
2011;G;3;31;311;;Gto form,mod,canc. pr.int;Gastos de formalización, modificación y cancelación de préstamos del interior
2011;G;3;31;312;;Inter.gtos oper.derivados;Intereses y otros gastos de operaciones con derivados
2011;G;3;32;320;;Inter. préstamos interior;Intereses de préstamos del exterior
2011;G;3;32;321;;Gto form,mod,canc. pr.ext;Gastos de formalización, modificación y cancelación de préstamos del exterior
2011;G;3;35;350;;Intereses de depósitos;Intereses de depósitos
2011;G;3;35;351;;Intereses de fianzas;Intereses de fianzas
2011;G;3;35;352;;Intereses de demora;Intereses de demora
2011;G;3;35;353;;Gastos de avales;Gastos de avales
2011;G;3;35;359;;Otros gtos dep,fianz,aval;Otros gastos de depósitos, fianzas y avales
2011;G;3;39;390;;Inter.otros prést,anticip;Intereses de otros préstamos y anticipos
2011;G;3;39;391;;Gts.otros prést.,anticip.;Gastos de otros préstamos y anticipos
2011;G;3;39;392;;Int. y otros op. der.fin.;Intereses y otros gastos de operaciones con derivados financieros
2011;G;4;40;400;;A la Admón General Estado;A la Administración General del Estado
2011;G;4;40;405;;A otros Entes de A.G.E.;A otros entes de la Administración General del Estado
2011;G;4;41;410;;A Organismos Autónomos;A Organismos Autónomos
2011;G;4;42;420;;A la Tesor. General S.S.;A la Tesorería General de la Seguridad Social
2011;G;4;42;421;;A otros Entes de la S.S.;A otros entes de la Seguridad Social
2011;G;4;44;440;;A Empr. y Entes Públicos;A Empresas Públicas y otros Entes Públicos
2011;G;4;45;450;;A Comunidades Autónomas;A Comunidades Autónomas
2011;G;4;46;460;;A Corporaciones Locales;A Corporaciones Locales
2011;G;4;47;470;;A Empresas Privadas;A Empresas Privadas
2011;G;4;48;480;;A Fam,Ins.Sin Fines Lucro;A familias e instituciones sin fines de lucro
2011;G;4;49;490;;Al Exterior;Al Exterior
2011;G;6;60;600;;Terrenos y bien. natural;Terrenos y bienes naturales
2011;G;6;60;602;;Edific. y construcciones;Edificios y otras construcciones
2011;G;6;60;603;;Maq. instalac. y utillaje;Maquinaria, instalación y utillaje
2011;G;6;60;604;;Material de transporte;Material de transporte
2011;G;6;60;605;;Mobiliario y enseres;Mobiliario y enseres
2011;G;6;60;606;;Equipos procesos inform.;Equipos para procesos de información
2011;G;6;60;607;;Bien. destin. uso general;Bienes destinados para uso general
2011;G;6;60;608;;Otro inmoviliz. material;Otro inmovilizado material
2011;G;6;60;609;;Inmovilizado Inmaterial;Inmovilizado Inmaterial
2011;G;7;70;700;;A la Admón General Estado;A la Administración General del Estado
2011;G;7;70;705;;A otros entes de A.G.E.;A otros entes de la Administración General del Estado
2011;G;7;71;710;;A Organismos Autónomos;A Organismos Autónomos
2011;G;7;72;720;;A la Tesor. General S.S.;A la Tesorería General de la Seguridad Social
2011;G;7;72;721;;A otros entes de la S.S.;A otros entes de la Seguridad Social
2011;G;7;74;740;;A Empr. y Entes Públicos;A Empresas Públicas y otros Entes Públicos
2011;G;7;75;750;;A Comunidades Autónomas;A Comunidades Autónomas
2011;G;7;76;760;;A Corporaciones Locales;A Corporaciones Locales
2011;G;7;77;770;;A Empresas Privadas;A Empresas Privadas
2011;G;7;78;780;;A Fam,Ins.Sin Fines Lucro;A Familias E Instituciones Sin Fines De Lucro
2011;G;7;79;790;;Al Exterior;Al Exterior
2011;G;8;80;800;;Concedidos a corto plazo;Préstamos y anticipos concedidos a corto plazo
2011;G;8;80;801;;Concedidos a largo plazo;Préstamos y anticipos concedidos a largo plazo
2011;G;8;81;810;;Compra acc.part.Sect.Públ;Compra de acciones y participaciones del Sector Público
2011;G;8;82;820;;Compra acc.part.Sect.Priv;Compra de acciones y participaciones del Sector Privado
2011;G;8;85;850;;Constitución de fianzas;Constitución de fianzas
2011;G;8;85;851;;Constitución de depósitos;Constitución de depósitos
2011;G;8;87;870;;Aport. Patrimoniales;Aportaciones Patrimoniales
2011;G;9;90;900;;Canc. tít. Deuda l/ plazo;Cancelación de títulos de la Deuda a largo plazo
2011;G;9;91;910;;Canc. préstamos l/plazo;Cancelación de préstamos a largo plazo
2011;G;9;95;950;;Canc.prést. aval. insolv.;Cancelación de préstamos avalados (por insolvencia)
2011;G;1;10;100;100000;Retr.básicas de Alt.Cargo;Retribuciones básicas de Altos Cargos
2011;G;1;10;100;100001;Otras remun. de Alt.Cargo;Otras remuneraciones de Altos Cargos
2011;G;1;11;110;110000;Retr.básicas de P.Ev.Gab.;Retribuciones básicas de Personal Eventual de Gabinete
2011;G;1;11;110;110001;Otras remun. de P.Ev.Gab.;Otras remuneraciones de Personal Eventual de Gabinete
2011;G;1;12;120;120000;Sueldos de Funcionarios;Sueldos de Personal Funcionario
2011;G;1;12;120;120005;Trienios de Funcionarios;Trienios de Personal Funcionario
2011;G;1;12;120;120006;Pagas extras Funcionarios;Pagas extraordinarias de Personal Funcionario
2011;G;1;12;121;121000;C. destino Funcionarios;Complemento de destino de Personal Funcionario
2011;G;1;12;121;121001;C. especif. Funcionarios;Complemento específico de Personal Funcionario
2011;G;1;12;121;121008;C. progr. esp. Justicia;Complementos para programas concretos de actuación en el ámbito de Justicia
2011;G;1;12;121;121009;Otras retr. compl. Func.;Otras retribuciones complementarias de Personal Funcionario
2011;G;1;12;122;122000;Casa vivienda;Casa vivienda
2011;G;1;12;122;122001;Vestuario;Vestuario
2011;G;1;12;122;122002;Otras ret. en especie;Otras retribuciones en especie
2011;G;1;12;123;123000;Sueldos P. Func. Docente;Sueldos Personal Funcionario Docente
2011;G;1;12;123;123005;Trienios P Func. Docente;Trienios Personal Funcionario Docente
2011;G;1;12;123;123006;Pag. Ext. P Func. Docente;Pagas Extras Personal Funcionario Docente
2011;G;1;12;124;124000;Comp. Dest. P Func Docent;Complemento Destino Personal Funcionario Docente
2011;G;1;12;124;124001;Comp. Esp. P Func Docent;Complemento Específico Personal Funcionario Docente
2011;G;1;12;124;124009;Otras Ret. Com P F Docent;Otras Retribuciones Complementarias Personal Funcionario Docente
2011;G;1;12;125;125000;Sueldo Funcionario Justic;Sueldo de Personal Funcionario de los Cuerpos Nacionales
2011;G;1;12;125;125005;Trienios Funcionario Just;Trienios de Personal Funcionario de los Cuerpos Nacionales
2011;G;1;12;125;125006;Extras Funcionarios Justi;Pagas Extraordinarias Personal Funcionario de los Cuerpos Nacionales
2011;G;1;12;126;126000;C. Des Funcionario Justic;Complemento de Destino de Personal Funcionario de los Cuerpos Nacional
2011;G;1;12;126;126001;C. Esp Funcionario Justic;Complemento Específico del Personal Funcionario de los Cuerpos Nales.
2011;G;1;12;126;126008;Comp. ProgCon. F Nal. Jus;Complemento Programas Concretos Actuaciones Funcionarios Cuerpos      Nacionales de Justicia
2011;G;1;12;126;126009;Otras RC F Nal. Justicia;Otras Retribuciones Complementarias de Personal Funcionario de los    Cuerpos Nacionales
2011;G;1;13;130;130000;Salario base Labor. Fijos;Salario base de Personal Laboral Fijo
2011;G;1;13;130;130001;Antigüedad Labor. Fijos;Antigüedad de Personal Laboral Fijo
2011;G;1;13;130;130002;Pagas extras Labor. Fijos;Pagas extraordinarias de Personal Laboral Fijo
2011;G;1;13;130;130003;Otras remun. Labor. Fijos;Otras remuneraciones de Personal Laboral Fijo
2011;G;1;13;131;131000;Salario base Labor.Event.;Salario base de Personal Laboral Eventual
2011;G;1;13;131;131001;Otras remun. Labor.Event.;Otras remuneraciones de Personal Laboral Eventual
2011;G;1;13;131;131100;Sal. Base P Lab Event Doc;Salario Base Personal Laboral Eventual Docente
2011;G;1;13;131;131101;Otras Rem P Lab Ev Docent;Otras Remuneraciones Personal Laboral Eventual Docente
2011;G;1;14;140;140000;Otro personal;Otro personal
2011;G;1;15;150;150000;Product fija Funcionarios;Productividad fija de Personal Funcionario
2011;G;1;15;150;150001;Product var. Funcionarios;Productividad variable de Personal Funcionario
2011;G;1;15;151;151000;Gratif. Funcionarios;Gratificaciones de Personal Funcionario
2011;G;1;15;151;151001;Gratif. no Funcionarios;Gratificaciones de Personal no Funcionario
2011;G;1;15;151;151002;Gratif. Pers Func Docente;Gratificaciones Personal Funcionario Docente
2011;G;1;15;151;151003;Jubilac. Docentes LOE;Incentivos jubilación Personal Docente L.O.E.
2011;G;1;15;151;151004;Jubilac. Docentes DGA;Incentivos jubilación Personal Docente D.G.A.
2011;G;1;16;160;160000;Seguridad social;Seguridad social
2011;G;1;16;160;160001;MUFACE;Mutualidad General de Funcionarios Civiles del Estado
2011;G;1;16;160;160009;Otras cuotas sociales;Otras cuotas sociales
2011;G;1;16;160;160100;S. Social Pers. Docente;Seguridad Social Personal Docente
2011;G;1;16;160;160200;SS Funcionarios Nal. Just;Seguridad Social de Personal Funcionario de los Cuerpos Nacionales al servicio de la Administración de Justicia
2011;G;1;16;161;161000;Form.Perfecc. Fun no Lab.;Formación y perfeccionamiento del Personal Funcionario y no Laboral
2011;G;1;16;161;161001;Economatos y comedores;Economatos y comedores (Personal Funcionario y Personal no Laboral)
2011;G;1;16;161;161009;Otros GtosSoc.Func no Lab;Otros Gastos Sociales de Personal Funcionario y de Personal no Laboral
2011;G;1;16;162;162000;Formac,perfecc. Laborales;Formación y perfeccionamiento de Personal Laboral
2011;G;1;16;162;162001;Economatos y comedores;Economatos y comedores de Personal Laboral
2011;G;1;16;162;162009;Otros gtos social Labor.;Otros gastos sociales de Personal Laboral
2011;G;1;16;165;165000;Fondo de Acción Social;Fondo de Acción Social
2011;G;1;16;165;165001;Fondo de pensiones;Fondo de pensiones
2011;G;1;17;170;170000;Fondo Incremento Normat.;Fondo de Incremento Normativo
2011;G;1;17;171;171000;Fondos Adicionales;Fondos Adicionales
2011;G;1;17;172;172000;Otros Fondos Adicionales;Otros Fondos Adicionales
2011;G;1;18;180;180000;Sueldos A (no cupo) y APD;Sueldos del grupo A (excepto personal de cupo) y A.P.D.
2011;G;1;18;180;180001;Sueldos A. Pers. de cupo;Sueldos del grupo A. Personal de cupo
2011;G;1;18;180;180002;Sueldos B (no cupo) y APD;Sueldos del grupo B (excepto personal de cupo) y A.P.D.
2011;G;1;18;180;180003;Sueldos B. Pers. de cupo;Sueldos del grupo B. Personal de cupo
2011;G;1;18;180;180004;Sueldos grupo C;Sueldos del grupo C
2011;G;1;18;180;180005;Sueldos grupo D;Sueldos del grupo D
2011;G;1;18;180;180006;Sueldos grupo E;Sueldos del grupo E
2011;G;1;18;180;180050;Antigüedad;Antigüedad
2011;G;1;18;180;180060;Ext.Func,APD,est,no labor;Pagas Extraordinarias personal funcionario, estatutario y no laboral
2011;G;1;18;180;180100;C.Destino Estatut. y APD;Complemento de destino de Personal Estatutario y A.P.D.
2011;G;1;18;180;180101;C.Carrera Estatut-Grupo A;Complemento Carrera de Personal Estatutario - Grupo A
2011;G;1;18;180;180102;C.Carrera Estatut-Grupo B;Complemento Carrera de Personal Estatutario - Grupo B
2011;G;1;18;180;180103;C.Carrera Estatut-Grupo C;Complemento Carrera de Personal Estatutario - Grupo C
2011;G;1;18;180;180104;C.Carrera Estatut-Grupo D;Complemento Carrera de Personal Estatutario - Grupo D
2011;G;1;18;180;180105;C.Carrera Estatut-Grupo E;Complemento Carrera de Personal Estatutario - Grupo E
2011;G;1;18;180;180110;C.Espec.Pers no sanitario;Complemento específico. Personal no sanitario
2011;G;1;18;180;180111;C.Espec.Sanit facult,APD;Complemento específico. Personal sanitario facultativo y APD
2011;G;1;18;180;180112;C.Espec. Sanit no facult.;Complemento específico. Personal sanitario no facultativo
2011;G;1;18;180;180120;Turnic. No sanitario;Complemento específico por turnicidad. Personal no sanitario
2011;G;1;18;180;180121;Turnic. Sanitario facul;Complemento específico por turnicidad. Personal sanitario facultativo
2011;G;1;18;180;180122;Turnic. Sanitar no facul;Complemento específico por turnicidad. Personal sanitario no facultativo
2011;G;1;18;180;180130;At.Cont. No sanitario;Complemento de atención continuada. Personal no sanitario
2011;G;1;18;180;180131;At.Cont. San facul y APD;Complemento de atención continuada. Personal sanitario facultativo y APD
2011;G;1;18;180;180132;At.Cont. Sanitar no facul;Complemento de atención continuada. Personal sanitario no facultativo
2011;G;1;18;180;180140;Compl. transit. absorb.;Complementos transitorios absorbibles
2011;G;1;18;180;180150;Retrib. Complement. cupo;Retribuciones complementarias de cupo
2011;G;1;18;180;180190;Otros complementos;Otros complementos
2011;G;1;18;182;182000;P.Est. temporal. Grupo A;Personal Estatutario temporal. Grupo A
2011;G;1;18;182;182001;P.Est. temporal. Grupo B;Personal Estatutario temporal. Grupo B
2011;G;1;18;182;182002;P.Est. temporal. Grupo C;Personal Estatutario temporal. Grupo C
2011;G;1;18;182;182003;P.Est. temporal. Grupo D;Personal Estatutario temporal. Grupo D
2011;G;1;18;182;182004;P.Est. temporal. Grupo E;Personal Estatutario temporal. Grupo E
2011;G;1;18;182;182005;Compl.Pers Estat.Temporal;Retribuciones complementarias de Personal Estatutario Temporal
2011;G;1;18;183;183002;Otro pers.Básicas y otras;Otro personal. Retribuciones básicas y otras remuneraciones
2011;G;1;18;184;184000;Básicas y otras remun.;Retribuciones básicas y otras remuneraciones
2011;G;1;18;185;185000;Prod. fija Estat y APD;Productividad fija Personal Estatutario y A.P.D.
2011;G;1;18;185;185001;Prod. var. Estat y APD;Productividad variable Personal Estatutario y A.P.D.
2011;G;1;18;186;186000;Seguridad social;Seguridad social
2011;G;1;18;186;186001;Formación del Personal;Formación del Personal
2011;G;1;18;186;186002;Ayudas para estudio;Ayudas para estudio
2011;G;1;18;186;186003;Acción Social;Acción Social
2011;G;1;18;186;186004;Otros;Otros
2011;G;1;18;187;187000;Sueldos Pers.Formación;Sueldos de Personal en formación
2011;G;1;18;187;187001;Paga Extra Pers.Formación;Pagas Extraordinarias de Personal en Formación
2011;G;1;18;187;187002;C.At.Cont. Pers.Formación;Complemento de Atención Continuada de Personal en Formación
2011;G;2;20;200;200000;Arrend. Terr y  B. natur.;Arrendamientos de terrenos y bienes naturales
2011;G;2;20;202;202000;Arrend. Edific. y constr;Arrendamientos de edificios y otras construcciones
2011;G;2;20;203;203000;Arrend. Maq,inst,utillaje;Arrendamientos de maquinaria, instalación y utillaje
2011;G;2;20;204;204000;Arrend. Material transp.;Arrendamientos de material de transporte
2011;G;2;20;205;205000;Arrend. Mobil.,enseres;Arrendamientos de mobiliario y enseres
2011;G;2;20;206;206000;Arrend. Equip proc inform;Arrendamientos de equipos para procesos de información
2011;G;2;20;209;209000;Arrend. otro inmov. mat.;Arrendamientos de otro inmovilizado material
2011;G;2;21;210;210000;Rep.Const.Terr y B.natur.;Reparación y conservación de terrenos y bienes naturales
2011;G;2;21;212;212000;Rep.Const. Edif. y constr;Reparación y conservación de edificios y otras construcciones
2011;G;2;21;213;213000;Rep.Const. Maq,inst,utill;Reparación y conservación de maquinaria, instalaciones y utillaje
2011;G;2;21;214;214000;Rep.Const. Mat. transport;Reparación y conservación de material de transporte
2011;G;2;21;215;215000;Rep.Const. Mobil.,enseres;Reparación y conservación de mobiliario y enseres
2011;G;2;21;216;216000;Rep.Const. Equip informac;Reparación y conservación de equipos para procesos de información
2011;G;2;21;219;219000;Rep.Const. otr inm. mat.;Reparación y conservación de otro inmovilizado material
2011;G;2;22;220;220000;Ordinar. no inventariable;Ordinario no inventariable
2011;G;2;22;220;220001;Mobiliario y enseres;Mobiliario y enseres
2011;G;2;22;220;220002;Prensa,revistas,publ.per.;Prensa, revistas y publicaciones periódicas
2011;G;2;22;220;220003;Libros y otras public.;Libros y otras publicaciones
2011;G;2;22;220;220004;Material informático;Material informático
2011;G;2;22;220;220009;Otro material de oficina;Otro material de oficina
2011;G;2;22;221;221000;Energía eléctrica;Energía eléctrica
2011;G;2;22;221;221001;Agua;Agua
2011;G;2;22;221;221002;Gas;Gas
2011;G;2;22;221;221003;Combustibles;Combustibles
2011;G;2;22;221;221004;Vestuario;Vestuario
2011;G;2;22;221;221005;Productos alimenticios;Productos alimenticios
2011;G;2;22;221;221006;Productos farmacéuticos;Productos farmacéuticos
2011;G;2;22;221;221009;Otros suministros;Otros suministros
2011;G;2;22;221;221011;Implantes;Implantes
2011;G;2;22;221;221012;Material de laboratorio;Material de laboratorio
2011;G;2;22;221;221013;Material de radiología;Material de radiología
2011;G;2;22;221;221014;Instrum,utillaje sanitar.;Instrumental y pequeño utillaje sanitario
2011;G;2;22;221;221015;Material reactivo;Material reactivo
2011;G;2;22;221;221019;Otro material sanitario;Otro material sanitario
2011;G;2;22;222;222000;Telefónicas;Telefónicas
2011;G;2;22;222;222001;Postales;Postales
2011;G;2;22;222;222002;Telegráficas;Telegráficas
2011;G;2;22;222;222003;Télex y telefax;Télex y telefax
2011;G;2;22;222;222009;Otras comunicaciones;Otras comunicaciones
2011;G;2;22;223;223000;Transporte;Transporte
2011;G;2;22;224;224000;Primas edificios, locales;Primas de Edificios y locales
2011;G;2;22;224;224001;Primas de vehículos;Primas de vehículos
2011;G;2;22;224;224002;Primas de otro inmoviliz.;Primas de otro inmovilizado
2011;G;2;22;224;224003;Otros riesgos;Otros riesgos
2011;G;2;22;225;225000;Tributos locales;Tributos locales
2011;G;2;22;225;225001;Tributos autonómicos;Tributos autonómicos
2011;G;2;22;225;225002;Tributos estatales;Tributos estatales
2011;G;2;22;226;226000;Cánones;Cánones
2011;G;2;22;226;226001;Atenc.Protoc. y represent;Atenciones protocolarias y representativas
2011;G;2;22;226;226002;Gtos divulg. y promoción;Gastos de divulgación y promoción (culturales, comerciales y científicos)
2011;G;2;22;226;226003;Jurídicos, Contenciosos;Jurídicos, Contenciosos
2011;G;2;22;226;226004;Remun.agentes med. indep.;Remuneraciones a agentes mediadores independientes
2011;G;2;22;226;226005;Reuniones y conferencias;Reuniones y conferencias
2011;G;2;22;226;226006;Gtos func. trib jurado;Gastos de funcionamiento de Tribunal con Jurado
2011;G;2;22;226;226007;Indemniz. a testigos;Indemnizaciones a testigos
2011;G;2;22;226;226009;Otros gastos diversos;Otros gastos diversos
2011;G;2;22;227;227000;Limpieza y aseo;Limpieza y aseo
2011;G;2;22;227;227001;Seguridad;Seguridad
