EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2011;1401;S.G.T. de Agricultura y Alimentación;Secretaría General Técnica de Agricultura y Alimentación
2011;14010;S.G.T. de Agricultura y Alimentación;Secretaría General Técnica de Agricultura y Alimentación
2011;14011;AGRI-Sevicio Provincial de Huesca;AGRI - Servicio Provincial de Huesca
2011;14012;AGRI-Sevicio Provincial de Teruel;AGRI - Servicio Provincial de Teruel
2011;14013;AGRI-Sevicio Provincial de Zaragoza;AGRI - Servicio Provincial de Zaragoza
2011;1402;Dirección General de Producción Agraria;Dirección General de Producción Agraria
2011;14020;Dirección General de Producción Agraria;Dirección General de Producción Agraria
2011;1403;D.G. de Fomento Agroalimentario;Dirección General de Fomento Agroalimentario
2011;14030;D.G. de Fomento Agroalimentario;Dirección General de Fomento Agroalimentario
2011;1404;Dirección General de Alimentación;Dirección General de Alimentación
2011;14040;Dirección General de Alimentación;Dirección General de Alimentación
2011;1405;Dirección General de Desarrollo Rural;Dirección General de Desarrollo Rural
2011;14050;Dirección General de Desarrollo Rural;Dirección General de Desarrollo Rural
2011;1406;D.G. de Gestión Forestal;Dirección General de Gestión Forestal
2011;14060;D.G. de Gestión Forestal;Dirección General de Gestión Forestal
2011;1407;D.G. de Calidad Ambiental;Dirección General de Calidad Ambiental
2011;14070;D.G. de Calidad Ambiental;Dirección General de Calidad Ambiental
2011;15;Industria, Comercio y Turismo;Industria, Comercio y Turismo
2011;1500;Ingresos de Industria,Comercio y Turismo;Ingresos de Industria,Comercio y Turismo
2011;15000;Ingresos de Industria,Comercio y Turismo;Ingresos de Industria,Comercio y Turismo
2011;1501;S.G.T. de Industria, Comercio y Turismo;Secretaría General Técnica de Industria, Comercio y Turismo
2011;15010;S.G.T. de Industria, Comercio y Turismo;Secretaría General Técnica de Industria, Comercio y Turismo
2011;1502;D.G. de Industria y PYME;Dirección General de Industria y de la Pequeña y Mediana Empresa
2011;15020;D.G. de Industria y PYME;Dirección General de Industria y de la Pequeña y Mediana Empresa
2011;1503;Dirección General de Energía y Minas;Dirección General de Energía y Minas
2011;15030;Dirección General de Energía y Minas;Dirección General de Energía y Minas
2011;1504;D.G. de Comercio y Artesanía;Dirección General de Comercio y Artesanía
2011;15040;D.G. de Comercio y Artesanía;Dirección General de Comercio y Artesanía
2011;1505;Dirección General de Turismo;Dirección General de Turismo
2011;15050;Dirección General de Turismo;Dirección General de Turismo
2011;1506;Dirección General de Economía;Dirección General de Economía
2011;15060;Dirección General de Economía;Dirección General de Economía
2011;1507;Dirección General de Trabajo;Dirección General de Trabajo
2011;15070;Dirección General de Trabajo;Dirección General de Trabajo
2011;16;Salud y Consumo;Salud y Consumo
2011;1600;Ingresos de Salud y Consumo;Ingresos de Salud y Consumo
2011;16000;Ingresos de Salud y Consumo;Ingresos de Salud y Consumo
2011;1601;S.G.T. de Salud y Consumo;Secretaría General Técnica de Salud y Consumo
2011;16010;S.G.T. de Salud y Consumo;Secretaría General Técnica de Salud y Consumo
2011;1602;D.G. de Planificación y Aseguramiento;Dirección General de Planificación y Aseguramiento
2011;16020;D.G. de Planificación y Aseguramiento;Dirección General de Planificación y Aseguramiento
2011;1603;Dirección General de Consumo;Dirección General de Consumo
2011;16030;Dirección General de Consumo;Dirección General de Consumo
2011;1604;Dirección General de Salud Pública;Dirección General de Salud Pública
2011;16040;Dirección General de Salud Pública;Dirección General de Salud Pública
2011;1605;D.G. de Atención al Usuario;Dirección General de Atención al Usuario
2011;16050;D.G. de Atención al Usuario;Dirección General de Atención al Usuario
2011;1606;D.G. de Familia;Dirección General de Familia
2011;16060;D.G. de Familia;Dirección General de Familia
2011;1607;D.G. de Bienestar Social y Dependencia;Dirección General de Bienestar Social y Dependencia
2011;16070;D.G. de Bienestar Social y Dependencia;Dirección General de Bienestar Social y Dependencia
2011;16220;No Operativo;AGRI - Servicio Provincial de Huesca
2011;16440;No Operativo;AGRI - Servicio Provincial de Huesca
2011;16500;No Operativo;AGRI - Servicio Provincial de Huesca
2011;17;Ciencia, Tecnología y Universidad;Ciencia, Tecnología y Universidad
2011;1700;Ingresos de Ciencia, Tecnol. y Univers.;Ingresos de Ciencia, Tecnol. y Univers.
2011;17000;Ingresos de Ciencia, Tecnol. y Univers.;Ingresos de Ciencia, Tecnol. y Univers.
2011;1701;S.G.T. Ciencia,Tecnología y Universidad;Secretaría General Técnica de Ciencia, Tecnología y Universidad
2011;17010;S.G.T. Ciencia,Tecnología y Universidad;Secretaría General Técnica de Ciencia, Tecnología y Universidad
2011;1702;Dirección General de Enseñanza Superior;Dirección General de Enseñanza Superior
2011;17020;Dirección General de Enseñanza Superior;Dirección General de Enseñanza Superior
2011;1703;D.G. Investig., Innovación y Desarrollo;Dirección General de Investigación, Innovación y Desarrollo
2011;17030;D.G. Investig., Innovación y Desarrollo;Dirección General de Investigación, Innovación y Desarrollo
2011;1704;D.G. Tecnolog. para Sociedad de Inform.;Dirección General de Tecnologías para Sociedad de la Información
2011;17040;D.G. Tecnolog. para Sociedad de Inform.;Dirección General de Tecnologías para Sociedad de la Información
2011;1705;No operativa;Dirección General de Nuevas Tecnologías
2011;17050;No operativa;Dirección General de Nuevas Tecnologías
2011;1706;No operativa;Dirección General de Nuevas Tecnologías
2011;17060;No operativa;Dirección General de Nuevas Tecnologías
2011;18;Educación, Cultura y Deporte;Educación, Cultura y Deporte
2011;1800;Ingresos de Educación, Cultura y Deporte;Ingresos de Educación, Cultura y Deporte
2011;18000;Ingresos de Educación, Cultura y Deporte;Ingresos de Educación, Cultura y Deporte
2011;1801;S.G.T. de Educación, Cultura y Deporte;Secretaría General Técnica de Educación, Cultura y Deporte
2011;18010;S.G.T. de Educación, Cultura y Deporte;Secretaría General Técnica de Educación, Cultura y Deporte
2011;1802;D.G. de F.P. y Educación Permanente;Dirección General de Formación Profesional y Educación Permanente
2011;18020;D.G. de F.P. y Educación Permanente;Dirección General de Formación Profesional y Educación Permanente
2011;1803;D.G. de Administración Educativa;Dirección General de Administración Educativa
2011;18030;D.G. de Administración Educativa;Dirección General de Administración Educativa
2011;1804;Dirección General de Gestión de Personal;Dirección General de Gestión de Personal
2011;18040;Dirección General de Gestión de Personal;Dirección General de Gestión de Personal
2011;1805;Dirección General de Política Educativa;Dirección General de Política Educativa
2011;18050;Dirección General de Política Educativa;Dirección General de Política Educativa
2011;1806;Dirección General de Cultura;Dirección General de Cultura
2011;18060;Dirección General de Cultura;Dirección General de Cultura
2011;1807;Dirección General de Patrimonio Cultural;Dirección General de Patrimonio Cultural
2011;18070;Dirección General de Patrimonio Cultural;Dirección General de Patrimonio Cultural
2011;1808;Dirección General de Deporte;Dirección General de Deporte
2011;18080;Dirección General de Deporte;Dirección General de Deporte
2011;19;Medio Ambiente;Medio Ambiente
2011;1900;Ingresos de Medio Ambiente;Ingresos de Medio Ambiente
2011;19000;Ingresos de Medio Ambiente;Ingresos de Medio Ambiente
2011;1901;S.G.T. de Medio Ambiente;Secretaría General Técnica de Medio Ambiente
2011;19010;S.G.T. de Medio Ambiente;Secretaría General Técnica de Medio Ambiente
2011;1902;Dirección General del Medio Natural;Dirección General del Medio Natural
2011;1902;Dirección General de Gestión Forestal;Dirección General de Gestión Forestal
2011;19020;Dirección General del Medio Natural;Dirección General del Medio Natural
2011;19020;Dirección General de Gestión Forestal;Dirección General de Gestión Forestal
2011;1903;Dirección General de Calidad Ambiental;Dirección General de Calidad Ambiental
2011;1903;D.G. Calidad Ambiental y Cambio Climátic;Dirección General de Calidad Ambiental y Cambio Climático
2011;19030;Dirección General de Calidad Ambiental;Dirección General de Calidad Ambiental
2011;19030;D.G. Calidad Ambiental y Cambio Climátic;Dirección General de Calidad Ambiental y Cambio Climático
2011;1904;D.G. Desarrollo Sostenible y Biodiversid;Dirección General de Desarrollo Sostenible y Biodiversidad
2011;19040;D.G. Desarrollo Sostenible y Biodiversid;Dirección General de Desarrollo Sostenible y Biodiversidad
2011;20;Servicios Sociales y Familia;Servicios Sociales y Familia
2011;2000;Ingresos de Servicios Sociales y Familia;Ingresos de Servicios Sociales y Familia
2011;20000;Ingresos de Servicios Sociales y Familia;Ingresos de Servicios Sociales y Familia
2011;2001;S.G.T. de Servicios Sociales y Familia;Secretaría General Técnica de Servicios Sociales y Familia
2011;20010;S.G.T. de Servicios Sociales y Familia;Secretaría General Técnica de Servicios Sociales y Familia
2011;20011;SSyF-Servicio Provincial de Huesca;No operativa
2011;20012;SSyF-Servicio Provincial de Teruel;SSyF - Servicio Provincial de Teruel
2011;2002;Dirección General de Familia;Dirección General de Familia
2011;20020;Dirección General de Familia;Dirección General de Familia
2011;2003;Dirección General Atención Dependencia;Dirección General de Atención a la Dependencia
2011;20030;Dirección General Atención Dependencia;Dirección General de Atención a la Dependencia
2011;2004;D.G. Inmigración y Coop. al Desarrollo;Dirección General de Inmigración y Cooperación al Desarrollo
2011;20040;D.G. Inmigración y Coop. al Desarrollo;D.G. Inmigración y Cooperación al Desarrollo
2011;2010;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2011;20100;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2011;2012;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2011;20120;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2011;26;A las Administraciones Comarcales;A las Administraciones Comarcales
2011;2600;"Ingresos de ""A las Adm. Comarcales""";"Ingresos de ""A las Administraciones Comarcales"""
2011;26000;"Ingresos de ""A las Adm. Comarcales""";"Ingresos de ""A las Administraciones Comarcales"""
2011;2601;Comarca de la Jacetania;Comarca de la Jacetania
2011;26010;Comarca de la Jacetania;Comarca de la Jacetania
2011;2602;Comarca del Alto Gállego;Comarca del Alto Gállego
2011;26020;Comarca del Alto Gállego;Comarca del Alto Gállego
2011;2603;Comarca de Sobrarbe;Comarca de Sobrarbe
2011;26030;Comarca de Sobrarbe;Comarca de Sobrarbe
2011;2604;Comarca de la Ribagorza;Comarca de la Ribagorza
2011;26040;Comarca de la Ribagorza;Comarca de la Ribagorza
2011;2605;Comarca de Cinco Villas;Comarca de Cinco Villas
2011;26050;Comarca de Cinco Villas;Comarca de Cinco Villas
2011;2606;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2011;26060;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2011;2607;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2011;26070;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2011;2608;Comarca de Cinca Medio;Comarca de Cinca Medio
2011;26080;Comarca de Cinca Medio;Comarca de Cinca Medio
2011;2609;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2011;26090;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2011;2610;Comarca de los Monegros;Comarca de los Monegros
2011;26100;Comarca de los Monegros;Comarca de los Monegros
2011;2611;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2011;26110;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2011;2612;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2011;26120;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2011;2613;Comarca de Campo de Borja;Comarca de Campo de Borja
2011;26130;Comarca de Campo de Borja;Comarca de Campo de Borja
2011;2614;Comarca del Aranda;Comarca del Aranda
2011;26140;Comarca del Aranda;Comarca del Aranda
2011;2615;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2011;26150;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2011;2616;Comarca de Valdejalón;Comarca de Valdejalón
2011;26160;Comarca de Valdejalón;Comarca de Valdejalón
2011;2617;Delimitación Comarcal de Zaragoza;Comarca de Zaragoza
2011;26170;Delimitación Comarcal de Zaragoza;Comarca de Zaragoza
2011;2618;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2011;26180;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2011;2619;Comarca Bajo Aragón-Caspe;Comarca Bajo Aragón-Caspe / Baix-Aragó-Casp
2011;26190;Comarca Bajo Aragón-Caspe;Comarca Bajo Aragón-Caspe / Baix-Aragó-Casp
2011;2620;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2011;26200;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2011;2621;Comarca de Campo de Cariñena;Comarca de Campo de Cariñena
2011;26210;Comarca de Campo de Cariñena;Comarca de Campo de Cariñena
2011;2622;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2011;26220;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2011;2623;Comarca del Bajo Martín;Comarca del Bajo Martín
2011;26230;Comarca del Bajo Martín;Comarca del Bajo Martín
2011;2624;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2011;26240;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2011;2625;Comarca del Jiloca;Comarca del Jiloca
2011;26250;Comarca del Jiloca;Comarca del Jiloca
2011;2626;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2011;26260;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2011;2627;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2011;26270;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2011;2628;Comarca del Bajo Aragón;Comarca del Bajo Aragón
2011;26280;Comarca del Bajo Aragón;Comarca del Bajo Aragón
2011;2629;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2011;26290;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2011;2630;Comarca de Maestrazgo;Comarca de Maestrazgo
2011;26300;Comarca de Maestrazgo;Comarca de Maestrazgo
2011;2631;Comarca de la Sierra de Albarracín;Comarca de la Sierra de Albarracín
2011;26310;Comarca de la Sierra de Albarracín;Comarca de la Sierra de Albarracín
2011;2632;Comarca de Gúdar- Javalambre;Comarca de Gúdar - Javalambre
2011;26320;Comarca de Gúdar- Javalambre;Comarca de Gúdar - Javalambre
2011;2633;Comarca del Matarraña/ Matarranya;Comarca del Matarraña / Matarranya
2011;26330;Comarca del Matarraña/ Matarranya;Comarca del Matarraña / Matarranya
2011;2634;Fondo de Cohesión Comarcal;Fondo de Cohesión Comarcal
2011;2634;Servicios Administraciones Comarcales;Fondo de Cohesión Comarcal
2011;26340;Fondo de Cohesión Comarcal;Fondo de Cohesión Comarcal
2011;26340;Servicios Administraciones Comarcales;Fondo de Cohesión Comarcal
2011;30;Diversos Departamentos;Diversos Departamentos
2011;3000;"Ingresos de ""Diversos Departamentos""";"Ingresos de ""Diversos Departamentos"""
2011;30000;"Ingresos de ""Diversos Departamentos""";"Ingresos de ""Diversos Departamentos"""
2011;3001;S.G.T. de Economía, Hacienda y Empleo;Secretaría General Técnica de Economía, Hacienda y Empleo
2011;3001;Dirección General de Promoción Económica;Dirección General de Promoción Económica
2011;30010;S.G.T. de Economía, Hacienda y Empleo;Secretaría General Técnica de Economía, Hacienda y Empleo
2011;30010;Dirección General de Promoción Económica;Dirección General de Promoción Económica
2011;3002;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General Presupuestos,Tesorería y Patrimonio
2011;30020;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General Presupuestos,Tesorería y Patrimonio
2011;3003;Dirección General de Política Económica;Dirección General de Política Económica
2011;30030;Dirección General de Política Económica;Dirección General de Política Económica
2011;3004;Empresas Públicas y participadas;Empresas Públicas y participadas
2011;30040;Empresas Públicas y participadas;Empresas Públicas y participadas
2011;3005;Dirección General de Tributos;Dirección General de Tributos
2011;30050;Dirección General de Tributos;Dirección General de Tributos
2011;3008;Exposición Internacional Zaragoza 2008;Exposición Internacional Zaragoza 2008
2011;30080;Exposición Internacional Zaragoza 2008;Exposición Internacional Zaragoza 2008
2011;3011;A AST;
2011;30110;a AST;
2011;3013;OBRAS PÚBLICAS;Obras Públicas
2011;30130;OBRAS PÚBLICAS;Obras Públicas
2011;51;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2011;5100;Ingresos del Inst. Aragonés de Empleo;Ingresos del Instituto Aragonés de Empleo
2011;51000;Ingresos del Inst. Aragonés de Empleo;Ingresos del Instituto Aragonés de Empleo
2011;5101;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2011;51010;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2011;51011;INAEM - Servicio Provincial de Huesca;INAEM - Servicio Provincial de Huesca
2011;51012;INAEM - Servicio Provincial de Teruel;INAEM - Servicio Provincial de Teruel
2011;51013;INAEM - Servicio Provincial de Zaragoza;INAEM - Servicio Provincial de Zaragoza
2011;52;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2011;5200;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2011;52000;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2011;5201;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2011;52010;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2011;5205;Ctro. Gestión Integrada Proyectos Corp.;Centro de Gestión Integrada Proyectos Corporativos
2011;52050;Ctro. Gestión Integrada Proyectos Corp.;Centro de Gestión Integrada Proyectos Corporativos
2011;5206;Gerencia 061 Aragon;Gerencia 061 Aragon
2011;52061;Gerencia 061 Aragon;Gerencia 061 Aragon
2011;52AL;Gerencia Sector Alcañiz;Gerencia Sector Alcañiz
2011;52AL1;Gerencia Sector Alcañiz;Gerencia Sector Alcañiz
2011;52AL2;Hospital de  Alcañiz;Hospital de  Alcañiz
2011;52AL3;Atención Primaria Sector Alcañiz;Atención Primaria Sector Alcañiz
2011;52BA;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2011;52BA1;Gerencia Sector Barbastro;Gerencia Sector Barbastro
