EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2007;02010;1121;222002;91002;Telegráficas;1.300,00
2007;02010;1121;222003;91002;Télex y telefax;19.800,00
2007;02010;1121;222009;91002;Otras comunicaciones;1.250,00
2007;02010;1121;223000;91002;Transporte;32.000,00
2007;02010;1121;224000;91002;Primas de Edificios y locales;300,00
2007;02010;1121;224003;91002;Otros riesgos;700,00
2007;02010;1121;225000;91002;Tributos locales;1.700,00
2007;02010;1121;226000;91002;Cánones;110,00
2007;02010;1121;226001;91002;Atenciones protocolarias y representativas;700.850,00
2007;02010;1121;226002;91002;Gastos de divulgación y promoción;2.400.000,00
2007;02010;1121;226004;91002;Remuneraciones a agentes mediadores independientes;300,00
2007;02010;1121;226005;91002;Reuniones y conferencias;43.000,00
2007;02010;1121;226009;91002;Otros gastos diversos;36.000,00
2007;02010;1121;227000;91002;Limpieza y aseo;10.500,00
2007;02010;1121;227001;91002;Seguridad;330,00
2007;02010;1121;227002;91002;Valoraciones y peritajes;330,00
2007;02010;1121;227006;91002;Estudios y trabajos técnicos;495.300,00
2007;02010;1121;227009;91002;Otros trabajos realizados por otras empresas;185.000,00
2007;02010;1121;230000;91002;Dietas;32.800,00
2007;02010;1121;231000;91002;Locomoción;46.600,00
2007;02010;1121;232000;91002;Traslado;1.200,00
2007;02010;1121;460001;91002;Actos San Jorge en Huesca y Teruel;53.560,00
2007;02010;1121;460002;91002;Subvenciones Directas;51.780,00
2007;02010;1121;480001;91002;Fundación Seminario Investigación para la Paz;92.700,00
2007;02010;1121;480002;91002;Subvenciones Directas;261.516,00
2007;02010;1121;480164;91002;Convenio Comunidad Regantes Canal Aragón-Cataluña;45.000,00
2007;02010;1121;602000;91002;Edificios y otras construcciones;1.400,00
2007;02010;1121;604000;91002;Material de transporte;37.000,00
2007;02010;1121;605000;91002;Mobiliario y enseres;36.400,00
2007;02010;1121;606000;91002;Equipos para procesos de información;31.200,00
2007;02010;1121;608000;91002;Otro inmovilizado material;1.200,00
2007;02010;1121;609000;91002;Inmovilizado Inmaterial;49.920,00
2007;02010;1121;760001;91002;Subvenciones Directas;186.200,00
2007;02010;1121;780001;91002;Subvenciones directas;41.040,00
2007;03010;1125;120000;91002;Sueldos de Personal Funcionario;29.658,00
2007;03010;1125;120005;91002;Trienios de Personal Funcionario;6.250,08
2007;03010;1125;120006;91002;Pagas extraordinarias de Personal Funcionario;8.712,13
2007;03010;1125;121000;91002;Complemento de destino de Personal Funcionario;18.182,88
2007;03010;1125;121001;91002;Complemento específico de Personal Funcionario;29.066,40
2007;03010;1125;151000;91002;Gratificaciones de Personal Funcionario;1.000,00
2007;03010;1125;160000;91002;Seguridad social;21.396,73
2007;03010;1125;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1.500,00
2007;03010;1125;215000;91002;Reparación y conservación de mobiliario y enseres;753,00
2007;03010;1125;216000;91002;Rep. y conserv. equipos procesos de información;1.294,00
2007;03010;1125;220000;91002;Ordinario no inventariable;3.575,00
2007;03010;1125;220001;91002;Mobiliario y enseres;2.917,00
2007;03010;1125;220002;91002;Prensa, revistas y publicaciones periódicas;647,00
2007;03010;1125;220003;91002;Libros y otras publicaciones;6.492,00
2007;03010;1125;220004;91002;Material informático;975,00
2007;03010;1125;221000;91002;Energía eléctrica;647,00
2007;03010;1125;222000;91002;Telefónicas;2.599,00
2007;03010;1125;222001;91002;Postales;647,00
2007;03010;1125;223000;91002;Transporte;1.623,00
2007;03010;1125;226001;91002;Atenciones protocolarias y representativas;6.491,00
2007;03010;1125;226002;91002;Gastos de divulgación y promoción;12.950,00
2007;03010;1125;226005;91002;Reuniones y conferencias;9.197,00
2007;03010;1125;230000;91002;Dietas;647,00
2007;03010;1125;231000;91002;Locomoción;647,00
2007;03010;1125;239000;91002;Otras indemnizaciones;176.507,00
2007;09010;3229;120000;91002;Sueldos de Personal Funcionario;65.443,80
2007;09010;3229;120005;91002;Trienios de Personal Funcionario;10.425,24
2007;09010;3229;120006;91002;Pagas extraordinarias de Personal Funcionario;18.765,52
2007;09010;3229;121000;91002;Complemento de destino de Personal Funcionario;40.804,32
2007;09010;3229;121001;91002;Complemento específico de Personal Funcionario;74.569,20
2007;09010;3229;151000;91002;Gratificaciones de Personal Funcionario;2.500,00
2007;09010;3229;160000;91002;Seguridad social;48.401,59
2007;09010;3229;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1.500,00
2007;09010;3229;202000;91002;Arrendamientos de edificios y otras construcciones;30.587,11
2007;09010;3229;205000;91002;Arrendamientos de mobiliario y enseres;161,46
2007;09010;3229;212000;91002;Rep. y conservación edificios y otras construcc.;1.076,40
2007;09010;3229;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;645,84
2007;09010;3229;215000;91002;Reparación y conservación de mobiliario y enseres;645,84
2007;09010;3229;216000;91002;Rep. y conserv. equipos procesos de información;645,84
2007;09010;3229;220000;91002;Ordinario no inventariable;4.477,24
2007;09010;3229;220001;91002;Mobiliario y enseres;4.305,60
2007;09010;3229;220002;91002;Prensa, revistas y publicaciones periódicas;3.229,20
2007;09010;3229;220003;91002;Libros y otras publicaciones;20.780,14
2007;09010;3229;220004;91002;Material informático;1.076,40
2007;09010;3229;220009;91002;Otro material de oficina;322,92
2007;09010;3229;221000;91002;Energía eléctrica;1.317,51
2007;09010;3229;221001;91002;Agua;439,17
2007;09010;3229;221009;91002;Otros suministros;107,64
2007;09010;3229;222000;91002;Telefónicas;7.280,00
2007;09010;3229;222001;91002;Postales;322,92
2007;09010;3229;222002;91002;Telegráficas;322,92
2007;09010;3229;223000;91002;Transporte;4.305,60
2007;09010;3229;224000;91002;Primas de Edificios y locales;538,20
2007;09010;3229;226001;91002;Atenciones protocolarias y representativas;19.193,20
2007;09010;3229;226002;91002;Gastos de divulgación y promoción;43.420,00
2007;09010;3229;226005;91002;Reuniones y conferencias;12.734,80
2007;09010;3229;226009;91002;Otros gastos diversos;10.028,00
2007;09010;3229;227000;91002;Limpieza y aseo;6.458,40
2007;09010;3229;227003;91002;Postales;7.685,50
2007;09010;3229;227006;91002;Estudios y trabajos técnicos;95.000,00
2007;09010;3229;227009;91002;Otros trabajos realizados por otras empresas;63.852,05
2007;09010;3229;230000;91002;Dietas;2.152,80
2007;09010;3229;231000;91002;Locomoción;4.843,80
2007;09010;3229;239000;91002;Otras indemnizaciones;50.000,00
2007;09010;3229;251000;91002;Realización de cursos;645,84
2007;09010;3229;480235;91002;Premios Consejo Económico y Social de Aragón;11.500,00
2007;11010;1211;100000;91002;Retribuciones básicas de Altos Cargos;17.251,32
2007;11010;1211;100001;91002;Otras remuneraciones de Altos Cargos;53.624,76
2007;11010;1211;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;106.919,96
2007;11010;1211;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;163.776,72
2007;11010;1211;120000;91002;Sueldos de Personal Funcionario;425.667,00
2007;11010;1211;120005;91002;Trienios de Personal Funcionario;133.046,86
2007;11010;1211;120006;91002;Pagas extraordinarias de Personal Funcionario;132.485,35
2007;11010;1211;121000;91002;Complemento de destino de Personal Funcionario;284.751,48
2007;11010;1211;121001;91002;Complemento específico de Personal Funcionario;490.272,71
2007;11010;1211;121009;91002;Otras retribuciones complementarias Funcionarios;14.196,84
2007;11010;1211;130001;91002;Antigüedad de Personal Laboral Fijo;2.751,84
2007;11010;1211;151000;91002;Gratificaciones de Personal Funcionario;2.476,17
2007;11010;1211;151001;91002;Gratificaciones de Personal no Funcionario;15.000,00
2007;11010;1211;160000;91002;Seguridad social;344.588,09
2007;11010;1211;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;2.060,00
2007;11010;1211;215000;91002;Reparación y conservación de mobiliario y enseres;15.900,00
2007;11010;1211;220000;91002;Ordinario no inventariable;18.000,00
2007;11010;1211;220001;91002;Mobiliario y enseres;4.240,00
2007;11010;1211;220002;91002;Prensa, revistas y publicaciones periódicas;8.480,00
2007;11010;1211;220003;91002;Libros y otras publicaciones;58.340,00
2007;11010;1211;220004;91002;Material informático;3.180,00
2007;11010;1211;221009;91002;Otros suministros;620,00
2007;11010;1211;222000;91002;Telefónicas;80.625,00
2007;11010;1211;223000;91002;Transporte;6.365,00
2007;11010;1211;224003;91002;Otros riesgos;1.240,00
2007;11010;1211;226000;91002;Cánones;520,00
2007;11010;1211;226001;91002;Atenciones protocolarias y representativas;54.100,00
2007;11010;1211;226002;91002;Gastos de divulgación y promoción;67.900,00
2007;11010;1211;226005;91002;Reuniones y conferencias;25.460,00
2007;11010;1211;226009;91002;Otros gastos diversos;16.975,00
2007;11010;1211;227005;91002;Procesos electorales;620,00
2007;11010;1211;227006;91002;Estudios y trabajos técnicos;38.190,00
2007;11010;1211;227009;91002;Otros trabajos realizados por otras empresas;1.240,00
2007;11010;1211;230000;91002;Dietas;6.365,00
2007;11010;1211;231000;91002;Locomoción;14.850,00
2007;11010;1211;239000;91002;Otras indemnizaciones;6.365,00
2007;11010;1211;440001;91002;Consejo Asesor RTVE Aragón;110.330,00
2007;11010;1211;480003;91002;Subv.Fundac.Aspectos Políticos e Instituc.Aragón;71.080,00
2007;11010;1211;480004;91002;Subvenciones Directas;111.392,00
2007;11010;1216;220000;91002;Ordinario no inventariable;600,00
2007;11010;1216;220002;91002;Prensa, revistas y publicaciones periódicas;6.150,00
2007;11010;1216;220003;91002;Libros y otras publicaciones;18.450,00
2007;11010;1216;220004;91002;Material informático;600,00
2007;11010;1216;221009;91002;Otros suministros;1.070,00
2007;11010;1216;223000;91002;Transporte;4.100,00
2007;11010;1216;226002;91002;Gastos de divulgación y promoción;45.920,00
2007;11010;1216;226005;91002;Reuniones y conferencias;145.987,00
2007;11010;1216;227006;91002;Estudios y trabajos técnicos;2.050,00
2007;11010;1216;230000;91002;Dietas;6.150,00
2007;11010;1216;231000;91002;Locomoción;6.150,00
2007;11010;1216;239000;91002;Otras indemnizaciones;600,00
2007;11010;1216;480005;91002;Ayudas a Comunidades Aragónesas del Exterior;377.850,00
2007;11010;1216;480166;91002;Programa Becas a aragoneses residentes en América;15.000,00
2007;11010;1216;780002;91002;Ayudas a Comunidades Aragonesas del Exterior;245.750,00
2007;11010;1231;120000;91002;Sueldos de Personal Funcionario;114.949,32
2007;11010;1231;120005;91002;Trienios de Personal Funcionario;28.003,56
2007;11010;1231;120006;91002;Pagas extraordinarias de Personal Funcionario;34.835,72
2007;11010;1231;121000;91002;Complemento de destino de Personal Funcionario;73.401,36
2007;11010;1231;121001;91002;Complemento específico de Personal Funcionario;120.845,40
2007;11010;1231;151000;91002;Gratificaciones de Personal Funcionario;1.857,13
2007;11010;1231;160000;91002;Seguridad social;63.544,19
2007;11010;1231;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;123,80
2007;11010;1231;215000;91002;Reparación y conservación de mobiliario y enseres;15.915,00
2007;11010;1231;220000;91002;Ordinario no inventariable;10.608,00
2007;11010;1231;220001;91002;Mobiliario y enseres;1.552,00
