EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2007;12500;320019;91003;Tasa 19- Por Servicios Admvos. y técnicos de juego;1.000.000,00
2007;12500;320022;91003;Tasa 22- Inserción de Anuncios en el B.O.A.;670.000,00
2007;12500;320023;91003;Tasa 23- Inscr.Public. Asociac.,Fundac.,CCPP,Cons.;39.975,00
2007;12500;320024;91003;Tasa 24- Derechos de examen de pruebas selectivas;122.000,00
2007;12500;321005;91003;Tasa 05- Ord.Ttes ctra y act. Aux. y complem.;2.000.000,00
2007;12500;321006;91003;TASA 06-ACTUACIONES EN MATERIA DE VIVIENDA PROTEGIDA;587.000,00
2007;12500;321007;91003;TASA 07-EXPEDICIÓN CÉDULA DE HABITABILIDAD;47.500,00
2007;12500;321027;91003;TASA 27-ACREDITACIÓN LABORATORIOS PARA EL CONTROL CALIDAD EDIFICACIÓN;21.500,00
2007;12500;322009;91003;Tasa 09- S.Fac.S/ord. industr. forest,agrar.,alim.;255.000,00
2007;12500;322010;91003;Tasa 10- Servicios facultativos agronómicos;151.000,00
2007;12500;322011;91003;Tasa 11- Servicios facultativos veterinarios;1.825.000,00
2007;12500;322030;91003;Tasa 30- Inscrip. Registro org. modif. genétic.;22.000,00
2007;12500;323013;91003;Tasa 13- Autoriz.,inspecc. centros sanitarios;140.000,00
2007;12500;323020;91003;Tasa 20- Autoriz.,inspecc. centros farmacéuticos;62.000,00
2007;12500;324021;91003;TASA DE AUTORIZACIONES, INSPECCIONES Y ACTUACIONES CENTROS SERVICIOS SOCIALES;20.000,00
2007;12500;326015;91003;Tasa 15- Serv. Exped. títulos académicos,profes.;494.240,00
2007;12500;326025;91003;Tasa 25- Serv. Registro Ppdad Intelectual Aragón;8.815,00
2007;12500;327014;91003;Tasa 14- Serv. act. Indus,energ,metrol,miner,comer;3.126.300,00
2007;12500;329001;91003;Tasa 01- Dirección e inspección de obras;4.708.676,00
2007;12500;329003;91003;Tasa 03- Serv.admvos, redacc. informes,activ. fac.;379.560,00
2007;12500;332003;91003;Precios Públicos del Laboratorio Agroalimentario;50.000,00
2007;12500;332004;91003;Precios Públicos Ctro Transferencia Agroalimentar.;1.000,00
2007;12500;335000;91003;PRECIOS PÚBLICOS DEL LABORATORIO PARA LA CALIDAD DE LA EDIFICACIÓN;21.300,00
2007;12500;337000;91003;Precios públicos en materia de deportes;40.000,00
2007;12500;337001;91003;Instalaciones deportivas;500.000,00
2007;12500;337002;91003;Actividades deportivas;31.000,00
2007;12500;370000;91003;Casinos;4.764.000,00
2007;12500;370001;91003;Bingos;41.289.000,00
2007;12500;370002;91003;Máquinas recreativas;32.000.000,00
2007;12500;370003;91003;Loterías,rifas,boletos y combinaciones aleatorias;18.000,00
2007;12500;380099;91003;Otros reintegros de ejercicios cerrados;3.700.000,00
2007;12500;391000;91003;Daños en carreteras;138.690,00
2007;12500;394005;91003;Otros ingresos de Medio Ambiente;44.875,00
2007;12500;395000;91003;Multas y sanciones de Presidencia y RR.II.;1.559.000,00
2007;12500;395001;91003;Multas y sanciones de Economía, Hacienda y Empleo;3.000.000,00
2007;12500;395002;91003;Multas y sanciones de O.P, Urbanismo y Transportes;7.405.890,00
2007;12500;395003;91003;Multas y sanciones de Agricultura y Alimentación;500.000,00
2007;12500;395004;91003;Multas y sanciones de Industria, Comercio y Tur.;220.000,00
2007;12500;395005;91003;Multas y sanciones de Salud y Consumo;600.000,00
2007;12500;395008;91003;Multas y sanciones de Medio Ambiente;744.876,32
2007;12500;396007;91003;Ingresos diversos de Educación, Cultura y Deporte;35.000,00
2007;12500;400001;91003;Fondo de Cohesión Sanitaria;82.300,00
2007;12500;400002;91003;Fondo de suficiencia;1.097.957.142,86
2007;12500;400099;91003;Financiación Autonómica Liquidación Ejer.Anterior.;147.790.000,00
2007;12500;401000;91003;Servicios transferidos (Sección 32 P.G.E.);19.330.000,00
2007;12500;402099;39004;Otras subv Ind., Com y Turism y Cienc, Tecn y Univ;177.175,00
2007;12500;403000;34001;Ayudas complementarias a la Política Agraria Común;820.000,00
2007;12500;403001;91003;Gastos intervención de mercado;600.000,00
2007;12500;403004;91003;Estadística agraria;175.000,00
2007;12500;403099;34011;Otras subvenciones de Agricultura y Alimentación;90.000,00
2007;12500;403099;34040;Otras subvenciones de Agricultura y Alimentación;165.000,00
2007;12500;403099;34045;Otras subvenciones de Agricultura y Alimentación;50.000,00
2007;12500;403099;91003;Otras subvenciones de Agricultura y Alimentación;1.000.000,00
2007;12500;404000;39005;Ayudas a jubilación y reestructuración de empresas;365.000,00
2007;12500;404001;39023;Guarderías infantiles;630.621,53
2007;12500;404003;35005;A;200.000,00
2007;12500;404005;91003;Plan de desarrollo gitano;65.000,00
2007;12500;404006;91003;Prestaciones básicas de Servicios Sociales;3.200.000,00
2007;12500;404007;35006;A;1.680.000,00
2007;12500;404008;35008;A;46.000,00
2007;12500;404009;91003;Erradicación de la pobreza;110.000,00
2007;12500;404010;35007;A;172.000,00
2007;12500;404011;35001;A;312.000,00
2007;12500;404013;35002;A;12.020,00
2007;12500;404014;35003;A;102.000,00
2007;12500;404015;35009;A;60.000,00
2007;12500;404016;35004;A;93.000,00
2007;12500;404018;35010;A;112.000,00
2007;12500;404019;39006;Plan de integración social de inmigrantes;1.950.681,00
2007;12500;404020;35011;A;1.743.042,06
2007;12500;404020;91003;Plan Acción a favor de pers. situación dependencia;2.500.000,00
2007;12500;404021;39054;Víctimas violencia de género;60.000,00
2007;12500;404099;91003;Otras subv. Empleo y de Servicios Sociales;6.000.000,00
2007;12500;405001;39015;FOMENTO DE LA DONACION Y TRASPLANTE DE ORGANOS;66.560,00
2007;12500;405002;39017;PREVENCION DEL SIDA;158.208,00
2007;12500;405003;39018;ACTUACIONES EN DROGODEPENDENCIAS;879.876,00
2007;12500;405004;39019;PREVENCION DE ENFERMEDADES EMERGENTES;79.465,00
2007;12500;405005;39016;Junta Arbitral de Consumo;22.780,00
2007;12500;405006;39027;POLITICAS DE COHESION Y ESTRATEGIAS DE SALUD;996.854,00
2007;12500;405007;39049;PROGRAMA USO RACIONAL DEL MEDICAMENTO;2.069.999,00
2007;12500;407003;39024;Gtos funcionam. centros docentes no universitarios;80.649,00
2007;12500;407005;39021;Jubilaciones de personal docente (D.T. 9ª LOGSE);1.267.649,00
2007;12500;407013;39025;P.R.U.E.P.A.-BUBAL-PUEBLOS ABANDONADOS;92.159,00
2007;12500;407014;39033;Rutas literarias;43.983,20
2007;12500;407099;39042;Otras subvenciones  Educación, Cultura y Deporte;62.000,00
2007;12500;408000;39002;Seguridad Minera;34.000,00
2007;12500;412001;55001;Escuelas Taller;95.026,00
2007;12500;420000;91003;"Fondo programa de ""Ahorro e incapacida temporal""";8.517.805,00
2007;12500;421001;35011;A;1.743.042,07
2007;12500;421001;91003;Plan Acción a favor de pers. situación dependencia;2.500.000,00
2007;12500;440001;39050;De IDAE para el  fomento ahorro energético;3.600.000,00
2007;12500;460000;91003;A;3.068.713,71
2007;12500;460001;91003;A;2.611.906,02
2007;12500;460002;91003;Transf. de la Diputación Provincial de Teruel;1.739.400,89
2007;12500;492000;14001;FEDER OBJETIVO 2 - APOYO A LA PLANIFICACIÓN EN MATERIA DE ACCIÓN SOCIAL;479.200,00
2007;12500;492001;14002;Iniciativa Comunitaria INTERREG III;27.800,00
2007;12500;492004;14003;FEDER - Acciones FSE;2.156.250,00
2007;12500;493000;11001;Fondo Social Europeo- Objetivo 3;1.824.036,68
2007;12500;493000;11002;A;4.395.833,14
2007;12500;493000;11003;A;3.373.745,44
2007;12500;493000;11004;A;552.500,00
2007;12500;493000;11007;Fondo Social Europeo- Objetivo 3;370.420,00
2007;12500;493001;11009;A;1.137.880,55
2007;12500;496000;12101;Agricultura -Política Agraria Común;454.074.000,00
2007;12500;497000;12102;Fondo Europeo Agrícola de Desarrollo Rural;615.000,00
2007;12500;499000;19001;Punto de Información Europea;14.000,00
2007;12500;499099;91003;Otras subvenciones del exterior;7.600.000,00
2007;12500;520000;91003;Intereses;3.400.000,00
2007;12500;520050;91003;De las Cortes de Aragón;180.000,00
2007;12500;530000;91003;De organismos y empresas;500.000,00
2007;12500;540001;91003;Renta de inmuebles de Economía, Hacienda y Empleo;100.000,00
2007;12500;540008;91003;Arrendamientos de locales;9.000,00
2007;12500;540009;91003;Alquileres de viviendas;500.000,00
2007;12500;550001;91003;Cánones de concesiones;3.540.000,00
2007;12500;552003;91003;De protección y gestión de los montes;1.940.546,08
2007;12500;553000;91003;Cánones de I.T.V. privadas;3.550.000,00
2007;12500;553002;91003;Cánones Presidencia y Relaciones Institucionales;29.798,00
2007;12500;553009;91003;Otros cánones;1.000.000,00
2007;12500;590000;91003;Ingresos por viviendas de promoción pública;7.900.000,00
2007;12500;590001;91003;Ingresos por otras viviendas de promoción pública;900.000,00
2007;12500;590003;91003;Venta de locales;235.000,00
2007;12500;600009;91003;Otras ventas de terrenos;21.000.000,00
2007;12500;610000;91003;Venta de inversiones reales- Varios;11.000.000,00
2007;12500;702001;36004;Acciones prioritarias: incendios forestales;1.361.933,37
2007;12500;702002;36008;AREAS INFLUENCIA SOCIO-ECON. PARQUES NACIONALES;900.000,00
2007;12500;702009;36003;Otras subvenciones en materia de Medio Ambiente;844.780,75
2007;12500;702009;36004;Otras subvenciones en materia de Medio Ambiente;942.500,00
2007;12500;702009;36005;Otras subvenciones en materia de Medio Ambiente;140.000,00
2007;12500;702009;36006;Otras subvenciones en materia de Medio Ambiente;316.000,00
2007;12500;702009;36007;Otras subvenciones en materia de Medio Ambiente;341.172,67
2007;12500;702009;39032;Otras subvenciones en materia de Medio Ambiente;532.700,00
2007;12500;703009;39009;Otras subvenciones de Economía y Hacienda;8.610.182,00
2007;12500;704002;39001;Plan de Vivienda. 2005-2008;7.599.238,01
2007;12500;704099;39036;Otras subvenciones de Fomento;289.535,37
2007;12500;704099;91003;Otras subvenciones de Fomento;12.000.000,00
2007;12500;705000;34028;Maquinaria y medios de producción;1.000.000,00
2007;12500;705000;34035;Maquinaria y medios de producción;600.000,00
2007;12500;705002;34029;Reestructuración,reconversión olivar y viñedo;60.000,00
2007;12500;705005;34020;Mejora de explotaciones ganaderas extensivas;30.000,00
2007;12500;705006;34012;Campañas de sanidad animal;40.000,00
2007;12500;705006;34013;Campañas de sanidad animal;120.000,00
2007;12500;705006;34014;Campañas de sanidad animal;700.000,00
2007;12500;705006;34021;Campañas de sanidad animal;1.500.000,00
2007;12500;705006;34039;Campañas de sanidad animal;425.000,00
2007;12500;705007;34025;Agrupación Defensa Sanitaria de porcino;1.600.000,00
2007;12500;705008;34006;Apicultura;110.000,00
2007;12500;705009;34002;Otras subvenciones de capital;150.000,00
2007;12500;705009;34005;Otras subvenciones de capital;3.430.000,00
2007;12500;705009;34024;Otras subvenciones de capital;115.000,00
2007;12500;705009;34034;Otras subvenciones de capital;200.000,00
2007;12500;705009;34044;Otras subvenciones de capital;1.458.000,00
2007;12500;705009;34045;Otras subvenciones de capital;30.000,00
2007;12500;705009;91003;Otras subvenciones de capital;6.000.000,00
2007;12500;705010;34026;Agrup.Tratam. Integrado Agricultura (ATRIAS);140.000,00
2007;12500;705011;34019;Calidad de la carne;100.000,00
2007;12500;705012;34009;Agrupación de productos agrarios;22.500,00
2007;12500;705013;34015;Semillas y plantas de viveros;71.000,00
2007;12500;705014;34007;Cofinanciación del M.A.P.A.: Industria agraria;10.000.000,00
2007;12500;705015;34043;Modernización de explotaciones;6.084.000,00
2007;12500;705016;34010;Cofinanciación M.A.P.A. para ayudas del I.F.O.P.;119.989,00
2007;12500;705017;34017;Lucha contra agentes nocivos;1.100.000,00
2007;12500;705017;34018;Lucha contra agentes nocivos;180.000,00
2007;12500;705018;34023;Control lechero;30.000,00
2007;12500;705020;34030;Forestación;1.184.000,00
2007;12500;705021;34004;Agroambientales;7.300.000,00
2007;12500;705022;34031;Cese anticipado;1.518.000,00
2007;12500;705023;34033;L.E.A.D.E.R. II;2.008.089,67
2007;12500;705025;34032;Indemnización compensatoria básica;3.578.000,00
2007;12500;705026;34016;Nuevas variedades vegetales;45.000,00
2007;12500;705028;34038;Plan de fomento del sector equino;80.000,00
2007;12500;705030;34037;Reconversión de plantaciones frutícolas;1.000.000,00
2007;12500;705031;34036;Concursos y subastas de razas puras;108.872,00
2007;12500;705032;34041;Programa de control de la lengua azul;200.000,00
2007;12500;705050;39003;Proyectos de investigación del I.N.I.A.;60.000,00
2007;12500;705051;34033;LEADER 2007-2013 prog. 5311;2.750.000,00
2007;12500;705052;34040;Selección genética resistencia EET en ganado ovino;115.000,00
2007;12500;706001;39002;Seguridad Minera;44.000,00
2007;12500;706002;39013;Plan consolidación y competitividad de las PYME;2.000.000,00
2007;12500;706003;39029;Convenio Teruel Ciudad Digital;699.256,00
2007;12500;707001;39041;Otras subvenciones de Educación, Cultura y Deporte;99.973,44
2007;12500;707001;39042;Otras subvenciones de Educación, Cultura y Deporte;71.250,00
2007;12500;707001;39043;Otras subvenciones de Educación, Cultura y Deporte;75.000,00
2007;12500;708002;35006;A;1.052.000,00
2007;12500;708003;35011;A;1.184.204,25
2007;12500;708003;91003;Plan Acción a favor de pers. situación dependencia;2.500.000,00
2007;12500;709001;32200;Plan Especial de Teruel;30.050.606,00
2007;12500;709003;39004;Plan de Modernización Comercio Interior;322.825,00
2007;12500;719003;32100;Plan de la Minería;42.000.000,00
2007;12500;719004;39052;CNIG Sist. Información sobre ocupación del suelo;230.873,00
2007;12500;721001;35011;A;1.184.204,25
2007;12500;721001;91003;Plan Acción a favor de pers. situación dependencia;2.500.000,00
2007;12500;740001;39050;De IDAE para el  fomento ahorro energético;1.455.010,00
2007;12500;780009;71002;Otras Transferencias De Familias Y Otras Instituc.;100.000,00
2007;12500;792000;14001;Fondo Europeo de Desarrollo Regional. Objetivo 2;5.955.080,80
2007;12500;792001;14002;Iniciativa Comunitaria INTERREG III;1.407.671,40
2007;12500;792099;91003;Otras transferencias de capital;28.000.000,00
2007;12500;793000;11001;Fondo Social Europeo- Objetivo 3;12.000,00
2007;12500;793000;11003;Fondo Social Europeo- Objetivo 3;108.519,84
2007;12500;795000;15001;Instrumento Financiero de Ordenación Pesquera;730.022,00
2007;12500;796000;12101;Fondo Europeo Agrícola de Garantía;15.220.000,00
2007;12500;797000;12102;Forestación;798.000,00
2007;12500;797001;12102;Agroambientales;8.400.000,00
2007;12500;797002;12102;Cese Anticipado;1.024.000,00
2007;12500;797003;12102;Indemnización Compensación Básica;3.290.000,00
2007;12500;797004;12102;Modernización explotaciones, incorporación jóvenes;6.213.000,00
2007;12500;797005;12102;Creación de regadíos;6.165.552,51
2007;12500;797006;12102;Modernización de regadíos;5.300.000,41
2007;12500;797007;12102;Plan Estratégico del Bajo Ebro Aragonés;1.848.907,38
2007;12500;797010;12102;P.D.R.-  Dllo y mejora infraestr de produc agraria;795.500,00
2007;12500;797011;12102;PDR Formación;321.000,00
2007;12500;797012;12102;P.D.R.- Transf. y comercializ. productos agrícolas;16.000.000,00
2007;12500;797013;12102;PDR Medidas forestales;7.067.197,95
2007;12500;797014;12102;PDR Concetración  parcelaria;3.202.426,53
2007;12500;797017;12102;P.D.R.- Serv. básicos economía y población rural;3.583.000,00
2007;12500;797018;12102;PDR Protección del  Medio Ambiente;4.176.214,46
2007;12500;797019;12102;P.D.R.-  Recuperación daños desastres naturales;150.000,00
2007;12500;797099;12102;Otras transferencias de capital;6.020.000,00
2007;12500;797099;91003;Otras transferencias de capital;36.000.000,00
2007;12500;799000;91003;Otras subvenciones del exterior;12.000.000,00
2007;12500;821001;91003;Reintegros préstamos, convenios con Ayuntamientos;3.950.000,00
2007;12500;900000;91003;Emisión de Deuda Pública- Ley de Presupuestos 2007;95.882.973,35
2007;12500;920000;91003;Préstamos recibidos Ley de Presupuestos 2007;32.716.771,23
2007;51000;413000;33001;Conferencia Sectorial de Empleo;61.648.960,09
2007;51000;413001;39008;Planes de trabajo centros nacionales de formación ocupacional;500.000,00
2007;51000;708000;33001;Conferencia Sectorial de Empleo;447.979,92
2007;52000;315000;91003;S.A.S. Ingresos por servicios en hospitales;19.005.000,00
2007;53000;311001;91003;Prestación de Servicios en residencias;9.100.000,00
2007;53000;311003;91003;Prestación de Servicios centros sociales y clubs;420.000,00
2007;53000;395009;91003;Multas y sanciones de Servicios Sociales y Familia;30.000,00
2007;53000;470009;71001;Otras subvenciones de empresas;126.212,52
2007;55000;311001;91003;Prestación de Servicios en residencias;900.000,00
2007;55000;311003;91003;Prestación de Servicios centros sociales y clubs;14.000,00
2007;55000;311005;91003;Prestación de Servicios por Carnés Juveniles;50.000,00
2007;55000;311006;91003;Prestación de Servicios en campamentos;17.000,00
2007;55000;311007;91003;Prestación de Servicios por campos de trabajo;23.000,00
2007;55000;311008;91003;Prestación de Servicios en albergues;340.000,00
2007;72000;221000;91003;Canon de Saneamiento;24.006.510,00
2007;72000;329001;91003;Tasa 01- Dirección e inspección de obras;350.000,00
2007;72000;329003;91003;Tasa 03- Serv.admvos, redacc. informes,activ. fac.;500,00
2007;72000;395008;91003;Multas y sanciones de Medio Ambiente;10.000,00
2007;72000;396008;91003;Ingresos diversos de Medio Ambiente;6.695.171,53
2007;72000;520000;91003;Intereses;250.000,00
2007;72000;792000;14001;Fondo Europeo de desarrollo regional Objetivo 2;3.124.584,00
2007;72000;794000;16001;FONDO DE COHESIÓN;3.885.029,08
2007;72000;821001;91003;Reintegros préstamos, convenios con Ayuntamientos;1.548.974,87
2007;72000;920000;91003;Préstamos recibidos Ley de Presupuestos 2007;2.406.012,52
2007;73000;393005;91003;Cursos y otros ingresos de Salud y Consumo;200.000,00
2007;73000;396005;91003;Ingresos diversos de Salud y Consumo;834.105,00
2007;73000;405099;39020;Otras subvenciones en materia de Salud y Consumo;3.122.613,00
2007;73000;407006;39037;MEC - Plan nacional de investigación;296.485,00
2007;73000;409009;39053;Otras subvenciones de Administraciones Públicas;364.511,00
2007;73000;470009;72009;Otras subvenciones de empresas;1.990.612,00
2007;73000;480009;72009;Otras subv. familias,instituciones sin fines lucro;45.800,00
2007;73000;520000;91003;Intereses;18.000,00
2007;73000;707001;39037;Otras subvenciones de Educación, Cultura y Deporte;1.162.917,00
2007;73000;709009;39020;Otras subvenciones de capital;1.662.042,00
2007;73000;770009;72009;Otras transferencias de empresas;270.000,00
2007;74000;318009;91003;Otros ingresos por Prestación de Servicios C.T.U.;40.000,00
2007;74000;552000;91003;De investigación agraria;37.000,00
2007;74000;552002;91003;De producción agraria;112.500,00
2007;74000;552005;91003;Aprovechamientos de fincas agrícolas;112.500,00
2007;74000;707004;39034;Proyectos de investigación del I.N.I.A.;1.632.453,62
2007;74000;707004;39035;Proyectos de investigación del I.N.I.A.;896.216,00
2007;74000;750001;91003;Proyectos demostración - Invest. Agroaliment.;185.526,38
2007;74000;770009;91003;Otras transferencias de empresas;390.000,00
2007;74000;792001;14002;INICIATIVA COMUNITARIA INTERREG III;30.000,00
2007;74000;793000;11002;F.S.E. OBJETIVO 3. EJES 2, 3, 5 Y 8;100.000,00
2007;74000;799000;19002;Otras subvenciones del exterior;250.000,00
2007;75000;322016;91003;Tasa 16- Serv.Exped. licencias caza y pesca;2.144.121,52
2007;75000;322017;91003;Tasa 17- Serv.fac.advos monte,aprov.for.,vías pec.;86.000,00
2007;75000;322026;91003;Tasa 26- Servicios de gestión de los cotos;700.000,00
2007;75000;322028;91003;Tasa 28- Serv.Admin. Protección del Medio Ambiente;660.000,00
2007;75000;322029;91003;Tasa 29- Serv.Admin. conservación Biodiversidad;16.000,00
2007;75000;520000;91003;Intereses;15.000,00
2007;76000;396010;91003;Ingresos diversos Bco Sangre y Tejidos de Aragón;4.300.000,00
;;;;;
