Profitcenter;Sachkonto;S/H;costs;earnings;Periode;Jahr
140000302;416100; ;;131,40;9;2016
140000302;416100; ;;0,01;10;2016
140000302;416100; ;;604,42;11;2016
140000302;416100; ;;105,12;12;2016
140000302;416110; ;;2.100,20;1;2016
140000302;416110; ;;2.089,80;2;2016
140000302;416110; ;;2.089,66;3;2016
140000302;416110; ;;754,10;4;2016
140000302;416110; ;;753,68;5;2016
140000302;416110; ;;753,83;6;2016
140000302;416110; ;;1.404,34;7;2016
140000302;416110; ;;828,76;8;2016
140000302;416110; ;;827,40;9;2016
140000302;416110; ;;778,08;10;2016
140000302;416110; ;;1.151,89;11;2016
140000302;416110; ;;2.351,37;12;2016
140000302;416110; ;;68.906,45;13;2016
140000302;416170; ;;10,83;1;2016
140000302;416170; ;;10,84;2;2016
140000302;416170; ;;10,83;3;2016
140000302;416170; ;;10,83;4;2016
140000302;416170; ;;10,84;5;2016
140000302;416170; ;;10,83;6;2016
140000302;416170; ;;10,83;7;2016
140000302;416170; ;;10,84;8;2016
140000302;416170; ;;10,83;9;2016
140000302;416170; ;;10,83;10;2016
140000302;416170; ;;10,84;11;2016
140000302;416170; ;;10,83;12;2016
140000302;441100; ;;1.504,48;1;2016
140000302;441100; ;;1.530,68;2;2016
140000302;441100; ;;30,68;3;2016
140000302;441100; ;;30,68;4;2016
140000302;441100; ;;99,71;5;2016
140000302;441100; ;;306,80;6;2016
140000302;441100; ;;99,71;7;2016
140000302;441100; ;;99,71;8;2016
140000302;441100; ;;99,71;9;2016
140000302;441100; ;;99,71;10;2016
140000302;441100; ;;99,71;11;2016
140000302;441100; ;;99,71;12;2016
140000302;446100; ;;770,00;1;2016
140000302;446100; ;;450,00;2;2016
140000302;446100; ;;556,00;3;2016
140000302;446100; ;;564,00;4;2016
140000302;446100; ;;472,00;5;2016
140000302;446100; ;;366,00;6;2016
140000302;446100; ;;36,00;7;2016
140000302;446100; ;;640,00;8;2016
140000302;446100; ;;844,40;9;2016
140000302;446100; ;;269,20;10;2016
140000302;446100; ;;696,40;11;2016
140000302;446100; ;;420,60;12;2016
140000302;448200; ;;9.918,16;4;2016
140000302;448200; ;;11.179,56;8;2016
140000302;448700; ;;10,13;1;2016
140000302;448700; ;;4,89;2;2016
140000302;448700; ;;1,99;3;2016
140000302;448700; ;;3,36;4;2016
140000302;448700; ;;19,39;6;2016
140000302;448700; ;;3,19;7;2016
140000302;448700; ;;2,16;8;2016
140000302;448700; ;;10,61;9;2016
140000302;448700; ;;16,44;10;2016
140000302;448700; ;;8,88;11;2016
140000302;448700; ;;2,08;12;2016
140000302;448800; ;;183,95;1;2016
140000302;448800; ;;1.421,22;3;2016
140000302;448800; ;;439,84;4;2016
140000302;448800; ;;529,55;7;2016
140000302;448800; ;;1.061,69;11;2016
140000302;458200; ;;12.397,46;13;2016
140000302;458210; ;;2.480,17;13;2016
140000302;458220; ;;6.434,03;13;2016
140000302;461500; ;;4,14;13;2016
140000302;501100; ;4.911,50;;1;2016
140000302;501100; ;4.911,34;;2;2016
140000302;501100; ;4.553,27;;3;2016
140000302;501100; ;4.485,25;;4;2016
140000302;501100; ;4.527,39;;5;2016
140000302;501100; ;4.421,12;;6;2016
140000302;501100; ;4.747,08;;7;2016
140000302;501100; ;4.912,26;;8;2016
140000302;501100; ;6.021,87;;9;2016
140000302;501100; ;7.985,62;;10;2016
140000302;501100; ;5.696,00;;11;2016
140000302;501100; ;13.655,04;;12;2016
140000302;501100; ;;5.922,90;13;2016
140000302;501200; ;40.192,23;;1;2016
140000302;501200; ;41.318,74;;2;2016
140000302;501200; ;40.463,84;;3;2016
140000302;501200; ;39.379,16;;4;2016
140000302;501200; ;40.451,88;;5;2016
140000302;501200; ;39.496,38;;6;2016
140000302;501200; ;45.420,29;;7;2016
140000302;501200; ;49.957,25;;8;2016
140000302;501200; ;40.089,02;;9;2016
140000302;501200; ;48.623,12;;10;2016
140000302;501200; ;83.216,89;;11;2016
140000302;501200; ;45.763,78;;12;2016
140000302;501200; ;9.937,96;;13;2016
140000302;502200; ;3.133,01;;1;2016
140000302;502200; ;3.223,36;;2;2016
140000302;502200; ;3.121,96;;3;2016
140000302;502200; ;3.047,46;;4;2016
140000302;502200; ;3.120,66;;5;2016
140000302;502200; ;3.114,86;;6;2016
140000302;502200; ;3.421,23;;7;2016
140000302;502200; ;3.843,86;;8;2016
140000302;502200; ;3.141,45;;9;2016
140000302;502200; ;3.770,64;;10;2016
140000302;502200; ;6.444,91;;11;2016
140000302;502200; ;3.542,12;;12;2016
140000302;502200; ;770,22;;13;2016
140000302;503200; ;8.042,41;;1;2016
140000302;503200; ;8.278,66;;2;2016
140000302;503200; ;8.178,63;;3;2016
140000302;503200; ;7.946,71;;4;2016
140000302;503200; ;8.010,69;;5;2016
140000302;503200; ;7.743,06;;6;2016
140000302;503200; ;8.856,45;;7;2016
140000302;503200; ;9.732,87;;8;2016
140000302;503200; ;6.994,21;;9;2016
140000302;503200; ;9.345,30;;10;2016
140000302;503200; ;16.308,50;;11;2016
140000302;503200; ;8.968,28;;12;2016
140000302;503200; ;1.970,43;;13;2016
140000302;504100; ;392,87;;1;2016
140000302;504100; ;413,22;;2;2016
140000302;504100; ;427,93;;3;2016
140000302;504100; ;397,74;;4;2016
140000302;504100; ;275,40;;5;2016
140000302;504100; ;431,69;;6;2016
140000302;504100; ;508,56;;7;2016
140000302;504100; ;510,37;;8;2016
140000302;504100; ;452,63;;9;2016
140000302;504100; ;365,58;;10;2016
140000302;504100; ;477,13;;11;2016
140000302;504100; ;465,90;;12;2016
140000302;504100; ;18,85;;13;2016
140000302;504101; ;;0,09;1;2016
140000302;504101; ;0,35;;2;2016
140000302;504101; ;;0,03;6;2016
140000302;504101; ;;1,99;10;2016
140000302;504101; ;;2,54;11;2016
140000302;504101; ;;3,23;12;2016
140000302;504110; ;0,62;;2;2016
140000302;504110; ;0,97;;3;2016
140000302;504110; ;1,00;;4;2016
140000302;504110; ;4,92;;6;2016
140000302;504110; ;1,98;;8;2016
140000302;504110; ;1,21;;10;2016
140000302;505100; ;30.486,38;;13;2016
140000302;505200; ;304,58;;13;2016
140000302;506100; ;6.155,78;;13;2016
140000302;506200; ;118,36;;13;2016
140000302;507100; ;15.001,47;;13;2016
140000302;507200; ;2.076,14;;13;2016
140000302;507300; ;543,78;;13;2016
140000302;509100; ;18,90;;1;2016
140000302;509100; ;41,46;;2;2016
140000302;509100; ;72,13;;3;2016
140000302;509100; ;20,60;;4;2016
140000302;509100; ;21,27;;5;2016
140000302;509100; ;21,05;;6;2016
140000302;509100; ;21,82;;7;2016
140000302;509100; ;48,15;;8;2016
140000302;509100; ;19,82;;9;2016
140000302;509100; ;28,43;;10;2016
140000302;509100; ;200,46;;11;2016
140000302;509100; ;;1,17;12;2016
140000302;511100; ;22.071,39;;13;2016
140000302;514100; ;4.522,91;;13;2016
140000302;514101; ;0,79;;13;2016
140000302;515100; ;7.043,77;;13;2016
140000302;521110; ;;43,18;3;2016
140000302;521110; ;43,18;;4;2016
140000302;524171; ;202.157,95;;3;2016
140000302;524171; ;325.272,54;;6;2016
140000302;524171; ;596.232,81;;9;2016
140000302;524171; ;517.011,50;;10;2016
140000302;524171; ;370,56;;11;2016
140000302;525500; ;321,81;;1;2016
140000302;525500; ;844,05;;2;2016
140000302;525500; ;988,67;;3;2016
140000302;525500; ;1.028,80;;4;2016
140000302;525500; ;943,55;;5;2016
140000302;525500; ;902,74;;6;2016
140000302;525500; ;1.313,80;;7;2016
140000302;525500; ;552,52;;8;2016
140000302;525500; ;956,35;;9;2016
140000302;525500; ;2.102,78;;10;2016
140000302;525500; ;918,82;;11;2016
140000302;525500; ;2.790,72;;12;2016
140000302;525500; ;258,82;;13;2016
140000302;527110; ;;544,40;3;2016
140000302;527110; ;544,40;;4;2016
140000302;527110; ;9,50;;5;2016
140000302;527110; ;4.936,06;;6;2016
140000302;527110; ;780,88;;7;2016
140000302;527110; ;938,30;;8;2016
140000302;527110; ;4.308,13;;9;2016
140000302;527110; ;1.664,71;;10;2016
140000302;527110; ;7.710,93;;11;2016
140000302;527110; ;16.393,00;;12;2016
140000302;527110; ;20.308,67;;13;2016
140000302;527130; ;;4,44;3;2016
140000302;527130; ;20,00;;4;2016
140000302;527130; ;1.796,20;;8;2016
140000302;527130; ;16,52;;10;2016
140000302;527130; ;190,40;;11;2016
140000302;528000; ;708,05;;9;2016
140000302;528010; ;288,54;;2;2016
140000302;528010; ;712,71;;3;2016
140000302;528010; ;289,17;;6;2016
140000302;528010; ;13,26;;7;2016
140000302;528010; ;411,68;;8;2016
140000302;528010; ;412,07;;11;2016
140000302;528010; ;1,00;;12;2016
140000302;529100; ;0,30;;3;2016
140000302;529100; ;6,32;;4;2016
140000302;529100; ;79,37;;6;2016
140000302;529100; ;400,00;;7;2016
140000302;529100; ;162,23;;9;2016
140000302;529100; ;98,53;;10;2016
140000302;529100; ;54,53;;11;2016
140000302;529100; ;116.596,91;;12;2016
140000302;529100; ;456,35;;13;2016
140000302;529120; ;;1.120,00;1;2016
140000302;529120; ;4.641,06;;2;2016
140000302;529120; ;7.922,64;;3;2016
140000302;529120; ;5.648,38;;4;2016
140000302;529120; ;5.349,74;;5;2016
140000302;529120; ;3.993,20;;6;2016
140000302;529120; ;9.601,34;;7;2016
140000302;529120; ;985,20;;8;2016
140000302;529120; ;964,00;;9;2016
140000302;529120; ;6.575,88;;10;2016
140000302;529120; ;6.791,20;;11;2016
140000302;529120; ;9.526,78;;12;2016
140000302;529120; ;5.138,20;;13;2016
140000302;531800; ;1.709,50;;6;2016
140000302;541120; ;7,67;;1;2016
140000302;541120; ;3,41;;2;2016
140000302;541120; ;3,84;;3;2016
140000302;541120; ;5,11;;10;2016
140000302;541120; ;3,21;;12;2016
140000302;541130; ;;1,77;1;2016
140000302;541130; ;3,39;;2;2016
140000302;541130; ;60,67;;3;2016
140000302;541130; ;4,64;;4;2016
140000302;541130; ;12,27;;5;2016
140000302;541130; ;42,27;;6;2016
140000302;541130; ;130,23;;7;2016
140000302;541130; ;;7,19;8;2016
140000302;541130; ;12,77;;10;2016
140000302;541130; ;15,16;;11;2016
140000302;541130; ;5,68;;12;2016
140000302;541130; ;53,78;;13;2016
140000302;542900; ;222,10;;1;2016
140000302;542900; ;110,64;;2;2016
140000302;542900; ;;474,33;3;2016
140000302;542900; ;675,48;;4;2016
140000302;542900; ;244,33;;5;2016
140000302;542900; ;311,50;;6;2016
140000302;542900; ;152,96;;7;2016
140000302;542900; ;2.420,04;;8;2016
140000302;542900; ;99,55;;9;2016
140000302;542900; ;237,31;;10;2016
140000302;542900; ;99,54;;11;2016
140000302;542900; ;155,44;;12;2016
140000302;542900; ;146,05;;13;2016
140000302;543110; ;0,33;;2;2016
140000302;543110; ;0,80;;3;2016
140000302;543110; ;5,89;;4;2016
140000302;543110; ;0,98;;5;2016
140000302;543110; ;97,99;;7;2016
140000302;543110; ;316,06;;9;2016
140000302;543110; ;94,15;;10;2016
140000302;543110; ;71,69;;11;2016
140000302;543110; ;121,66;;12;2016
140000302;543110; ;61,02;;13;2016
140000302;543120; ;781,68;;1;2016
140000302;543120; ;;435,65;3;2016
140000302;543120; ;453,10;;4;2016
140000302;543120; ;572,69;;6;2016
140000302;543120; ;1.761,27;;7;2016
140000302;543120; ;155,45;;8;2016
140000302;543120; ;25,48;;9;2016
140000302;543120; ;768,45;;10;2016
140000302;543120; ;626,45;;11;2016
140000302;543120; ;451,37;;12;2016
140000302;543120; ;1.069,96;;13;2016
140000302;543130; ;2,02;;1;2016
140000302;543130; ;4,21;;2;2016
140000302;543130; ;4,14;;3;2016
140000302;543130; ;6,32;;4;2016
140000302;543130; ;4,20;;5;2016
140000302;543130; ;45,49;;6;2016
140000302;543130; ;27,01;;7;2016
140000302;543130; ;20,96;;8;2016
140000302;543130; ;18,57;;9;2016
140000302;543130; ;70,13;;10;2016
140000302;543130; ;5,69;;11;2016
140000302;543130; ;43,19;;12;2016
140000302;543130; ;20,01;;13;2016
140000302;543140; ;0,89;;1;2016
140000302;543140; ;;126,07;3;2016
140000302;543140; ;142,88;;4;2016
140000302;543140; ;6,58;;5;2016
140000302;543140; ;61,54;;6;2016
140000302;543140; ;141,79;;7;2016
140000302;543140; ;;9,27;8;2016
140000302;543140; ;43,26;;9;2016
140000302;543140; ;94,72;;10;2016
140000302;543140; ;124,44;;11;2016
140000302;543140; ;88,62;;12;2016
140000302;543140; ;172,23;;13;2016
140000302;543160; ;527,72;;1;2016
140000302;543160; ;2.916,33;;2;2016
140000302;543160; ;;2.430,04;3;2016
140000302;543160; ;3.154,49;;4;2016
140000302;543160; ;207,58;;5;2016
140000302;543160; ;4.116,36;;6;2016
140000302;543160; ;3.442,11;;7;2016
140000302;543160; ;396,81;;8;2016
140000302;543160; ;2.118,05;;9;2016
140000302;543160; ;3.938,91;;10;2016
140000302;543160; ;3.636,80;;11;2016
140000302;543160; ;4.017,96;;12;2016
140000302;543160; ;3.885,78;;13;2016
140000302;543165; ;7,12;;2;2016
140000302;543165; ;;809,83;3;2016
140000302;543165; ;828,01;;4;2016
140000302;543165; ;11,38;;5;2016
140000302;543165; ;1.566,37;;6;2016
140000302;543165; ;1.311,09;;7;2016
140000302;543165; ;966,08;;8;2016
140000302;543165; ;607,11;;9;2016
140000302;543165; ;911,38;;10;2016
140000302;543165; ;190,49;;11;2016
140000302;543165; ;1.732,76;;12;2016
140000302;543165; ;1.715,75;;13;2016
140000302;543170; ;8,05;;6;2016
140000302;543170; ;1,09;;8;2016
140000302;543170; ;1,17;;10;2016
140000302;543180; ;;7,59;1;2016
140000302;543180; ;3.404,43;;2;2016
140000302;543180; ;159,22;;3;2016
140000302;543180; ;557,23;;4;2016
140000302;543180; ;264,23;;5;2016
140000302;543180; ;5.310,03;;6;2016
140000302;543180; ;29.902,59;;7;2016
140000302;543180; ;150,60;;8;2016
140000302;543180; ;3.545,69;;9;2016
140000302;543180; ;1.802,52;;10;2016
140000302;543180; ;16.342,02;;11;2016
140000302;543180; ;6.223,67;;12;2016
140000302;543180; ;1.278,41;;13;2016
140000302;543190; ;1.050,00;;1;2016
140000302;543190; ;0,43;;2;2016
140000302;543190; ;0,39;;5;2016
140000302;543190; ;489,13;;6;2016
140000302;543190; ;24,38;;7;2016
140000302;543190; ;2,09;;9;2016
140000302;543190; ;180,00;;11;2016
140000302;543190; ;213,25;;12;2016
140000302;543190; ;31,40;;13;2016
140000302;545100; ;;7,56;1;2016
140000302;545100; ;;531,16;3;2016
140000302;545100; ;534,31;;4;2016
140000302;545100; ;2.016,17;;6;2016
140000302;545100; ;1.333,40;;7;2016
140000302;545100; ;;944,08;8;2016
140000302;545100; ;1.365,32;;9;2016
140000302;545100; ;2.843,84;;10;2016
140000302;545100; ;2.163,41;;11;2016
140000302;545100; ;2.402,90;;12;2016
140000302;545100; ;1.422,29;;13;2016
140000302;545102; ;3.957,02;;3;2016
140000302;545102; ;4.078,81;;6;2016
140000302;545102; ;4.383,05;;9;2016
140000302;545102; ;2.343,30;;10;2016
140000302;545102; ;2.660,38;;11;2016
140000302;547120; ;840,62;;11;2016
140000302;571100; ;0,28;;1;2016
140000302;571100; ;0,28;;2;2016
140000302;571100; ;0,28;;3;2016
140000302;571100; ;0,28;;4;2016
140000302;571100; ;0,28;;5;2016
140000302;571100; ;0,28;;6;2016
140000302;571100; ;0,27;;7;2016
140000302;571100; ;0,27;;8;2016
140000302;571100; ;0,27;;9;2016
140000302;571100; ;0,26;;10;2016
140000302;571100; ;0,26;;11;2016
140000302;571100; ;0,26;;12;2016
140000302;571132; ;41,11;;1;2016
140000302;571132; ;41,11;;2;2016
140000302;571132; ;41,11;;3;2016
140000302;571132; ;41,11;;4;2016
140000302;571132; ;41,11;;5;2016
140000302;571132; ;41,11;;6;2016
140000302;571132; ;41,11;;7;2016
140000302;571132; ;41,11;;8;2016
140000302;571132; ;41,11;;9;2016
140000302;571132; ;41,11;;10;2016
140000302;571132; ;41,11;;11;2016
140000302;571132; ;41,11;;12;2016
140000302;571140; ;2.427,38;;1;2016
140000302;571140; ;2.415,99;;2;2016
140000302;571140; ;2.415,58;;3;2016
140000302;571140; ;1.079,98;;4;2016
140000302;571140; ;1.079,60;;5;2016
140000302;571140; ;1.090,95;;6;2016
140000302;571140; ;1.178,21;;7;2016
140000302;571140; ;1.160,21;;8;2016
140000302;571140; ;1.440,42;;9;2016
140000302;571140; ;1.120,39;;10;2016
140000302;571140; ;1.252,80;;11;2016
140000302;571140; ;1.277,24;;12;2016
140000302;94000000;S;484,59;;3;2016
140000302;94000000;S;18,75;;4;2016
140000302;94000000;S;25,28;;5;2016
140000302;94000000;S;558,14;;6;2016
140000302;94000000;S;12,64;;7;2016
140000302;94000000;S;26,93;;8;2016
140000302;94000000;S;17,70;;10;2016
140000302;94000000;S;9,88;;11;2016
140000302;94000000;S;1.249,47;;12;2016
140000302;94000000;S;31,94;;13;2016
140000302;94000001;S;1.434,64;;1;2016
140000302;94000001;S;1.168,02;;2;2016
140000302;94000001;S;1.271,14;;3;2016
140000302;94000001;S;1.310,75;;4;2016
140000302;94000001;S;1.101,45;;5;2016
140000302;94000001;S;1.613,72;;6;2016
140000302;94000001;S;1.206,37;;7;2016
140000302;94000001;S;1.160,72;;8;2016
140000302;94000001;S;1.726,41;;9;2016
140000302;94000001;S;1.365,12;;10;2016
140000302;94000001;S;1.646,02;;11;2016
140000302;94000001;S;2.082,22;;12;2016
140000302;94000001;S;3.922,23;;13;2016
140000302;94000002;S;1.725,57;;1;2016
140000302;94000002;S;1.688,38;;2;2016
140000302;94000002;S;2.056,73;;3;2016
140000302;94000002;S;1.154,31;;4;2016
140000302;94000002;S;1.460,96;;5;2016
140000302;94000002;S;2.472,88;;6;2016
140000302;94000002;S;2.213,83;;7;2016
140000302;94000002;S;2.078,12;;8;2016
140000302;94000002;S;2.274,57;;9;2016
140000302;94000002;S;2.580,03;;10;2016
140000302;94000002;S;2.419,67;;11;2016
140000302;94000002;S;3.812,39;;12;2016
140000302;94000002;S;6.248,34;;13;2016
140000302;94000003;S;0,11;;4;2016
140000302;94000003;S;0,25;;11;2016
140000302;94000003;S;243,38;;12;2016
140000302;94000004;H;;55.705,45;1;2016
140000302;94000005;S;260,58;;1;2016
140000302;94000005;S;256,84;;2;2016
140000302;94000005;S;263,13;;3;2016
140000302;94000005;S;259,98;;4;2016
140000302;94000005;S;251,24;;5;2016
140000302;94000005;S;259,97;;6;2016
140000302;94000005;S;260,90;;7;2016
140000302;94000005;S;275,75;;8;2016
140000302;94000005;S;266,66;;9;2016
140000302;94000005;S;262,67;;10;2016
140000302;94000005;S;297,44;;11;2016
140000302;94000005;S;561,98;;12;2016
140000302;94000005;S;1.958,04;;13;2016
140000302;94000011;S;769,77;;1;2016
140000302;94000011;S;87,62;;2;2016
140000302;94000011;S;87,03;;3;2016
140000302;94000011;S;79,32;;4;2016
140000302;94000011;S;84,09;;5;2016
140000302;94000011;S;70,64;;6;2016
140000302;94000011;S;346,57;;7;2016
140000302;94000011;S;77,83;;8;2016
140000302;94000011;S;78,25;;9;2016
140000302;94000011;S;80,57;;10;2016
140000302;94000011;S;602,91;;11;2016
140000302;94000011;S;;30,87;12;2016
140000302;94000011;S;8.174,12;;13;2016
140000302;94000013;S;18,23;;1;2016
140000302;94000013;S;64,06;;4;2016
140000302;94000013;S;15,17;;5;2016
140000302;94000013;S;24,58;;6;2016
140000302;94000013;S;13,12;;7;2016
140000302;94000013;S;7,22;;8;2016
140000302;94000013;S;23,86;;9;2016
140000302;94000013;S;39,95;;11;2016
140000302;94000013;S;17,31;;12;2016
140000302;94000015;S;1.791,17;;1;2016
140000302;94000015;S;1.376,97;;2;2016
140000302;94000015;S;1.323,72;;3;2016
140000302;94000015;S;1.665,11;;4;2016
140000302;94000015;S;1.398,34;;5;2016
140000302;94000015;S;1.649,91;;6;2016
140000302;94000015;S;1.512,10;;7;2016
140000302;94000015;S;1.259,67;;8;2016
140000302;94000015;S;1.752,62;;9;2016
140000302;94000015;S;1.786,38;;10;2016
140000302;94000015;S;2.142,44;;11;2016
140000302;94000015;S;1.909,22;;12;2016
140000302;94000015;S;117,06;;13;2016
140000302;94000023;S;98,56;;1;2016
140000302;94000023;S;9.498,26;;3;2016
140000302;94000025;S;79,00;;4;2016
140000302;94000025;S;38,06;;5;2016
140000302;94000025;S;78,51;;6;2016
140000302;94000025;S;607,12;;7;2016
140000302;94000025;S;10,49;;8;2016
140000302;94000025;S;89,66;;9;2016
140000302;94000025;S;6,64;;10;2016
140000302;94000025;S;1.073,35;;11;2016
140000302;94000025;S;11,58;;12;2016
140000302;94000033;S;7.466,29;;1;2016
140000302;94000033;S;7.465,77;;2;2016
140000302;94000033;S;7.462,61;;3;2016
140000302;94000033;S;7.461,71;;4;2016
140000302;94000033;S;7.456,31;;5;2016
140000302;94000033;S;7.475,15;;6;2016
140000302;94000033;S;7.478,25;;7;2016
140000302;94000033;S;7.476,10;;8;2016
140000302;94000033;S;7.486,04;;9;2016
140000302;94000033;S;7.361,84;;10;2016
140000302;94000033;S;7.359,92;;11;2016
140000302;94000033;S;7.359,86;;12;2016
140000302;94000035;S;2.132,15;;1;2016
140000302;94000035;S;2.132,15;;2;2016
140000302;94000035;S;2.132,15;;3;2016
140000302;94000035;S;2.132,15;;4;2016
140000302;94000035;S;2.132,15;;5;2016
140000302;94000035;S;2.132,15;;6;2016
140000302;94000035;S;8.528,60;;10;2016
140000302;94000035;S;2.132,15;;11;2016
140000302;94000035;S;2.132,15;;12;2016
140000302;94000055;S;1,51;;9;2016
140000302;94000055;S;0,76;;10;2016
140000302;94000055;S;0,70;;12;2016
140000302;94000063;S;334,84;;1;2016
140000302;94000063;S;138,65;;2;2016
140000302;94000063;S;106,72;;3;2016
140000302;94000063;S;490,94;;7;2016
140000302;94000063;S;10,49;;8;2016
140000302;94000063;S;118,01;;9;2016
140000302;94000063;S;60,26;;10;2016
140000302;94000063;S;56,73;;11;2016
140000302;94000063;S;32,05;;12;2016
140000302;94000065;S;36,92;;2;2016
140000302;94000065;S;114,42;;3;2016
140000302;94000065;S;73,32;;4;2016
140000302;94000065;S;282,35;;6;2016
140000302;94000065;S;25,36;;9;2016
140000302;94000065;S;39,32;;10;2016
140000302;94000065;S;38,84;;11;2016
140000302;94000065;S;4,24;;12;2016
140000302;94000073;S;58,06;;1;2016
140000302;94000073;S;13,78;;2;2016
140000302;94000073;S;38,09;;3;2016
140000302;94000073;S;35,32;;4;2016
140000302;94000073;S;16,19;;5;2016
140000302;94000073;S;77,11;;6;2016
140000302;94000073;S;23,67;;7;2016
140000302;94000073;S;39,27;;8;2016
140000302;94000073;S;43,85;;9;2016
140000302;94000073;S;69,91;;10;2016
140000302;94000073;S;43,03;;11;2016
140000302;94000073;S;79,93;;12;2016
140000302;94000073;S;0,94;;13;2016
140000302;94000083;S;211,59;;1;2016
140000302;94000083;S;253,21;;2;2016
140000302;94000083;S;300,91;;3;2016
140000302;94000083;S;1.175,34;;7;2016
140000302;94000083;S;148,97;;8;2016
140000302;94000083;S;248,47;;9;2016
140000302;94000083;S;155,85;;10;2016
140000302;94000083;S;156,92;;11;2016
140000302;94000083;S;;83,68;12;2016
140000302;94000103;S;11,46;;1;2016
140000302;94000103;S;36,06;;2;2016
140000302;94000103;S;34,31;;3;2016
140000302;94000103;S;87,07;;4;2016
140000302;94000103;S;26,92;;5;2016
140000302;94000103;S;;18,75;6;2016
140000302;94000103;S;60,23;;7;2016
140000302;94000103;S;121,63;;8;2016
140000302;94000103;S;;119,88;9;2016
140000302;94000103;S;96,62;;10;2016
140000302;94000103;S;135,86;;11;2016
140000302;94000103;S;906,61;;12;2016
140000302;94000133;S;17.208,83;;1;2016
140000302;94000133;S;36,43;;2;2016
140000302;94000133;S;94,01;;3;2016
140000302;94000133;S;;58,88;4;2016
140000302;94000133;S;111,36;;5;2016
140000302;94000133;S;124,89;;6;2016
140000302;94000133;S;6.604,68;;7;2016
140000302;94000133;S;;19,38;8;2016
140000302;94000133;S;;41,01;9;2016
140000302;94000133;S;;51,30;10;2016
140000302;94000133;S;10.461,43;;11;2016
140000302;94000133;S;;2.904,89;12;2016
140000302;94000133;S;;7,98;13;2016
140000302;94000143;S;2,15;;1;2016
140000302;94000143;S;247,75;;4;2016
140000302;94000143;S;0,45;;5;2016
140000302;94000143;S;0,40;;6;2016
140000302;94000143;S;2,12;;7;2016
140000302;94000143;S;0,20;;8;2016
140000302;94000143;S;;146,69;9;2016
140000302;94000143;S;44,97;;11;2016
140000302;94000143;S;4,37;;12;2016
140000302;94000163;S;;3,40;11;2016
140000302;94000163;S;;28,08;12;2016
140000303;414100; ;;61.718,25;4;2016
140000303;414100; ;;6.271,48;5;2016
140000303;414100; ;;61.718,24;9;2016
140000303;416100; ;;210,24;1;2016
140000303;416100; ;;210,24;2;2016
140000303;416100; ;;210,24;3;2016
140000303;416100; ;;210,23;4;2016
140000303;416100; ;;210,24;5;2016
140000303;416100; ;;210,24;6;2016
140000303;416100; ;;26,23;7;2016
140000303;416100; ;;183,96;8;2016
140000303;416100; ;;183,96;9;2016
140000303;416100; ;;183,95;10;2016
140000303;416100; ;;183,96;11;2016
140000303;416100; ;;183,96;12;2016
140000303;416110; ;;5.175,77;1;2016
140000303;416110; ;;4.090,11;2;2016
140000303;416110; ;;4.089,77;3;2016
140000303;416110; ;;2.924,90;4;2016
140000303;416110; ;;2.874,96;5;2016
140000303;416110; ;;2.875,33;6;2016
140000303;416110; ;;4.319,26;7;2016
140000303;416110; ;;2.651,48;8;2016
140000303;416110; ;;3.228,70;9;2016
140000303;416110; ;;2.626,34;10;2016
140000303;416110; ;;2.621,90;11;2016
140000303;416110; ;;5.413,28;12;2016
140000303;416110; ;;59.699,70;13;2016
140000303;416180; ;;82,31;1;2016
140000303;416180; ;;82,36;2;2016
140000303;416180; ;;82,31;3;2016
140000303;416180; ;;82,36;4;2016
140000303;416180; ;;82,31;5;2016
140000303;416180; ;;82,36;6;2016
140000303;416180; ;;176,51;7;2016
140000303;416180; ;;95,77;8;2016
140000303;416180; ;;95,81;9;2016
140000303;416180; ;;95,77;10;2016
140000303;416180; ;;95,81;11;2016
140000303;416180; ;;385,51;12;2016
140000303;446100; ;;1.635,00;1;2016
140000303;446100; ;;837,00;2;2016
140000303;446100; ;;969,00;3;2016
140000303;446100; ;;1.338,00;4;2016
140000303;446100; ;;1.170,00;5;2016
140000303;446100; ;;873,00;6;2016
140000303;446100; ;;330,00;7;2016
140000303;446100; ;;1.641,00;8;2016
140000303;446100; ;;2.801,00;9;2016
140000303;446100; ;;1.319,00;10;2016
140000303;446100; ;;1.976,39;11;2016
140000303;446100; ;;1.153,00;12;2016
140000303;448200; ;;14.391,92;4;2016
140000303;448200; ;;14.890,51;8;2016
140000303;448700; ;;12,33;1;2016
140000303;448700; ;;5,99;2;2016
140000303;448700; ;;2,44;3;2016
140000303;448700; ;;4,22;4;2016
140000303;448700; ;;24,88;6;2016
140000303;448700; ;;4,84;7;2016
140000303;448700; ;;3,31;8;2016
140000303;448700; ;;16,40;9;2016
140000303;448700; ;;24,93;10;2016
140000303;448700; ;;13,43;11;2016
140000303;448700; ;;3,20;12;2016
140000303;448800; ;;1.564,07;9;2016
140000303;458200; ;;14.872,27;13;2016
140000303;458210; ;;3.795,32;13;2016
140000303;458220; ;;9.845,81;13;2016
140000303;458310; ;;105,45;1;2016
140000303;458310; ;;35,56;10;2016
140000303;461500; ;;5,37;13;2016
140000303;469100; ;;662,36;2;2016
140000303;469100; ;;642,97;11;2016
140000303;469100; ;;1.643,23;13;2016
140000303;501100; ;5.959,63;;1;2016
140000303;501100; ;5.959,47;;2;2016
140000303;501100; ;5.601,40;;3;2016
