EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2012;12080;D.G. Asuntos Europeos y Acción Exterior;No operativo
2012;1250;Ingresos de Secciones Presupuestarias;Ingresos de Secciones Presupuestarias
2012;12500;Ingresos de Secciones Presupuestarias;Ingresos de Secciones Presupuestarias
2012;1251;Ingresos Servicio Provincial de Zaragoza;Ingresos Servicio Provincial de Zaragoza
2012;12510;Ingresos Servicio Provincial de Zaragoza;Ingresos Servicio Provincial de Zaragoza
2012;1252;Ingresos Servicio Provincial de Huesca;Ingresos Servicio Provincial de Huesca
2012;12520;Ingresos Servicio Provincial de Huesca;Ingresos Servicio Provincial de Huesca
2012;1253;Ingresos Servicio Provincial de Teruel;Ingresos Servicio Provincial de Teruel
2012;12530;Ingresos Servicio Provincial de Teruel;Ingresos Servicio Provincial de Teruel
2012;13;O.Púb.,Urbanismo,Vivienda y Transportes;Obras Públicas, Urbanismo, Vivienda y Transportes
2012;1300;Ingresos O.P., Urbanismo Viv. y Ttes;Ingresos de Obras Públicas, Urbanismo, Vivienda y Transportes
2012;13000;Ingresos O.P., Urbanismo Viv. y Ttes;Ingresos de Obras Públicas, Urbanismo, Vivienda y Transportes
2012;1301;S.G.T. O.P., Urbanismo,Vivienda y Ttes.;Secretaría General Técnica de Obras Públicas, Urbanismo, Vivienda y Transportes
2012;13010;S.G.T. O.P., Urbanismo,Vivienda y Ttes.;Secretaría General Técnica de Obras Públicas, Urbanismo, Vivienda y Transportes
2012;1302;Dirección General de Carreteras;Dirección General de Carreteras
2012;13020;Dirección General de Carreteras;Dirección General de Carreteras
2012;1303;Dirección General de Urbanismo;Dirección General de Urbanismo
2012;13030;Dirección General de Urbanismo;Dirección General de Urbanismo
2012;1304;D.G. Transportes y Planif. de Infraestr.;Dirección General de Transportes y Planificación de Infraestructuras
2012;13040;D.G. Transportes y Planif. de Infraestr.;Dirección General de Transportes y Planificación de Infraestructuras
2012;1305;D.G. de Vivienda y Rehabilitación;Dirección General de Vivienda y Rehabilitación
2012;13050;D.G. de Vivienda y Rehabilitación;Dirección General de Vivienda y Rehabilitación
2012;14;Agricultura, Ganadería y Medio Ambiente;Agricultura, Ganadería y Medio Ambiente
2012;1400;Ingresos Agricultura,Ganad. y Medio Amb.;Ingresos de Agricultura, Ganadería y Medio Ambiente
2012;14000;Ingresos Agricultura,Ganad. y Medio Amb.;Ingresos de Agricultura, Ganadería y Medio Ambiente
2012;1401;S.G.T. de Agricultura,Ganadería y M.Amb.;Secretaría General Técnica de Agricultura, Ganadería y Medio Ambiente
2012;14010;S.G.T. de Agricultura,Ganadería y M.Amb.;Secretaría General Técnica de Agricultura, Ganadería y Medio Ambiente
2012;14011;AGRI-Sevicio Provincial de Huesca;AGRI - Servicio Provincial de Huesca
2012;14012;AGRI-Sevicio Provincial de Teruel;AGRI - Servicio Provincial de Teruel
2012;14013;AGRI-Sevicio Provincial de Zaragoza;AGRI - Servicio Provincial de Zaragoza
2012;1402;Dirección General de Producción Agraria;Dirección General de Producción Agraria
2012;14020;Dirección General de Producción Agraria;Dirección General de Producción Agraria
2012;1403;D.G. de Alimentac. y Fto Agroalimentario;Dirección General de Alimentación y Fomento Agroalimentario
2012;14030;D.G. de Alimentac. y Fto Agroalimentario;Dirección General de Alimentación y Fomento Agroalimentario
2012;1404;D.G. Conservación del Medio Natural;Dirección General de Conservación del Medio Natural
2012;14040;D.G. Conservación del Medio Natural;Dirección General de Conservación del Medio Natural
2012;1405;Dirección General de Desarrollo Rural;Dirección General de Desarrollo Rural
2012;14050;Dirección General de Desarrollo Rural;Dirección General de Desarrollo Rural
2012;1406;D.G. de Gestión Forestal;Dirección General de Gestión Forestal
2012;14060;D.G. de Gestión Forestal;Dirección General de Gestión Forestal
2012;1407;D.G. de Calidad Ambiental;Dirección General de Calidad Ambiental
2012;14070;D.G. de Calidad Ambiental;Dirección General de Calidad Ambiental
2012;15;Economía y Empleo;Economía y Empleo
2012;1500;Ingresos de Economía y Empleo;Ingresos de Economía y Empleo
2012;15000;Ingresos de Economía y Empleo;Ingresos de Economía y Empleo
2012;1501;S.G.T. de Economía y Empleo;Secretaría General Técnica de Economía y Empleo
2012;15010;S.G.T. de Economía y Empleo;Secretaría General Técnica de Economía y Empleo
2012;1505;D.G. de Turismo;Dirección General de Turismo
2012;15050;Dirección General de Turismo;Dirección General de Turismo
2012;1506;Dirección General de Economía;Dirección General de Economía
2012;15060;Dirección General de Economía;Dirección General de Economía
2012;1507;Dirección General de Trabajo;Dirección General de Trabajo
2012;15070;Dirección General de Trabajo;Dirección General de Trabajo
2012;16;Sanidad, Bienestar Social y Familia;Sanidad, Bienestar Social y Familia
2012;1600;Ingresos Sanidad, B. Social y Familia;Ingresos de Sanidad, Bienestar Social y Familia
2012;16000;Ingresos Sanidad, B. Social y Familia;Ingresos de Sanidad, Bienestar Social y Familia
2012;1601;S.G.T. de Sanidad, B. Social y Familia;Secretaría General Técnica de Sanidad, Bienestar Social y Familia
2012;16010;S.G.T. de Sanidad, B. Social y Familia;Secretaría General Técnica de Sanidad, Bienestar Social y Familia
2012;1602;D.G. de Planificación y Aseguramiento;Dirección General de Planificación y Aseguramiento
2012;16020;D.G. de Planificación y Aseguramiento;Dirección General de Planificación y Aseguramiento
2012;1603;Dirección General de Consumo;Dirección General de Consumo
2012;16030;Dirección General de Consumo;Dirección General de Consumo
2012;1604;Dirección General de Salud Pública;Dirección General de Salud Pública
2012;16040;Dirección General de Salud Pública;Dirección General de Salud Pública
2012;1605;D.G. de Calidad y Atención al Usuario;Dirección General de Calidad y Atención al Usuario
2012;16050;D.G. de Calidad y Atención al Usuario;Dirección General de Calidad y Atención al Usuario
2012;1606;D.G. de Familia;Dirección General de Familia
2012;16060;D.G. de Familia;Dirección General de Familia
2012;1607;D.G. de Bienestar Social y Dependencia;Dirección General de Bienestar Social y Dependencia
2012;16070;D.G. de Bienestar Social y Dependencia;Dirección General de Bienestar Social y Dependencia
2012;16220;S,BS y F-Sevicio Provincial de Huesca;AGRI - Servicio Provincial de Huesca
2012;16440;S,BS y F-Sevicio Provincial de Teruel;AGRI - Servicio Provincial de Huesca
2012;16500;S,BS y F-Sevicio Provincial de Zaragoza;AGRI - Servicio Provincial de Huesca
2012;17;Industria e Innovación;Industria e Innovación
2012;1700;Ingresos de Industria e Innovación;Ingresos de Industria e Innovación
2012;17000;Ingresos de Industria e Innovación;Ingresos de Industria e Innovación
2012;1701;SGT Industria e Innovación;Secretaría General Técnica de Industria e Innovación
2012;17010;SGT Industria e Innovación;Secretaría General Técnica de Industria e Innovación
2012;1702;D.G. de Industria y de la PYME;Dirección General de Industria y de la Pequeña y Mediana Empresa
2012;17020;D.G. de Industria y de la PYME;Dirección General de Industria y de la Pequeña y Mediana Empresa
2012;1703;D.G. Investigación e Innovación;Dirección General de Investigación e Innovación
2012;17030;D.G. Investigación e Innovación;Dirección General de Investigación e Innovación
2012;1704;D.G. Nuevas Tecnologías;Dirección General de Nuevas Tecnologías
2012;17040;D.G. Nuevas Tecnologías;Dirección General de Nuevas Tecnologías
2012;1705;Dirección General de Energía y Minas;Dirección General de Energía y Minas
2012;17050;Dirección General de Energía y Minas;Dirección General de Energía y Minas
2012;1706;Dirección General Comercio y Artesanía;Dirección General Comercio y Artesanía
2012;17060;Dirección General Comercio y Artesanía;Dirección General Comercio y Artesanía
2012;18;Educación, Universidad,Cultura y Deporte;Educación, Universidad, Cultura y Deporte
2012;1800;Ingresos Educ,Univ, Cultura y Deporte;Ingresos de Educación, Universidad, Cultura y Deporte
2012;18000;Ingresos Educ,Univ, Cultura y Deporte;Ingresos de Educación, Universidad, Cultura y Deporte
2012;1801;S.G.T. Educación,Univ.,Cultura y Deporte;Secretaría General Técnica de Educación, Universidad, Cultura y Deporte
2012;18010;S.G.T. Educación,Univ.,Cultura y Deporte;Secretaría General Técnica de Educación, Universidad, Cultura y Deporte
2012;1802;D.G. de Universidades;Dirección General de Universidades
2012;18020;D.G. de Universidades;Dirección General de Universidades
2012;1803;D.G. de Ordenación Académica;Dirección General de Ordenación Académica
2012;18030;D.G. de Ordenación Académica;Dirección General de Ordenación Académica
2012;1804;Dirección General de Gestión de Personal;Dirección General de Gestión de Personal
2012;18040;Dirección General de Gestión de Personal;Dirección General de Gestión de Personal
2012;1805;D.G. Política Educativa y Educación Perm;Dirección General de Política Educativa y Educación Permanente
2012;18050;D.G. Política Educativa y Educación Perm;Dirección General de Política Educativa y Educación Permanente
2012;1806;Dirección General de Cultura;Dirección General de Cultura
2012;18060;Dirección General de Cultura;Dirección General de Cultura
2012;1807;Dirección General de Patrimonio Cultural;Dirección General de Patrimonio Cultural
2012;18070;Dirección General de Patrimonio Cultural;Dirección General de Patrimonio Cultural
2012;1808;Dirección General de Deporte;Dirección General de Deporte
2012;18080;Dirección General de Deporte;Dirección General de Deporte
2012;26;A las Administraciones Comarcales;A las Administraciones Comarcales
2012;2600;"Ingresos de ""A las Adm. Comarcales""";"Ingresos de ""A las Administraciones Comarcales"""
2012;26000;"Ingresos de ""A las Adm. Comarcales""";"Ingresos de ""A las Administraciones Comarcales"""
2012;2601;Comarca de la Jacetania;Comarca de la Jacetania
2012;26010;Comarca de la Jacetania;Comarca de la Jacetania
2012;2602;Comarca del Alto Gállego;Comarca del Alto Gállego
2012;26020;Comarca del Alto Gállego;Comarca del Alto Gállego
2012;2603;Comarca de Sobrarbe;Comarca de Sobrarbe
2012;26030;Comarca de Sobrarbe;Comarca de Sobrarbe
2012;2604;Comarca de la Ribagorza;Comarca de la Ribagorza
2012;26040;Comarca de la Ribagorza;Comarca de la Ribagorza
2012;2605;Comarca de Cinco Villas;Comarca de Cinco Villas
2012;26050;Comarca de Cinco Villas;Comarca de Cinco Villas
2012;2606;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2012;26060;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2012;2607;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2012;26070;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2012;2608;Comarca de Cinca Medio;Comarca de Cinca Medio
2012;26080;Comarca de Cinca Medio;Comarca de Cinca Medio
2012;2609;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2012;26090;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2012;2610;Comarca de los Monegros;Comarca de los Monegros
2012;26100;Comarca de los Monegros;Comarca de los Monegros
2012;2611;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2012;26110;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2012;2612;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2012;26120;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2012;2613;Comarca de Campo de Borja;Comarca de Campo de Borja
2012;26130;Comarca de Campo de Borja;Comarca de Campo de Borja
2012;2614;Comarca del Aranda;Comarca del Aranda
2012;26140;Comarca del Aranda;Comarca del Aranda
2012;2615;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2012;26150;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2012;2616;Comarca de Valdejalón;Comarca de Valdejalón
2012;26160;Comarca de Valdejalón;Comarca de Valdejalón
2012;2617;Delimitación Comarcal de Zaragoza;Comarca de Zaragoza
2012;26170;Delimitación Comarcal de Zaragoza;Comarca de Zaragoza
2012;2618;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2012;26180;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2012;2619;Comarca Bajo Aragón-Caspe;Comarca Bajo Aragón-Caspe / Baix-Aragó-Casp
2012;26190;Comarca Bajo Aragón-Caspe;Comarca Bajo Aragón-Caspe / Baix-Aragó-Casp
2012;2620;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2012;26200;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2012;2621;Comarca de Campo de Cariñena;Comarca de Campo de Cariñena
2012;26210;Comarca de Campo de Cariñena;Comarca de Campo de Cariñena
2012;2622;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2012;26220;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2012;2623;Comarca del Bajo Martín;Comarca del Bajo Martín
2012;26230;Comarca del Bajo Martín;Comarca del Bajo Martín
2012;2624;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2012;26240;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2012;2625;Comarca del Jiloca;Comarca del Jiloca
2012;26250;Comarca del Jiloca;Comarca del Jiloca
2012;2626;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2012;26260;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2012;2627;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2012;26270;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2012;2628;Comarca del Bajo Aragón;Comarca del Bajo Aragón
2012;26280;Comarca del Bajo Aragón;Comarca del Bajo Aragón
2012;2629;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2012;26290;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2012;2630;Comarca de Maestrazgo;Comarca de Maestrazgo
2012;26300;Comarca de Maestrazgo;Comarca de Maestrazgo
2012;2631;Comarca de la Sierra de Albarracín;Comarca de la Sierra de Albarracín
2012;26310;Comarca de la Sierra de Albarracín;Comarca de la Sierra de Albarracín
2012;2632;Comarca de Gúdar- Javalambre;Comarca de Gúdar - Javalambre
2012;26320;Comarca de Gúdar- Javalambre;Comarca de Gúdar - Javalambre
2012;2633;Comarca del Matarraña/ Matarranya;Comarca del Matarraña / Matarranya
2012;26330;Comarca del Matarraña/ Matarranya;Comarca del Matarraña / Matarranya
2012;2634;Servicios Administraciones Comarcales;Fondo de Cohesión Comarcal
2012;26340;Servicios Administraciones Comarcales;Fondo de Cohesión Comarcal
2012;30;Diversos Departamentos;Diversos Departamentos
2012;3000;"Ingresos de ""Diversos Departamentos""";"Ingresos de ""Diversos Departamentos"""
2012;30000;"Ingresos de ""Diversos Departamentos""";"Ingresos de ""Diversos Departamentos"""
2012;3001;Fondo Contingencia Ejecución Presupuest.;Fondo de Contingencia de Ejecución Presupuestaria
2012;30010;Fondo Contingencia Ejecución Presupuest.;Fondo de Contingencia de Ejecución Presupuestaria
2012;3002;Fondo de Gastos de Personal;Fondo de Gastos de Personal
2012;30020;Fondo de Gastos de Personal;Fondo de Gastos de Personal
2012;3003;Deuda Pública;Deuda Pública
2012;30030;Deuda Pública;Deuda Pública
2012;3004;Empresas Públicas y participadas;Empresas Públicas y participadas
2012;30040;Empresas Públicas y participadas;Empresas Públicas y participadas
2012;51;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2012;5100;Ingresos del Inst. Aragonés de Empleo;Ingresos del Instituto Aragonés de Empleo
2012;51000;Ingresos del Inst. Aragonés de Empleo;Ingresos del Instituto Aragonés de Empleo
2012;5101;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2012;51010;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2012;51011;INAEM - Servicio Provincial de Huesca;INAEM - Servicio Provincial de Huesca
2012;51012;INAEM - Servicio Provincial de Teruel;INAEM - Servicio Provincial de Teruel
2012;51013;INAEM - Servicio Provincial de Zaragoza;INAEM - Servicio Provincial de Zaragoza
2012;52;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2012;5200;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2012;52000;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2012;5201;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2012;52010;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2012;5205;Ctro. Gestión Integrada Proyectos Corp.;Centro de Gestión Integrada Proyectos Corporativos
2012;52050;Ctro. Gestión Integrada Proyectos Corp.;Centro de Gestión Integrada Proyectos Corporativos
2012;5206;Gerencia 061 Aragon;Gerencia 061 Aragon
2012;52061;Gerencia 061 Aragon;Gerencia 061 Aragon
2012;52AL;Gerencia Sector Alcañiz;Gerencia Sector Alcañiz
2012;52AL1;Gerencia Sector Alcañiz;Gerencia Sector Alcañiz
2012;52AL2;Hospital de  Alcañiz;Hospital de  Alcañiz
2012;52AL3;Atención Primaria Sector Alcañiz;Atención Primaria Sector Alcañiz
2012;52BA;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2012;52BA1;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2012;52BA2;Hospital Barbastro;Hospital de Barbastro
2012;52BA3;Centro Sociosanitario de Fraga;Centro Sociosanitario de Fraga
2012;52BA4;Atención Primaria Sector Barbastro;Atención Primaria Sector Barbastro
2012;52CA;Gerencia Sector Calatayud;Gerencia Sector Calatayud
2012;52CA1;Gerencia Sector Calatayud;Gerencia Sector Calatayud
2012;52CA2;Hospital Ernest Lluch Martin;Hospital Ernest Lluch Martin de Calatayud
2012;52CA3;Atención Primaria Sector Calatayud;Atención Primaria Sector Calatayud
2012;52HU;Gerencia Sector Huesca;Gerencia Sector Huesca
2012;52HU1;Gerencia Sector Huesca;Gerencia Sector Huesca
2012;52HU2;Hospital San Jorge de Huesca;Hospital General San Jorge de Huesca
2012;52HU3;Hospital Sagrado Corazón de Jesús;Hospital Sagrado Corazón de Jesús
2012;52HU4;C.R.P. Santo Cristo de los Milagros;Centro de Rehabilitación Psicosocial Santo Cristo de los Milagros
2012;52HU5;Atención Primaria Sector Huesca;Atención Primaria Sector Huesca
2012;52TE;Gerencia Sector Teruel;Gerencia Sector Teruel
2012;52TE1;Gerencia Sector Teruel;Gerencia Sector Teruel
2012;52TE2;Hospital Obispo Polanco Teruel;Hospital Obispo Polanco Teruel
2012;52TE3;Hospital San José;Hospital San José
2012;52TE4;C.R.P. San Juan de Dios;Centro Rehabilitación Psicosocial San Juan de Dios
2012;52TE5;Atención Primaria Sector Teruel;Atención Primaria Sector Teruel
2012;52Z1;Gerencia Sector Zaragoza I;Gerencia Sector Zaragoza I
2012;52Z11;Gerencia Sector Zaragoza I;Gerencia Sector Zaragoza I
2012;52Z12;Hospital Royo Villanova;Hospital Royo Villanova
2012;52Z13;Hospital Nuestra Señora de Gracia;Hospital Nuestra Señora de Gracia
2012;52Z14;Atención Primaria Sector Zaragoza I;Atención Primaria Sector Zaragoza I
2012;52Z2;Gerencia Sector Zaragoza II;Gerencia Sector Zaragoza II
2012;52Z21;Gerencia Sector Zaragoza II;Gerencia Sector Zaragoza II
2012;52Z22;Hospital Universitario Miguel Servet;Hospital Universitario Miguel Servet
2012;52Z23;Atención Primaria Sector Zaragoza II;Atención Primaria Sector Zaragoza II
2012;52Z3;Gerencia Sector Zaragoza III;Gerencia Sector Zaragoza III
2012;52Z31;Gerencia Sector Zaragoza III;Gerencia Sector Zaragoza III
2012;52Z32;Hospital Clínico Universitario Lozano Bl;Hospital Clínico Universitario Lozano Blesa
2012;52Z33;H.Geriático San Jorge de Zaragoza;Hospital Geriático San Jorge de Zaragoza
2012;52Z34;C.R.P. Nuestra Señora del Pilar;Centro Rehabilitación Psicosocial Nuestra Señora del Pilar
2012;52Z35;Atención Primaria Sector Zaragoza III;Atención Primaria Sector Zaragoza III
2012;53;Instituto Aragonés de Servicios Sociales;Instituto Aragonés de Servicios Sociales
2012;5300;Ingresos Inst. Aragonés Serv. Sociales;Ingresos del Instituto Aragonés de Servicios Sociales
2012;53000;Ingresos Inst. Aragonés Serv. Sociales;Ingresos del Instituto Aragonés de Servicios Sociales
2012;5301;Instituto Aragonés de Servicios Sociales;Instituto Aragonés de Servicios Sociales
2012;53010;Instituto Aragonés de Servicios Sociales;Instituto Aragonés de Servicios Sociales
2012;53AAA;Acción concertada Plazas Mayores Huesca;Reserva y Ocupación de Plazas de Mayores en Huesca
2012;53AAB;Acción concertada Plazas Mayores Teruel;Reserva y Ocupación de Plazas de Mayores en Teruel
2012;53AAC;Acción concertada Plazas Mayores Zaragoz;Reserva y Ocupación de Plazas de Mayores en Zaragoza
2012;53ABA;Residencia de Mayores Ciudad de Huesca;"Residencia de Mayores ""Ciudad de Huesca"""
2012;53ABB;"Res.Mayores ""Sagrada Familia""-Huesca";"Residencia ""Sagrada Familia"" de Huesca"
2012;53ABC;"Res.Mayores ""San Blas""-Huesca";"Residencia ""San Blas de Huesca"""
2012;53ABD;"Res.Mayores ""Turia""-Teruel";"Residencia  de Mayores ""Turia"" de Teruel"
2012;53ABE;Residencia de Utrillas;Residencia de Utrillas
2012;53ABF;"Residencia de ""Mayores Ciudad de Albarra";"Residencia de ""Mayores Ciudad de Albarracín"""
2012;53ABG;"Res. de Mayores ""Javalambre"" Teruel";"Residencia de Mayores ""Javalambre"" de Teruel"
2012;53ABH;Res. de Mayores  de Movera;Residencia de Mayores de Movera
2012;53ABI;Res. de Mayores  de Borja;Residencia de Mayores de Borja
2012;53ABJ;"Res. Mayores ""Romareda"" Zaragoza";"Residencia de Mayores ""Romareda"" de Zaragoza"
2012;53ABK;Res. de Mayores de Alagon;Residencia de Mayores de Alagón
2012;53ABL;"Res. de Mayores ""Las Fuentes"" Zaragoza";"Residencia de Mayores ""Las Fuentes"" de Zaragoza"
2012;53ABM;Centro Asistencial de Calatayud;Centro Asistencial de Calatayud
2012;53ABN;"Centro Asistencial ""Hogar Doz"" Tarazona";"Centro Asistencial ""Hogar Doz"" Tarazona"
2012;53ABO;Res. Mayores Actur de Zaragoza;Instituto Aragonés de Servicios Sociales
2012;53ABP;"Res. Mayores ""Oliver"" Zaragoza";Residencia de Mayores del Barrio Oliver de Zaragoza
2012;53ABQ;"Res. Mayores ""Elías Martinez"" Zaragoza";"Residencia de Mayores ""Elías Martinez Santiago"" de Zaragoza"
2012;53ABR;Res. de Mayores de Utebo;Residencia de Mayores de Utebo
2012;53ABS;"Res. de Mayores ""Delicias"" - Zaragoza";Residencia de Mayores del Barrio Delicias - Zaragoza
