EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2012;12500;329019;91003;Tasa 19-S. Adtvod y Técnicos de juego;487.276,00
2012;12500;329020;91003;Tasa 20-Aut, Insp y actu. cen y est. farmaceúticos;75.000,00
2012;12500;329021;91003;Tasa 21-Aut. Insp. centros Servicios Sociales;30.000,00
2012;12500;329022;91003;Tasa 22-Inserción anuncios en el BOA;947.827,94
2012;12500;329023;91003;Tasa 23-Inscripción y Publicidad Asoc,Fun,CP y CCA;27.900,00
2012;12500;329024;91003;Tasa 24-Derechos Examen pruebas selectiva C.Aut.;160.000,00
2012;12500;329025;91003;Tasa 25-S. Registro Territorial P.Intelectual de A;9.971,46
2012;75000;329026;91003;Tasa 26-Tasa servicios gestión de los cotos;776.400,61
2012;75000;329028;91003;Tasa 28-Tasa ser.adm. protección del medio ambient;489.225,28
2012;75000;329029;91003;Tasa 29-Tasa S.Adm. conservación biodiversidad;17.320,48
2012;12500;329030;91003;Tasa 30-Tasa inscripción Reg. de org. modif. genét;12.000,00
2012;75000;329034;91003;Tasa 34-S. admtivos. calificación ambien act. clas;279.386,78
2012;73000;329035;91003;Tasa 35- Tasa eval. ensayos clínicos y p. sanitari;265.000,00
2012;12500;329037;91003;Tasa 37-Tasa dchos. de exam. pruebas de acceso FP;185.400,00
2012;12500;329038;91003;Tasa 38- S. admtvos diligencias bastanteo de poder;5.400,00
2012;12500;329039;91003;Tasa39-Insc pruebas obt. tit. postobligatorios;133.200,00
2012;12500;330000;91003;Precios Públicos del Laboratorio Agroalimentario;26.000,00
2012;51000;330002;91003;Precios Públicos de los Centros de Form del INAEM;2.800,00
2012;12500;330004;91003;Precios Públicos del Laboratorio Calidad Edificaci;20.600,00
2012;12500;330006;91003;Instalaciones deportivas;275.000,00
2012;12500;330007;91003;Actividades Deportivas;33.800,00
2012;72000;330009;91003;Tratamiento fosas sépticas;100.000,00
2012;73000;330010;91003;Servicios Investigación Biomédica;1.099.430,63
2012;12500;370000;91003;Casinos;1.985.000,00
2012;12500;370001;91003;Bingos;16.000.000,00
2012;12500;370002;91003;Máquinas recreativas;20.000.000,00
2012;12500;370003;91003;Loterías,rifas,boletos y combinaciones aleatorias;15.000,00
2012;12500;380100;91003;Reintegros de ejercicios cerrados;3.654.098,65
2012;74000;381100;91003;Reintegros de ejercicio corriente;53.000,00
2012;12500;390001;91003;DAÑOS EN CARRETERAS;110.000,00
2012;73000;390002;91003;Ingresos por cursos;30.000,00
2012;72000;395100;91003;Multas y sanciones;30.000,00
2012;53000;395100;91003;Multas y sanciones;135.000,00
2012;12500;395100;91003;Multas y sanciones;10.563.579,41
2012;72000;396100;91003;Ingresos diversos. Recursos eventuales;50.000,00
2012;12500;396100;91003;Ingresos diversos. Recursos eventuales;239.786,20
2012;76000;396100;91003;Ingresos diversos. Recursos eventuales;10.355.000,00
2012;12500;400050;91003;Fondo Suficiencia Global;323.812.800,00
2012;12500;400051;91003;Fondo de Garantía Servicios Públicos Fundamentales;33.868.800,00
2012;12500;400151;91003;Fondo de Garantía Serv Púb. Fund.-liq ej.anteriore;77.210.000,00
2012;12500;400152;91003;Fondo Cooperación Liquidación Ejerc. Anteriores;52.590.000,00
2012;12500;402099;39004;Otras subv Ind., Com y Turism y Cienc, Tecn y Univ;88.500,00
2012;12500;403000;34001;Ayudas complementarias a la Política Agraria Común;740.000,00
2012;12500;403004;91003;Estadística agraria;125.387,20
2012;12500;403099;34011;Otras subvenciones de Agricultura y Alimentación;240.000,00
2012;12500;403099;34045;Otras subvenciones de Agricultura y Alimentación;68.000,00
2012;12500;404000;39005;Ayudas a jubilación y reestructuración de empresas;261.824,32
2012;12500;404003;35005;Pensiones a ancianos y enfermos;67.000,00
2012;12500;404005;91003;Plan de desarrollo gitano;22.000,00
2012;12500;404008;35008;Prevención de malos tratos a la infancia;40.336,55
2012;12500;404010;35007;Plan acción integral de personas con discapacidad;45.672,17
2012;12500;404013;35002;Información sobre acción social;12.020,00
2012;12500;404016;35004;Menores infractores;61.948,95
2012;12500;404019;39046;Plan de integración social de inmigrantes;1.035.134,13
2012;12500;404020;35011;Plan Acción a favor de pers. situación dependencia;60.000.000,00
2012;12500;404020;91003;Plan Acción a favor de pers. situación dependencia;5.000.000,00
2012;12500;404021;39054;Víctimas violencia de género;100.000,00
2012;51000;404099;39071;Otras subv. Empleo y de Servicios Sociales;11.646,60
2012;12500;405001;39015;Fomento de la donación y trasplante de órganos;85.264,74
2012;12500;405002;39017;Prevención del S.I.D.A.;165.215,36
2012;12500;405003;39018;Actuaciones en drogodependencias;840.900,52
2012;12500;405004;39019;Prevención de enfermedades emergentes;71.434,92
2012;12500;405005;39016;Junta Arbitral de Consumo;19.321,77
2012;12500;405006;39027;Políticas de cohesión y estrategias de salud;603.174,00
2012;12500;405007;39049;Form.Cont.Uso racional del medicamento para médic.;617.572,87
2012;73000;405099;39020;Otras subvenciones en materia de Salud y Consumo;2.548.436,41
2012;73000;405099;39053;Otras subvenciones en materia de Salud y Consumo;978.791,30
2012;12500;407008;39068;Subvenciones Educación y Ciencia;49.000,00
2012;12500;407010;39024;Escuelas viajeras;70.000,00
2012;12500;407013;39025;Plan rest,utiliz. Educat. pueblos abandon.:Bubal;117.000,00
2012;12500;407014;39033;Rutas literarias;46.000,00
2012;12500;412001;55001;Escuelas Taller;75.503,68
2012;51000;413000;33002;Conferencia Sectorial de Empleo;1.153.544,92
2012;51000;413000;33004;Conferencia Sectorial de Empleo;29.844.182,29
2012;51000;413000;33005;Conferencia Sectorial de Empleo;41.082.437,07
2012;51000;413000;33006;Conferencia Sectorial de Empleo;2.490.000,00
2012;12500;420000;91003;"Fondo programa de ""Ahorro e incapacidad temporal""";9.430.933,87
2012;12500;420001;91003;Compens. asistencia sanitaria conting. prof.;1.631.461,39
2012;12500;421001;91003;Plan Acción a favor de pers. situación dependencia;10.000.000,00
2012;12500;440001;39050;De IDAE para el  fomento ahorro energético;700.800,00
2012;74000;450008;91003;Aportaciones Departamentos D.G.A.;149.450,00
2012;73000;470009;72009;Otras subvenciones de empresas;1.778.750,41
2012;74000;470009;91003;Otras subvenciones de empresas;550,00
2012;72000;492100;14101;Programa Operativo FEDER 2007-2013;33.060,06
2012;12500;492100;14101;Programa Operativo FEDER 2007-2013;62.734,00
2012;12500;492101;14103;Programa Operativo FEDER 2007-2013 proyecto HITO;18.000,00
2012;12500;493000;11101;Fondo Social Europeo- Objetivo 3;553.357,85
2012;12500;493100;11101;Fondo Social Europeo- Programa Operativo 2007-2013;12.285.327,79
2012;12500;493100;14102;Fondo Social Europeo- Programa Operativo 2007-2013;201.232,41
2012;12500;496000;12101;Agricultura -Política Agraria Común;445.100.000,00
2012;12500;496009;12101;Agricultura- Otras subvenciones corrientes;110.000,00
2012;12500;497000;12102;Fondo Europeo Agrícola de Desarrollo Rural;292.550,00
2012;12500;499000;19001;Punto de Información Europea;25.000,00
2012;12500;499099;19004;Otras subvenciones del exterior;500.000,00
2012;73000;499099;19090;Otras subvenciones del exterior;439.988,79
2012;77000;520000;91003;Intereses;300,00
2012;54000;520000;91003;intereses;1.500,00
2012;55000;520000;91003;Intereses;3.000,00
2012;71000;520000;91003;Intereses;3.000,00
2012;74000;520000;91003;Intereses;4.000,00
2012;76000;520000;91003;Intereses;12.000,00
2012;75000;520000;91003;Intereses;15.000,00
2012;73000;520000;91003;Intereses;25.000,00
2012;51000;520000;91003;Intereses;30.000,00
2012;52000;520000;91003;Intereses;50.000,00
2012;53000;520000;91003;Intereses;300.000,00
2012;72000;520000;91003;Intereses;300.000,00
2012;12500;520000;91003;Intereses;5.000.300,00
2012;12500;520050;91003;De las Cortes de Aragón;80.000,00
2012;12500;540008;91003;Arrendamientos de locales;900,00
2012;12500;540009;91003;Alquileres de viviendas;450.000,00
2012;12500;550001;91003;Cánones de concesiones;2.500.000,00
2012;74000;552000;91003;De investigación agraria (Patentes);60.000,00
2012;12500;552003;91003;De protección y gestión de los montes;582.636,00
2012;74000;552005;91003;Aprovechamientos de fincas agrícolas;109.936,00
2012;12500;553000;91003;Cánones de I.T.V. privadas;4.350.000,00
2012;74000;553009;91003;Otros cánones;64,00
2012;76000;553009;91003;Otros cánones;400,00
2012;12500;590000;91003;Ingresos por viviendas de promoción pública;4.112.000,00
2012;12500;600000;91003;Venta de terrenos;800.000,00
2012;12500;610000;91003;Venta de inversiones reales- Varios;200.000,00
2012;12500;620000;91003;Venta de inmuebles;11.000.000,00
2012;12500;702001;36004;Acciones prioritarias: incendios forestales;2.902.998,00
2012;12500;702002;36008;AREAS INFLUENCIA SOCIO-ECON. PARQUES NACIONALES;450.000,00
2012;12500;702006;39032;Convenio protección recursos barranco de Bailín;1.800.000,00
2012;12500;702006;39077;Convenio protección recursos barranco de Bailín;7.777.310,00
2012;12500;702009;36001;Otras subvenciones en materia de Medio Ambiente;895.349,53
2012;12500;702009;36006;Otras subvenciones en materia de Medio Ambiente;12.000,00
2012;12500;704002;39001;Plan de vivienda;22.037.223,00
2012;12500;705006;34013;Campañas de sanidad animal;150.000,00
2012;12500;705006;34014;Campañas de sanidad animal;800.000,00
2012;12500;705006;34021;Campañas de sanidad animal;1.000.000,00
2012;12500;705006;34039;Campañas de sanidad animal;200.000,00
2012;12500;705007;34025;Agrupación Defensa Sanitaria;1.600.000,00
2012;12500;705008;34006;Apicultura;120.000,00
2012;12500;705009;32300;Otras subvenciones de capital;14.200.000,00
2012;12500;705009;34005;Otras subvenciones de capital;3.236.000,00
2012;12500;705009;34020;Otras subvenciones de capital;1.774.000,00
2012;12500;705009;34024;Otras subvenciones de capital;100.000,00
2012;12500;705009;34044;Otras subvenciones de capital;2.581.000,00
2012;12500;705009;34046;Otras subvenciones de capital;3.300.000,00
2012;12500;705009;34047;Otras subvenciones de capital;2.212.000,00
2012;12500;705009;34050;Otras subvenciones de capital;600.000,00
2012;12500;705009;34051;Otras subvenciones de capital;900.000,00
2012;12500;705009;34054;Otras subvenciones de capital;500.000,00
2012;12500;705009;34056;Otras subvenciones de capital;35.115,54
2012;12500;705009;39085;Otras subvenciones de capital;1.131.206,42
2012;12500;705010;34026;Agrup.Tratam. Integrado Agricultura (ATRIAS);200.000,00
2012;12500;705011;34019;Calidad de la carne;150.000,00
2012;12500;705013;34015;Semillas y plantas de viveros;115.000,00
2012;12500;705014;34007;Industrias Agrarias;5.860.000,00
2012;12500;705015;34043;Modernización de explotaciones;6.205.000,00
2012;12500;705017;34017;Lucha contra agentes nocivos;500.000,00
2012;12500;705017;34018;Lucha contra agentes nocivos;125.000,00
2012;12500;705018;34023;Control lechero;70.000,00
2012;12500;705021;34004;Agroambientales;5.575.000,00
2012;12500;705022;34031;Cese anticipado;482.000,00
2012;12500;705025;34032;Indemnización compensatoria básica;3.200.000,00
2012;12500;705026;34016;Nuevas variedades vegetales;43.000,00
2012;12500;705028;34038;Plan de fomento del sector equino;40.000,00
2012;12500;705030;34037;Reconversión de plantaciones frutícolas;1.250.000,00
2012;12500;705032;34049;Ayudas del Fondo Europeo de Pesca;30.000,00
2012;12500;705035;34053;Plan nacional de subproductos;300.000,00
2012;12500;705036;34052;Planes ordenación sector porcino;200.000,00
2012;12500;705053;39085;Desarrollo Rural Sostenible;2.924.384,45
2012;12500;707001;39041;Otras subvenciones de Educación, Cultura y Deporte;68.000,00
2012;74000;707003;39037;Plan Nacional de Investigación;589.296,03
2012;12500;707004;39003;Proyectos de investigación del I.N.I.A.;60.000,00
2012;51000;708000;33002;Conferencia Sectorial de Empleo;517.614,08
2012;12500;709001;32200;Plan Especial de Teruel;30.000.000,00
2012;12500;709003;39004;Plan de Modernización Comercio Interior;161.300,00
2012;73000;709009;39020;Otras subvenciones de capital;576.066,25
2012;73000;709009;39053;Otras subvenciones de capital;863.659,16
2012;12500;719003;32100;Plan de la Minería;12.000.000,00
2012;74000;719009;39044;Transferencias de otros Organismos Autónomos;5.100,00
2012;74000;719011;39003;Instituto Nacional Investigación y Tecnología Agra;850.489,00
2012;74000;719011;39035;Instituto Nacional Investigación y Tecnología Agra;81.037,00
2012;74000;719011;39044;Instituto Nacional Investigación y Tecnología Agra;30.530,00
2012;12500;740001;39050;De IDAE para el  fomento ahorro energético;7.234.329,55
2012;74000;750001;55007;Proyectos demostración - Invest. Agroaliment.;10.000,00
2012;74000;750008;55007;Aportaciones Departamentos D.G.A.;335.585,00
2012;74000;760009;51007;Otras subvenciones de Diputaciones Provinciales;32.000,00
2012;74000;770009;55007;Otras transferencias de empresas;3.000,00
2012;73000;770009;72009;Otras transferencias de empresas;200.000,00
2012;74000;770010;71008;proyectos producción y transferencia conocimiento;100.000,00
2012;71000;792100;14101;Programa Operativo FEDER 2007-2013;2.325.000,00
2012;12500;792100;14101;Programa Operativo FEDER 2007-2013;9.341.622,08
2012;74000;792100;39110;Programa Operativo FEDER 2007-2013;94.596,97
2012;12500;796000;12101;Fondo Europeo Agrícola de Garantía;1.387.560,00
2012;12500;796002;12101;Plan Nacional Apícola;240.000,00
2012;12500;797000;12102;Forestación;1.475.000,00
2012;12500;797001;12102;Agroambientales;11.150.000,00
2012;12500;797002;12102;Cese Anticipado;356.000,00
2012;12500;797003;12102;Indemnización Compensación Básica;6.400.000,00
2012;12500;797004;12102;Modernización explotaciones, incorporación jóvenes;6.499.000,00
2012;12500;797006;12102;Modernización de regadíos;8.590.000,00
2012;12500;797008;12102;P.D.R.- Renov., dllo de pueblos y patrimonio rural;3.351.000,00
2012;12500;797009;12102;P.D.R.- Diversif. actividades en el ámbito agrario;6.700.000,00
2012;12500;797011;12102;PDR Formación;141.410,49
2012;12500;797012;12102;P.D.R.- Transf. y comercializ. productos agrícolas;4.335.000,00
2012;12500;797013;12102;PDR Medidas forestales;4.026.664,64
2012;12500;797014;12102;PDR Concentración  parcelaria;2.420.000,00
2012;12500;797018;12102;PDR Protección del  Medio Ambiente;2.765.849,53
2012;12500;797019;12102;P.D.R.-  Recuperación daños desastres naturales;44.000,00
2012;12500;797099;12102;Otras transferencias de capital;49.152,54
2012;12500;798000;15101;Fondo Europeo de Pesca;116.000,00
2012;12500;799000;19003;Otras subvenciones del exterior;24.000,00
2012;73000;799000;19090;Otras subvenciones del exterior;48.200,00
2012;74000;799000;19090;Otras subvenciones del exterior;100.000,00
2012;12500;821000;91003;Reintegros varios de préstamos a largo plazo;2.440.133,53
2012;72000;821001;91003;Reintegros préstamos, convenios con Ayuntamientos;809.000,00
2012;12500;821001;91003;Reintegros préstamos, convenios con Ayuntamientos;3.700.000,00
2012;12500;900000;91003;Emisión de Deuda Pública- Ley de Presupuestos 2012;456.000.000,00
2012;12500;920000;91003;Préstamos recibidos Ley de Presupuestos 2012;400.000.000,00
;;;;;
