EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2016;01010;1111;203000;91002;"Arrendamientos maquinaria, instalación y utillaje";2000
2016;01010;1111;206000;91002;Arrendamientos de equipos procesos de información;178521,73
2016;01010;1111;212000;91002;Rep. y conservación edificios y otras construcc.;123000
2016;01010;1111;213000;91002;"Rep. y conserv. maquinaria,instalaciones,utillaje";105000
2016;01010;1111;214000;91002;Reparación y conservación material de transporte;8160
2016;01010;1111;215000;91002;Reparación y conservación de mobiliario y enseres;10000
2016;01010;1111;216000;91002;Rep. y conserv. equipos procesos de información;96800
2016;01010;1111;220000;91002;Ordinario no inventariable;17000
2016;01010;1111;220001;91002;Mobiliario y enseres;10000
2016;01010;1111;220002;91002;"Prensa, revistas y publicaciones periódicas";124460
2016;01010;1111;220003;91002;Libros y otras publicaciones;80413
2016;01010;1111;220004;91002;Material informático;14500
2016;01010;1111;221000;91002;Energía eléctrica;367200
2016;01010;1111;221001;91002;Agua;1020
2016;01010;1111;221003;91002;Combustibles;10000
2016;01010;1111;221004;91002;Vestuario;20000
2016;01010;1111;221009;91002;Otros suministros;40000
2016;01010;1111;222000;91002;Telefónicas;197493,01
2016;01010;1111;222001;91002;Postales;10000
2016;01010;1111;222002;91002;Telegráficas;600
2016;01010;1111;222009;91002;Otras comunicaciones;8000
2016;01010;1111;223000;91002;Transporte;30000
2016;01010;1111;224001;91002;Primas de vehículos;6120
2016;01010;1111;224002;91002;Primas de otro inmovilizado;16000
2016;01010;1111;225000;91002;Tributos locales;5500
2016;01010;1111;226001;91002;Atenciones protocolarias y representativas;60000
2016;01010;1111;226002;91002;Gastos de divulgación y promoción;75000
2016;01010;1111;226005;91002;Reuniones y conferencias;25000
2016;01010;1111;226009;91002;Otros gastos diversos;12000
2016;01010;1111;227000;91002;Limpieza y aseo;325000
2016;01010;1111;227001;91002;Seguridad;675621,49
2016;01010;1111;227003;91002;Postales;7000
2016;01010;1111;227004;91002;"Custodia, depósito y almacenaje";7500
2016;01010;1111;227006;91002;Estudios y trabajos técnicos;10000
2016;01010;1111;227009;91002;Otros trabajos realizados por otras empresas;580379,24
2016;01010;1111;230000;91002;Dietas;505000
2016;01010;1111;231000;91002;Locomoción;505000
2016;01010;1111;239000;91002;Otras indemnizaciones;30000
2016;01010;1111;250000;91002;Gastos en pruebas selectivas;5000
2016;01010;1111;251000;91002;Realización de cursos de formación interna;5000
2016;01010;1111;359000;91002;"Otros gastos de depósitos, fianzas y avales";601
2016;01010;1111;480189;91002;Subvenciones a Grupos Parlamentarios;3429459,64
2016;01010;1111;480190;91002;Conciertos y convenios de las Cortes de Aragón;122092,04
2016;01010;1111;480399;91002;Ayudas memoria histórica;50000
2016;01010;1111;603000;91002;"Maquinaria, instalación y utillaje";60000
2016;01010;1111;606000;91002;Equipos para procesos de información;22000
2016;01010;1111;609000;91002;Inmovilizado Inmaterial;33500
2016;01010;1111;780004;91002;Ayudas para Países más Desfavorecidos;80000
2016;01010;1113;120000;91002;Sueldos de Personal Funcionario;51086,64
2016;01010;1113;120005;91002;Trienios de Personal Funcionario;22085,76
2016;01010;1113;120006;91002;Pagas extraordinarias de Personal Funcionario;19063,76
2016;01010;1113;121000;91002;Complemento de destino de Personal Funcionario;23694,84
2016;01010;1113;121001;91002;Complemento específico de Personal Funcionario;17515,32
2016;01010;1113;130000;91002;Salario base de Personal Laboral Fijo;23696,04
2016;01010;1113;130001;91002;Antigüedad de Personal Laboral Fijo;14019,72
2016;01010;1113;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;8227,1
2016;01010;1113;130003;91002;Otras remuneraciones de Personal Laboral Fijo;12390,12
2016;01010;1113;150000;91002;Productividad fija de Funcionarios;4905,48
2016;01010;1113;160000;91002;Seguridad social;42897,69
2016;01010;1113;212000;91002;Rep. y conservación edificios y otras construcc.;10000
2016;01010;1113;213000;91002;"Rep. y conserv. maquinaria,instalaciones,utillaje";1500
2016;01010;1113;220001;91002;Mobiliario y enseres;6000
2016;01010;1113;220003;91002;Libros y otras publicaciones;10000
2016;01010;1113;221009;91002;Otros suministros;15000
2016;01010;1113;226002;91002;Gastos de divulgación y promoción;75000
2016;01010;1113;227000;91002;Limpieza y aseo;45000
2016;01010;1113;227001;91002;Seguridad;199422,54
2016;01010;1113;227006;91002;Estudios y trabajos técnicos;4000
2016;01010;1113;227009;91002;Otros trabajos realizados por otras empresas;380000
2016;01010;1113;359000;91002;"Otros gastos de depósitos, fianzas y avales";601
2016;01020;1112;100000;91002;Retribuciones básicas de Altos Cargos;28372,68
2016;01020;1112;100001;91002;Otras remuneraciones de Altos Cargos;42801,92
2016;01020;1112;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;371844,22
2016;01020;1112;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;352686,32
2016;01020;1112;120000;91002;Sueldos de Personal Funcionario;126027,6
2016;01020;1112;120005;91002;Trienios de Personal Funcionario;114356,88
2016;01020;1112;120006;91002;Pagas extraordinarias de Personal Funcionario;45146,46
2016;01020;1112;121000;91002;Complemento de destino de Personal Funcionario;54290,04
2016;01020;1112;121001;91002;Complemento específico de Personal Funcionario;44878,44
2016;01020;1112;122002;91002;Otras retribuciones en especie;17500
2016;01020;1112;150000;91002;Productividad fija de Funcionarios;54833,16
2016;01020;1112;151000;91002;Gratificaciones de Personal Funcionario;1000
2016;01020;1112;151001;91002;Gratificaciones de Personal no Funcionario;1000
2016;01020;1112;160000;91002;Seguridad social;232092,41
2016;01020;1112;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1000
2016;01020;1112;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;2300
2016;01020;1112;165000;91002;Fondo de Acción Social;30200
2016;01020;1112;206000;91002;Arrendamientos de equipos procesos de información;100
2016;01020;1112;212000;91002;Rep. y conservación edificios y otras construcc.;4000
2016;01020;1112;213000;91002;"Rep. y conserv. maquinaria,instalaciones,utillaje";20000
2016;01020;1112;214000;91002;Reparación y conservación material de transporte;2000
2016;01020;1112;215000;91002;Reparación y conservación de mobiliario y enseres;100
2016;01020;1112;216000;91002;Rep. y conserv. equipos procesos de información;2000
2016;01020;1112;220000;91002;Ordinario no inventariable;7557
2016;01020;1112;220001;91002;Mobiliario y enseres;900
2016;01020;1112;220002;91002;"Prensa, revistas y publicaciones periódicas";11000
2016;01020;1112;220003;91002;Libros y otras publicaciones;24000
2016;01020;1112;220004;91002;Material informático;3600
2016;01020;1112;220009;91002;Otro material de oficina;500
2016;01020;1112;221000;91002;Energía eléctrica;37000
2016;01020;1112;221001;91002;Agua;5000
2016;01020;1112;221003;91002;Combustibles;3200
2016;01020;1112;221004;91002;Vestuario;1900
2016;01020;1112;221009;91002;Otros suministros;1500
2016;01020;1112;222000;91002;Telefónicas;16000
2016;01020;1112;222001;91002;Postales;10000
2016;01020;1112;222009;91002;Otras comunicaciones;2700
2016;01020;1112;223000;91002;Transporte;2700
2016;01020;1112;224000;91002;Primas de Edificios y locales;4700
2016;01020;1112;224001;91002;Primas de vehículos;1700
2016;01020;1112;225000;91002;Tributos locales;1500
2016;01020;1112;226001;91002;Atenciones protocolarias y representativas;10100
2016;01020;1112;226002;91002;Gastos de divulgación y promoción;14300
2016;01020;1112;226005;91002;Reuniones y conferencias;9800
2016;01020;1112;226009;91002;Otros gastos diversos;300
2016;01020;1112;227000;91002;Limpieza y aseo;52500
2016;01020;1112;227001;91002;Seguridad;43000
2016;01020;1112;227003;91002;Postales;7500
2016;01020;1112;227006;91002;Estudios y trabajos técnicos;9000
2016;01020;1112;227009;91002;Otros trabajos realizados por otras empresas;15500
2016;01020;1112;230000;91002;Dietas;7500
2016;01020;1112;231000;91002;Locomoción;7000
2016;01020;1112;480190;91002;Conciertos y convenios de las Cortes de Aragón;12735,18
2016;01030;1114;100000;91002;Retribuciones básicas de Altos Cargos;134259,48
2016;01030;1114;100001;91002;Otras remuneraciones de Altos Cargos;86900,74
2016;01030;1114;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;34438,04
2016;01030;1114;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;20600,02
2016;01030;1114;120000;91002;Sueldos de Personal Funcionario;613123,08
2016;01030;1114;120005;91002;Trienios de Personal Funcionario;237192,36
2016;01030;1114;120006;91002;Pagas extraordinarias de Personal Funcionario;232772,12
2016;01030;1114;121000;91002;Complemento de destino de Personal Funcionario;301597,44
2016;01030;1114;121001;91002;Complemento específico de Personal Funcionario;265529,16
2016;01030;1114;122002;91002;Otras retribuciones en especie;7557,39
2016;01030;1114;150001;91002;Productividad variable de Funcionarios;113255,16
2016;01030;1114;151000;91002;Gratificaciones de Personal Funcionario;3600
2016;01030;1114;160000;91002;Seguridad social;290196,86
2016;01030;1114;160009;91002;Otras cuotas sociales;4121,74
2016;01030;1114;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;20000
2016;01030;1114;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;5062,64
2016;01030;1114;165000;91002;Fondo de Acción Social;21496,26
2016;01030;1114;165001;91002;Fondo de pensiones;10000
2016;01030;1114;206000;91002;Arrendamientos de equipos procesos de información;100
2016;01030;1114;212000;91002;Rep. y conservación edificios y otras construcc.;15000
2016;01030;1114;213000;91002;"Rep. y conserv. maquinaria,instalaciones,utillaje";1000
2016;01030;1114;215000;91002;Reparación y conservación de mobiliario y enseres;500
2016;01030;1114;216000;91002;Rep. y conserv. equipos procesos de información;6000
2016;01030;1114;220000;91002;Ordinario no inventariable;10000
2016;01030;1114;220001;91002;Mobiliario y enseres;2000
2016;01030;1114;220002;91002;"Prensa, revistas y publicaciones periódicas";3800
2016;01030;1114;220003;91002;Libros y otras publicaciones;3000
2016;01030;1114;220004;91002;Material informático;6000
2016;01030;1114;220009;91002;Otro material de oficina;1000
2016;01030;1114;221000;91002;Energía eléctrica;38000
2016;01030;1114;221009;91002;Otros suministros;300
2016;01030;1114;222000;91002;Telefónicas;9000
2016;01030;1114;222001;91002;Postales;4000
2016;01030;1114;223000;91002;Transporte;2000
2016;01030;1114;224002;91002;Primas de otro inmovilizado;300
2016;01030;1114;224003;91002;Otros riesgos;100
2016;01030;1114;225002;91002;Tributos estatales;100
2016;01030;1114;226000;91002;Cánones;40000
2016;01030;1114;226001;91002;Atenciones protocolarias y representativas;20000
2016;01030;1114;226002;91002;Gastos de divulgación y promoción;10000
2016;01030;1114;226005;91002;Reuniones y conferencias;24801,22
2016;01030;1114;226009;91002;Otros gastos diversos;15000
2016;01030;1114;227000;91002;Limpieza y aseo;35000
2016;01030;1114;227001;91002;Seguridad;60000
2016;01030;1114;227006;91002;Estudios y trabajos técnicos;88731,97
2016;01030;1114;227009;91002;Otros trabajos realizados por otras empresas;3500
2016;01030;1114;230000;91002;Dietas;15000
2016;01030;1114;231000;91002;Locomoción;15000
2016;01030;1114;251000;91002;Realización de cursos de formación interna;10500
2016;01030;1114;603000;91002;"Maquinaria, instalación y utillaje";2000
2016;01030;1114;605000;91002;Mobiliario y enseres;5000
2016;01030;1114;606000;91002;Equipos para procesos de información;18400
2016;01030;1114;609000;91002;Inmovilizado Inmaterial;6000
2016;02010;1121;100000;91002;Retribuciones básicas de Altos Cargos;17071,8
2016;02010;1121;100001;91002;Otras remuneraciones de Altos Cargos;63903
2016;02010;1121;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;107153,2
2016;02010;1121;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;267030,48
2016;02010;1121;120000;91002;Sueldos de Personal Funcionario;155795,64
2016;02010;1121;120005;91002;Trienios de Personal Funcionario;53537,8
2016;02010;1121;120006;91002;Pagas extraordinarias de Personal Funcionario;73641,38
2016;02010;1121;121000;91002;Complemento de destino de Personal Funcionario;116439,84
2016;02010;1121;121001;91002;Complemento específico de Personal Funcionario;252134,84
2016;02010;1121;130001;91002;Antigüedad de Personal Laboral Fijo;500
2016;02010;1121;160000;91002;Seguridad social;257814,75
2016;02010;1121;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;500
2016;02010;1121;202000;91002;Arrendamientos de edificios y otras construcciones;1000
2016;02010;1121;204000;91002;Arrendamientos de material de transporte;300
2016;02010;1121;205000;91002;Arrendamientos de mobiliario y enseres;1000
2016;02010;1121;212000;91002;Rep. y conservación edificios y otras construcc.;5000
2016;02010;1121;214000;91002;Reparación y conservación material de transporte;25000
2016;02010;1121;215000;91002;Reparación y conservación de mobiliario y enseres;3000
2016;02010;1121;216000;91002;Rep. y conserv. equipos procesos de información;1000
2016;02010;1121;220000;91002;Ordinario no inventariable;25000
2016;02010;1121;220001;91002;Mobiliario y enseres;20000
2016;02010;1121;220002;91002;"Prensa, revistas y publicaciones periódicas";13000
2016;02010;1121;220003;91002;Libros y otras publicaciones;10083
2016;02010;1121;220004;91002;Material informático;1905
2016;02010;1121;220009;91002;Otro material de oficina;455
2016;02010;1121;221000;91002;Energía eléctrica;1000
2016;02010;1121;221001;91002;Agua;100
2016;02010;1121;221002;91002;Gas;100
2016;02010;1121;221003;91002;Combustibles;20000
2016;02010;1121;221004;91002;Vestuario;1179
2016;02010;1121;221006;91002;Productos farmacéuticos;568
2016;02010;1121;221009;91002;Otros suministros;20000
2016;02010;1121;222000;91002;Telefónicas;35000
2016;02010;1121;222001;91002;Postales;8000
2016;02010;1121;222002;91002;Telegráficas;300
2016;02010;1121;222003;91002;Télex y telefax;500
2016;02010;1121;222009;91002;Otras comunicaciones;300
2016;02010;1121;223000;91002;Transporte;20000
2016;02010;1121;224000;91002;Primas de Edificios y locales;150
2016;02010;1121;224001;91002;Primas de vehículos;3500
2016;02010;1121;224003;91002;Otros riesgos;1000
2016;02010;1121;225000;91002;Tributos locales;3000
2016;02010;1121;226000;91002;Cánones;2100
2016;02010;1121;226001;91002;Atenciones protocolarias y representativas;22000
2016;02010;1121;226001;91002;Atenciones protocolarias y representativas;173000
2016;02010;1121;226002;91002;Gastos de divulgación y promoción;112000
2016;02010;1121;226002;91002;Gastos de divulgación y promoción;3000
2016;02010;1121;226004;91002;Remuneraciones a agentes mediadores independientes;150
2016;02010;1121;226005;91002;Reuniones y conferencias;95000
2016;02010;1121;226009;91002;Otros gastos diversos;14990,98
2016;02010;1121;227000;91002;Limpieza y aseo;1000
2016;02010;1121;227001;91002;Seguridad;2100
2016;02010;1121;227002;91002;Valoraciones y peritajes;150
2016;02010;1121;227006;91002;Estudios y trabajos técnicos;70000
2016;02010;1121;227009;91002;Otros trabajos realizados por otras empresas;50000
2016;02010;1121;230000;91002;Dietas;24000
2016;02010;1121;231000;91002;Locomoción;29000
2016;02010;1121;232000;91002;Traslado;141
2016;02010;1121;480001;91002;Fundación Seminario Investigación para la Paz;101270
2016;02010;1121;480002;91002;Subvenciones Directas;50000
2016;02010;1121;602000;91002;Edificios y otras construcciones;1500
2016;02010;1121;604000;91002;Material de transporte;30000
2016;02010;1121;605000;91002;Mobiliario y enseres;10000
2016;02010;1121;606000;91002;Equipos para procesos de información;5000
2016;02010;1121;609000;91002;Inmovilizado Inmaterial;1000
2016;03010;1125;120000;91002;Sueldos de Personal Funcionario;29139,84
2016;03010;1125;120005;91002;Trienios de Personal Funcionario;9640,32
2016;03010;1125;120006;91002;Pagas extraordinarias de Personal Funcionario;12248,86
2016;03010;1125;121000;91002;Complemento de destino de Personal Funcionario;18925,44
2016;03010;1125;121001;91002;Complemento específico de Personal Funcionario;35397,24
2016;03010;1125;160000;91002;Seguridad social;25518,64
2016;03010;1125;212000;91002;Rep. y conservación edificios y otras construcc.;3307
2016;03010;1125;216000;91002;Rep. y conserv. equipos procesos de información;308
2016;03010;1125;220000;91002;Ordinario no inventariable;1790
2016;03010;1125;220001;91002;Mobiliario y enseres;1000
2016;03010;1125;220003;91002;Libros y otras publicaciones;1000
2016;03010;1125;220004;91002;Material informático;753
2016;03010;1125;221000;91002;Energía eléctrica;2710
2016;03010;1125;221001;91002;Agua;148
2016;03010;1125;221002;91002;Gas;1620
2016;03010;1125;222000;91002;Telefónicas;1391
2016;03010;1125;222001;91002;Postales;500
2016;03010;1125;223000;91002;Transporte;1672
2016;03010;1125;225000;91002;Tributos locales;474
2016;03010;1125;226000;91002;Cánones;33
2016;03010;1125;226001;91002;Atenciones protocolarias y representativas;500
2016;03010;1125;226005;91002;Reuniones y conferencias;1188,62
2016;03010;1125;227000;91002;Limpieza y aseo;4721
2016;03010;1125;227001;91002;Seguridad;4106
2016;03010;1125;230000;91002;Dietas;500
2016;03010;1125;231000;91002;Locomoción;1519
2016;03010;1125;239000;91002;Otras indemnizaciones;163000
2016;04010;1124;220000;91002;Ordinario no inventariable;1000
2016;04010;1124;220002;91002;"Prensa, revistas y publicaciones periódicas";700
2016;04010;1124;226009;91002;Otros gastos diversos;300
2016;04010;1124;230000;91002;Dietas;400
2016;04010;1124;231000;91002;Locomoción;600
2016;04010;1124;239000;91002;Otras indemnizaciones;34620,95
2016;09010;3229;120000;91002;Sueldos de Personal Funcionario;79124,16
2016;09010;3229;120005;91002;Trienios de Personal Funcionario;14251,8
2016;09010;3229;120006;91002;Pagas extraordinarias de Personal Funcionario;33088,24
2016;09010;3229;121000;91002;Complemento de destino de Personal Funcionario;53696,04
2016;09010;3229;121001;91002;Complemento específico de Personal Funcionario;102788,88
2016;09010;3229;160000;91002;Seguridad social;66847,07
2016;09010;3229;212000;91002;Rep. y conservación edificios y otras construcc.;5211,9
2016;09010;3229;213000;91002;"Rep. y conserv. maquinaria,instalaciones,utillaje";969,6
2016;09010;3229;220000;91002;Ordinario no inventariable;723,45
2016;09010;3229;220002;91002;"Prensa, revistas y publicaciones periódicas";2700
2016;09010;3229;220003;91002;Libros y otras publicaciones;100
2016;09010;3229;221000;91002;Energía eléctrica;4975,34
2016;09010;3229;221001;91002;Agua;206,53
2016;09010;3229;221009;91002;Otros suministros;936,38
2016;09010;3229;222000;91002;Telefónicas;2066,34
2016;09010;3229;222001;91002;Postales;2375,01
2016;09010;3229;223000;91002;Transporte;150
2016;09010;3229;226001;91002;Atenciones protocolarias y representativas;1000
2016;09010;3229;226002;91002;Gastos de divulgación y promoción;3600
2016;09010;3229;226005;91002;Reuniones y conferencias;1000
2016;09010;3229;226009;91002;Otros gastos diversos;2544,36
2016;09010;3229;227000;91002;Limpieza y aseo;8128,42
2016;09010;3229;227006;91002;Estudios y trabajos técnicos;31040,5
2016;09010;3229;227009;91002;Otros trabajos realizados por otras empresas;9894,38
2016;09010;3229;239000;91002;Otras indemnizaciones;23680
2016;09010;3229;480235;91002;Premios Consejo Económico y Social de Aragón;13000
2016;09010;3229;480254;91002;Becas del Consejo Económico y Social de Aragón;10260
2016;09010;3229;606000;91002;Equipos para procesos de información;150
2016;10010;1211;100000;91002;Retribuciones básicas de Altos Cargos;20046,12
2016;10010;1211;100001;91002;Otras remuneraciones de Altos Cargos;49679,28
2016;10010;1211;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;488659
2016;10010;1211;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;828960,28
2016;10010;1211;120000;91002;Sueldos de Personal Funcionario;612795,72
2016;10010;1211;120005;91002;Trienios de Personal Funcionario;176921,58
2016;10010;1211;120006;91002;Pagas extraordinarias de Personal Funcionario;241210,34
2016;10010;1211;121000;91002;Complemento de destino de Personal Funcionario;397006,08
2016;10010;1211;121001;91002;Complemento específico de Personal Funcionario;842056,92
2016;10010;1211;130000;91002;Salario base de Personal Laboral Fijo;151959,6
2016;10010;1211;130001;91002;Antigüedad de Personal Laboral Fijo;29469,24
2016;10010;1211;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;25326,6
2016;10010;1211;130003;91002;Otras remuneraciones de Personal Laboral Fijo;82381,64
2016;10010;1211;131000;91002;Salario base de Personal Laboral Eventual;3000
2016;10010;1211;131001;91002;Otras remuneraciones de Personal Laboral Eventual;2000
2016;10010;1211;151000;91002;Gratificaciones de Personal Funcionario;1500
2016;10010;1211;160000;91002;Seguridad social;1062660,82
2016;10010;1211;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;550
2016;10010;1211;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;550
2016;10010;1211;202000;91002;Arrendamientos de edificios y otras construcciones;40000
2016;10010;1211;203000;91002;"Arrendamientos maquinaria, instalación y utillaje";6000
2016;10010;1211;214000;91002;Reparación y conservación material de transporte;8000
2016;10010;1211;215000;91002;Reparación y conservación de mobiliario y enseres;25000
2016;10010;1211;220000;91002;Ordinario no inventariable;30000
2016;10010;1211;220001;91002;Mobiliario y enseres;3500
2016;10010;1211;220002;91002;"Prensa, revistas y publicaciones periódicas";7500
2016;10010;1211;220003;91002;Libros y otras publicaciones;35000
2016;10010;1211;220004;91002;Material informático;4000
2016;10010;1211;220009;91002;Otro material de oficina;750
2016;10010;1211;221000;91002;Energía eléctrica;9000
2016;10010;1211;221001;91002;Agua;750
2016;10010;1211;221002;91002;Gas;1000
2016;10010;1211;221003;91002;Combustibles;30000
2016;10010;1211;221004;91002;Vestuario;4000
2016;10010;1211;221009;91002;Otros suministros;30000
2016;10010;1211;222000;91002;Telefónicas;22000
2016;10010;1211;222001;91002;Postales;2000
2016;10010;1211;223000;91002;Transporte;22000
2016;10010;1211;224003;91002;Otros riesgos;1000
2016;10010;1211;225000;91002;Tributos locales;1000
2016;10010;1211;226000;91002;Cánones;750
2016;10010;1211;226001;91002;Atenciones protocolarias y representativas;7847,27
2016;10010;1211;226002;91002;Gastos de divulgación y promoción;1000000
2016;10010;1211;226003;91002;"Jurídicos, Contenciosos";20000
2016;10010;1211;226005;91002;Reuniones y conferencias;9500
2016;10010;1211;226009;91002;Otros gastos diversos;2000
2016;10010;1211;227000;91002;Limpieza y aseo;15000
2016;10010;1211;227001;91002;Seguridad;5000
2016;10010;1211;227006;91002;Estudios y trabajos técnicos;180000
2016;10010;1211;227009;91002;Otros trabajos realizados por otras empresas;400000
2016;10010;1211;230000;91002;Dietas;20000
2016;10010;1211;231000;91002;Locomoción;15000
2016;10010;1211;232000;91002;Traslado;5000
2016;10010;1211;239000;91002;Otras indemnizaciones;750
2016;10010;1211;480012;91002;Ayudas Postgrados y otros;60000
2016;10010;1211;480336;91002;Fundación Montañana Medieval;20000
2016;10010;1211;480347;91002;Ayudas a Víctimas del Terrorismo;1200000
2016;10010;1211;480350;91002;Transferencia Fundación Giménez Abad;20000
2016;10010;1211;480351;91002;Fundación Tarazona Monumental;210000
2016;10010;1211;480366;91002;Convenio  Asociación Periodistas Aragón;45000
2016;10010;1211;480408;91002;Colaboración Asociaciones para ITI;12000
2016;10010;1211;480410;91002;Fundación Labordeta;25000
2016;10010;1211;480432;91002;AYUDAS VICTIMAS VIOLENCIA MACHISTA EN ARAGÓN;100000
2016;10010;1211;605000;91002;Mobiliario y enseres;25000
2016;10010;1211;606000;91002;Equipos para procesos de información;25000
2016;10010;1266;440002;91002;Corporación Aragonesa de Radio y Televisión;44000000
2016;10020;1263;120000;91002;Sueldos de Personal Funcionario;543745,84
2016;10020;1263;120005;91002;Trienios de Personal Funcionario;100303,8
2016;10020;1263;120006;91002;Pagas extraordinarias de Personal Funcionario;215976,9
2016;10020;1263;121000;91002;Complemento de destino de Personal Funcionario;395747,2
2016;10020;1263;121001;91002;Complemento específico de Personal Funcionario;870078,44
2016;10020;1263;151000;91002;Gratificaciones de Personal Funcionario;500
2016;10020;1263;160000;91002;Seguridad social;468740,22
2016;10020;1263;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1250
2016;10020;1263;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;1250
2016;10020;1263;215000;91002;Reparación y conservación de mobiliario y enseres;393,46
2016;10020;1263;216000;91002;Rep. y conserv. equipos procesos de información;251,17
2016;10020;1263;220000;91002;Ordinario no inventariable;7281,88
2016;10020;1263;220001;91002;Mobiliario y enseres;2650,13
2016;10020;1263;220002;91002;"Prensa, revistas y publicaciones periódicas";4117,5
2016;10020;1263;220003;91002;Libros y otras publicaciones;4000
2016;10020;1263;220004;91002;Material informático;4150,13
2016;10020;1263;221009;91002;Otros suministros;394,42
2016;10020;1263;222000;91002;Telefónicas;7329,63
2016;10020;1263;223000;91002;Transporte;1111,62
2016;10020;1263;226001;91002;Atenciones protocolarias y representativas;1298,75
2016;10020;1263;226003;91002;"Jurídicos, Contenciosos";40206,25
2016;10020;1263;226005;91002;Reuniones y conferencias;2778,27
2016;10020;1263;226009;91002;Otros gastos diversos;963,6
2016;10020;1263;227000;91002;Limpieza y aseo;1000
2016;10020;1263;227006;91002;Estudios y trabajos técnicos;10703,53
2016;10020;1263;227009;91002;Otros trabajos realizados por otras empresas;9663,75
2016;10020;1263;230000;91002;Dietas;3369,13
2016;10020;1263;231000;91002;Locomoción;3093,63
2016;10020;1263;232000;91002;Traslado;394,42
2016;10020;1263;239000;91002;Otras indemnizaciones;250,21
2016;10030;1251;120000;91002;Sueldos de Personal Funcionario;118743
2016;10030;1251;120005;91002;Trienios de Personal Funcionario;24091,16
2016;10030;1251;120006;91002;Pagas extraordinarias de Personal Funcionario;45662,78
2016;10030;1251;121000;91002;Complemento de destino de Personal Funcionario;80747,16
2016;10030;1251;121001;91002;Complemento específico de Personal Funcionario;179692,68
2016;10030;1251;130000;91002;Salario base de Personal Laboral Fijo;16568,28
2016;10030;1251;130001;91002;Antigüedad de Personal Laboral Fijo;2973,96
2016;10030;1251;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;2761,38
2016;10030;1251;130003;91002;Otras remuneraciones de Personal Laboral Fijo;13974,98
2016;10030;1251;151000;91002;Gratificaciones de Personal Funcionario;500
2016;10030;1251;160000;91002;Seguridad social;122253,15
2016;10030;1251;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;500
