EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2016;12500;705014;34007;Industrias Agrarias;1809054,89
2016;12500;705015;34059;Modernización de explotaciones;1903691,43
2016;12500;705017;34017;Lucha contra agentes nocivos;579888
2016;12500;705017;34018;Lucha contra agentes nocivos;125000
2016;12500;705018;34023;Control lechero;50000
2016;12500;705022;34031;Cese anticipado;101876,12
2016;12500;705026;34016;Nuevas variedades vegetales;176557
2016;12500;705035;34053;Plan nacional de subproductos;833915
2016;12500;709001;32200;Plan Especial de Teruel;30000000
2016;12500;792100;14101;Programa Operativo FEDER 2007-2013;88822,31
2016;12500;792200;14201;Programa Operativo FEDER 2014-2020;12852983,26
2016;12500;796000;12101;Fondo Europeo Agrícola de Garantía;103500
2016;12500;796002;12101;Plan Nacional Apícola;220000
2016;12500;797000;12202;Forestación;1050000
2016;12500;797001;12202;Agroambientales;11713036,82
2016;12500;797002;12202;Cese Anticipado;284180,73
2016;12500;797003;12202;Indemnización Compensación Básica;4500000
2016;12500;797005;12202;Creación de regadíos;1733928,57
2016;12500;797006;12202;Modernización de regadíos;7006254,08
2016;12500;797008;12202;"P.D.R.- Renov., dllo de pueblos y patrimonio rural";547535,71
2016;12500;797012;12202;P.D.R.- Transf. y comercializ. productos agrícolas;5046311,01
2016;12500;797013;12202;PDR Medidas forestales;5116792,04
2016;12500;797014;12202;PDR Concentración  parcelaria;2293746,18
2016;12500;797018;12202;PDR Protección del  Medio Ambiente;53000
2016;12500;797023;12202;P.D.R- Fomento de actividades turísticas;61597,71
2016;12500;797025;12202;P.D.R- Inversiones en explotaciones agrícolas;5310297,14
2016;12500;797026;12202;P.D.R- Instalaciones jóvenes agricultores;6185494
2016;12500;797099;12202;Otras transferencias de capital;7207117,19
2016;12500;798000;15101;Fondo Europeo de Pesca;251860
2016;12500;799000;12101;Otras subvenciones del exterior;200000
2016;12500;799000;19003;Otras subvenciones del exterior;132500
2016;12500;821001;91003;Reintegros préstamos convenios con EE Locales;2500000
2016;12500;910000;91003;Préstamos recibidos a largo plazo;692881339,93
2016;51000;330002;91003;Precios Públicos de los Centros de Form del INAEM;1450
2016;51000;404099;33003;Otras subv. Empleo y de Servicios Sociales;660750
2016;51000;404099;39071;Otras subv. Empleo y de Servicios Sociales;30593,56
2016;51000;413000;33002;Conferencia Sectorial de Empleo;789583
2016;51000;413000;33004;Conferencia Sectorial de Empleo;20996530,78
2016;51000;413000;33005;Conferencia Sectorial de Empleo;9758322,03
2016;51000;413003;39111;Otras subv del Servicio Público de Empleo Estatal;23247,54
2016;51000;520000;91003;Intereses;500
2016;52000;319115;91003;Prestación de servicios en hospitales del SAS;15050000
2016;52000;520000;91003;Intereses;50000
2016;53000;319100;91003;Prestación de Servicios en Residencias IASS;11510000
2016;53000;319102;91003;Prest. Servicios Centros Sociales y clubs IASS;175000
2016;53000;395100;91003;Multas y sanciones;125000
2016;53000;520000;91003;Intereses;10000
2016;55000;311001;91003;Prestación de Servicios en residencias (No operati;500000
2016;55000;311003;91003;Prestación de Servicios centros sociales y clubs (;10000
2016;55000;311008;91003;Prestación de Servicios en albergues (No operativo;80000
2016;55000;311009;91003;Prestación de servicios por Carné Joven (No operat;529770
2016;55000;520000;91003;Intereses;3000
2016;71000;792200;14201;Programa Operativo FEDER 2014-2020;2100000
2016;72000;230000;91003;Impuesto s/contaminación de las aguas;55402690
2016;72000;329001;91003;Tasa 01- Dirección e inspección de obras;25000
2016;72000;330009;91003;Tratamiento fosas sépticas;100000
2016;72000;395100;91003;Multas y sanciones;30000
2016;72000;396100;91003;Ingresos diversos. Recursos eventuales;50000
2016;72000;520000;91003;Intereses;54290,91
2016;72000;821001;91003;Reintegros préstamos convenios con EE Locales;589815,86
2016;73000;329020;91003;"Tasa 20-Aut, Insp y actu. cen y est. farmaceúticos";15000
2016;73000;329035;91003;Tasa 35- Tasa eval. ensayos clínicos y p. sanitari;5000
2016;73000;330010;91003;Servicios Investigación Biomédica;201866,8
2016;73000;393005;91003;"Cursos y otros ingresos de Sanidad, BS y Familia";76412,63
2016;73000;405099;39053;Otras subvenciones en materia de Salud y Consumo;2954751
2016;73000;440002;91003;Transferencia de la Universidad de Zaragoza;141470,22
2016;73000;440003;91003;Transf. Inst. Investigación Sanitaria de Aragón;311987,79
2016;73000;470009;72009;Otras subvenciones de empresas;2651982,75
2016;73000;499099;19090;Otras subvenciones del exterior;669370
2016;73000;520000;91003;Intereses;1000
2016;73000;709009;39053;Otras subvenciones de capital;300000
2016;73000;770010;72009;proyectos producción y transferencia conocimiento;150000
2016;73000;799000;19090;Otras subvenciones del exterior;50000
2016;74000;319320;72012;Prestación servicios investigación agroalimentaria;180000
2016;74000;381100;91003;Reintegros de ejercicio corriente;35000
2016;74000;450008;91003;Aportaciones Departamentos D.G.A.;120000
2016;74000;520000;91003;Intereses;2000
2016;74000;552000;91003;De investigación agraria;100000
2016;74000;552005;91003;Aprovechamientos de fincas agrícolas;120000
2016;74000;707003;39037;Plan Nacional de Investigación;320000
2016;74000;719011;39003;Instituto Nacional Investigación y Tecnología Agra;750000
2016;74000;719011;39035;Instituto Nacional Investigación y Tecnología Agra;55105
2016;74000;719011;39044;Instituto Nacional Investigación y Tecnología Agra;225000
2016;74000;750001;55007;Proyectos demostración - Invest. Agroaliment.;20000
2016;74000;750008;55007;Aportaciones Departamentos D.G.A.;310000
2016;74000;799000;19090;Otras subvenciones del exterior;100000
2016;75000;329016;91003;Tasa 16-Expedición licencias caza y pesca;1970000
2016;75000;329017;91003;"Tasa 17-S. facul. montes, forestales y v. pecuaria";220000
2016;75000;329026;91003;Tasa 26-Tasa servicios gestión de los cotos;924000
2016;75000;329028;91003;Tasa 28-Tasa ser.adm. protección del medio ambient;547500
2016;75000;329029;91003;Tasa 29-Tasa S.Adm. conservación biodiversidad;18000
2016;75000;329034;91003;Tasa 34-S. admtivos. calificación ambien act. clas;210000
2016;75000;520000;91003;Intereses;900
2016;76000;396010;91003;Ingresos diversos Bco Sangre y Tejidos de Aragón;9984730
2016;76000;520000;91003;Intereses;4800
2016;77000;520000;91003;Intereses;10
