EJERCICIO;GASTO/INGRESO;ORIGEN;FONDO;FINANCIACION;DESCRIPCION CORTA;DESCRIPCION LARGA
2016;G;1;14;14104;PROG. COOP. INTERREGIONAL;PROGRAMA DE COOPERACIﾓN INTERRREGIONAL
2016;G;1;14;14105;PROG.COMUNIT. 2007-2013 POCTEFA EFA200/11. CULTURA;PROG.COMUNIT. 2007-2013 POCTEFA EFA200/11. CULTURA
2016;G;1;14;14201;PROG.OP. FEDER 2014-2020;PROGRAMA OPERATIVO FEDER 2014-2020
2016;G;1;15;15101;FONDO EUROPEO DE PESCA;FONDO EUROPEO DE PESCA
2016;G;1;16;16001;FONDO DE COHESIﾓN;FONDO DE COHESIﾓN
2016;G;1;19;19001;U E  PUNTO INF EUROP;UNION EUROPEA  (PUNTO INFORMACIﾓN EUROPEA)
2016;G;1;19;19002;CONV UE PRUEBAS COMP;CONVENIO UE PRUEBAS COMPARATIVAS
2016;G;1;19;19003;PROGRAMA LIFE;PROGRAMA LIFE
2016;G;1;19;19004;F. E. ADAPTACIﾓN GLOBALIZ;FONDO EUROPEO DE ADAPTACIﾓN A LA GLOBALIZACIﾓN
2016;G;1;19;19005;CONVENIO BEI;CONVENIO BEI
2016;G;1;19;19006;PROYECTO EUROPEO GRIAL;PROYECTO EUROPEO GRIAL
2016;G;1;19;19090;OTROS PROGRAMAS UE;OTROS PROGRAMAS CON FINANCIACION UE
2016;G;3;31;31000;ADICIONAL INV. JUSTICIA;ADICIONAL INVERSIONES DE ADMON. DE JUSTICIA
2016;G;3;32;32100;PLAN MINER;PLAN MINER
2016;G;3;32;32200;FONDO ESP TERUEL;FONDO ESPECIAL TERUEL
2016;G;3;32;32300;Des. Sost. Medio Rural;Desarrollo Sostenible en el Medio Rural
2016;G;3;33;33002;C.S.EMPLEO- MOD. SPE;C.S.EMPLEO - MODERNIZACIﾓN SERVICIO PﾚBLICO EMPLEO
2016;G;3;33;33003;C.S.EMPLEO - MINISTERIO EMPLEO Y SS;C.S.EMPLEO - MINISTERIO EMPLEO Y SS
2016;G;3;33;33004;C.S.EMPLEO- F.P.  EMPLEO;C.S.EMPLEO - FORMACIﾓN PROFESIONAL PARA EMPLEO
2016;G;3;33;33005;C.S.EMPLEO- FOMENTO DE EMPLEO;C.S.EMPLEO - FOMENTO EMPLEO
2016;G;3;33;33006;C.S.EMPLEO- PLAN EXTR. B1;C.S.EMPLEO - PLAN EXTRAORDINARIO BLOQUE 1
2016;G;3;33;33007;C.S.EMPLEO- PLAN EXTR. B2;C.S.EMPLEO - PLAN EXTRAORDINARIO BLOQUE 2
2016;G;3;33;33008;C.S. EMPLEO-REDTRABAJA@;C.S. EMPLEO-REDTRABAJA@
2016;G;3;33;33009;C.S.EMPLEO- ACUERDO MARCO AGENCIAS COLOCACIﾓN;C.S.EMPLEO- ACUERDO MARCO AGENCIAS COLOCACIﾓN
2016;G;3;34;34001;CSA NAC COMPLEM PAC;C.S. AGRICULTURA - AYUDAS NACIONALES COMPLEM. PAC
2016;G;3;34;34002;CSA ABAND PR LECHERA;C.S. AGRICULTURA - PROG. ABANDONO PROD. LECHERA
2016;G;3;34;34003;CSA COMPET AGRARIA;C.S. AGRICULTURA - MEJORA COMPETITIVIDAD AGRARIA
2016;G;3;34;34004;CSA AGROAMBIENTALES;C.S. AGRICULTURA - MEDIDAS AGROAMBIENTALES
2016;G;3;34;34005;CSA AYU PER FRUT SEC;C.S. AGRICULTURA - AYUDA PERMANENTE FRUTOS SECOS
2016;G;3;34;34006;CSA PROGRAMA APICOLA;C.S. AGRICULTURA - PROGRAMA APICOLA
2016;G;3;34;34007;CSA INDUSTRIAS AGRO;C.S. AGRICULTURA - APOYO INDUSTRIAS AGROALIMENT.
2016;G;3;34;34008;CSA FIN ASOC AGRARIO;C.S. AGRICULTURA - FINANCIACION ASOCIAC. AGRARIO
2016;G;3;34;34009;CSA AGRUP PROD AGRAR;C.S. AGRICULTURA - AGRUP. PRODUCTORES AGRARIOS
2016;G;3;34;34010;CSA IFOP;C.S. AGRICULTURA - FONDO PROGRAMA IFOP
2016;G;3;34;34011;CSA ASOC RAZAS AUTOC;C.S. AGRICULTURA - APOYO ASOC. RAZAS AUTﾓCTONAS
2016;G;3;34;34012;CSA SANIDAD ANIMAL;C.S. AGRICULTURA - PROGRAMA SANIDAD ANIMAL
2016;G;3;34;34013;CSA ENF PORCINAS;C.S. AGRICULTURA - PROGRAMA ENFERMEDADES PORCINAS
2016;G;3;34;34014;CSA IDENTIF ANIMAL;C.S. AGRICULTURA - IDENTIFICACION ANIMAL
2016;G;3;34;34015;CSA SEM PLANT VIVER;C.S. AGRICULTURA - SEMILLAS Y PLANTAS DE VIVEROS
2016;G;3;34;34016;CSA CONV ID FRUTALES;C.S. AGRICULTURA - CONV. IDENTIFICACIﾓN FRUTALES
2016;G;3;34;34017;CSA LUCH CONT AG NOC;C.S. AGRICULTURA - LUCHA CONTRA AGENTES NOCIVOS
2016;G;3;34;34018;CSA PREV PLAGAS;C.S. AGRICULTURA - PREVENCION DE PLAGAS
2016;G;3;34;34019;CSA PR CALIDAD CARNE;C.S. AGRICULTURA - PROGRAMA CALIDAD DE LA CARNE
2016;G;3;34;34020;CSA FOM GAN EXT  AUT;C.S. AGRICULTURA - FTO GANADERIA EXT. AUTﾓCTONA
2016;G;3;34;34021;CSA ERRAD ENF ANIM;C.S. AGRICULTURA - INDEM. ERRAD. ENFERM. ANIMALES
2016;G;3;34;34022;CSA PROGR SANITARIOS;C.S. AGRICULTURA - PROGRAMAS SANITARIOS
2016;G;3;34;34023;CSA CONTROL LECHERO;C.S. AGRICULTURA - CONTROL OFICIAL LECHERO
2016;G;3;34;34024;CSA M CALIDAD LECHE;C.S. AGRICULTURA - PROG MEJORA CALIDAD DE LA LECHE
2016;G;3;34;34025;CSA APOYO ADS;C.S. AGRICULTURA - APOYO ADS
2016;G;3;34;34026;CSA APOYO ATRIAS;C.S. AGRICULTURA - APOYO ATRIAS. L. INTEGRADA
2016;G;3;34;34027;CSA PROGRAMAS PRODER;C.S. AGRICULTURA - PROGRAMAS PRODER
2016;G;3;34;34028;CSA ASIST GEST EXPLO;C.S. AGRICULTURA - ASIST. GESTIﾓN EXPLOTACIONES
2016;G;3;34;34029;CSA DESASTRES NAT;C.S. AGRICULTURA - AYUDAS DESASTRES NATURALES
2016;G;3;34;34030;CSA FOREST TIER AGRA;C.S. AGRICULTURA - FORESTACION DE TIERRAS AGRARIAS
2016;G;3;34;34031;CSA CESE ANTICIPADO;C.S. AGRICULTURA - CESE ANTICIPADO
2016;G;3;34;34032;CSA ICB;C.S. AGRICULTURA - INDEM. COMPENSATORIA BﾁSICA
2016;G;3;34;34033;CSA PROGRAMA LEADER;C.S. AGRICULTURA - PROGRAMA LEADER
2016;G;3;34;34034;CSA RENOV. TRACTORES;C.S. AGRICULTURA - RENOVACION DE TRACTORES
2016;G;3;34;34035;CSA TRAZ.STOR.HORT.;C.S. AGRICULTURA - TRAZABILIDAD SECTOR HORTOFRUT.
2016;G;3;34;34036;CSA C.RAZAS GAN.PUR;C.S. AGRICULTURA - CONCURSOS,SUBASTAS RAZAS PURAS
2016;G;3;34;34037;CSA RECONV.PLANT.FRUT.;C.S. AGRICULTURA - RECONV. PLANTACIONES FRUTﾍCOLAS
2016;G;3;34;34038;CSA ORD. FTO SCTOR EQUINO;C.S. AGRICULTURA - ORDEN. Y FMTO DEL SECTOR EQUINO
2016;G;3;34;34039;CSA PERS. Y ANALITICA EET;C.S. AGRICULTURA - PERS Y ANAL. ENCEF ESPONG TRANS
2016;G;3;34;34040;CSA SELEC GEN. ETT OVINO;C.S. AGRICULTURA - SELEC GENET RESIST ETT EN OVINO
2016;G;3;34;34041;CSA PROG CONT LENGUA AZUL;C.S. AGRICULTURA - PROGRAMA DE CONTROL LENGUA AZUL
2016;G;3;34;34042;CSA AY AVIC Y GRIPE AVIA;C.S. AGRICULTURA - AYUDAS AVICULTURA Y GRIPE AVIAR
2016;G;3;34;34043;CSA MODERN. EXPLOTACIONES;C.S. AGRICULTURA - MODERNIZACIﾓN EXPLOTACIONES
2016;G;3;34;34044;CSA INCORP. JﾓVENES;C.S. AGRICULTURA - INCORPORACIﾓN JﾓVENES
2016;G;3;34;34045;CSA ASESOR. ENTIDADES;C.S. AGRICULTURA - ASESORAMIENTO DE ENTIDADES
2016;G;3;34;34046;CSA CONCENTRACIﾓN PARCELA;C.S. AGRICULTURA - CONCENTRACIﾓN PARCELARIA
2016;G;3;34;34047;CSA MODERNIZACIﾓN REGADIO;C.S. AGRICULTURA - MODERNIZACIﾓN DE REGADIOS
2016;G;3;34;34048;CSA PROD. TOMATE;C.S. AGRICULTURA - PROD. TOMATE PARA INDUSTRIA
2016;G;3;34;34049;CSA FONDO PROG. FEP;C.S. AGRICULTURA - FONDO PROGRAMA FEP
2016;G;3;34;34050;CSA SUBV.INT. EXP.GANAD.;C.S. AGRICULTURA - SUBV INT.PRﾉSTAMOS  EXPL.GANAD.
2016;G;3;34;34051;AGRUP. PROD.OVINO-CAPRINO;AGRUPACIONES DE PRODUCTORES OVINO Y CAPRINO
2016;G;3;34;34052;GEST. MED. EXP. PORCINAS;GESTIﾓN MEDIOAMBIENTAL EXPLOTACIONES PORCINAS
2016;G;3;34;34053;GEST. SUBP. ORIGEN ANIMAL;GESTIﾓN SUBPRODUCTOS ORIGEN ANIMAL
2016;G;3;34;34054;BIODIGESTIﾓN DE PURINES;BIODIGESTIﾓN DE PURINES
2016;G;3;34;34055;PROY P. RED RURAL NAL.;PROYECTOS PILOTO RED RURAL NACIONAL
2016;G;3;34;34056;PLAN FRUTAS ESCUELAS;PLAN DE FRUTAS EN LAS ESCUELAS
2016;G;3;34;34057;CSA 17/10/11 PLANES ZONA;C.S. AGRICULTURA 17/10/11 PLANES DE ZONA DES.R. S.
2016;G;3;34;34058;CSA SANEAMIENTO GANADERO (TUBERCOLOSIS BOVINA);CSA SANEAMIENTO GANADERO (TUBERCOLOSIS BOVINA)
2016;G;3;34;34059;CSA MODERNIZACIﾓN EXPLOTACIONES 2014-2020;CSA MODERNIZACIﾓN EXPLOTACIONES 2014-2020
2016;G;3;34;34060;CSA INCORPORACIﾓN JﾓVENES 2014-2020;CSA INCORPORACIﾓN JﾓVENES 2014-2020
2016;G;3;34;34061;PARTICIPACIﾓN PROGRAMA CALIDAD PDR;PARTICIPACIﾓN PROGRAMA CALIDAD PDR
2016;G;3;34;34062;INFORMACIﾓN PROMOCIﾓN PDR;INFORMACIﾓN PROMOCIﾓN PDR
2016;G;3;35;35001;CSSS EDUC.FAMILIAR;C.S. SERV. SOCIALES - EDUCACIﾓN FAMILIAR
2016;G;3;35;35002;CSSS INFORM ACCI SOC;C.S. SERV. SOCIALES - INFORMACIﾓN ACCIﾓN SOCIAL
2016;G;3;35;35003;CSSS ORIENT MED FAM;C.S. SERV. SOCIALES - ORIENT. Y MEDIACIﾓN FAMILIAR
2016;G;3;35;35004;CSSS MENORES INFRACT;C.S. SERV. SOCIALES - MENORES INFRACTORES
2016;G;3;35;35005;CSSS PENS ANC ENFER;C.S. SERV. SOCIALES - PENSION. ANCIANOS Y ENFERMOS
2016;G;3;35;35006;CSSS GERONTOLﾓGICO;C.S. SERV. SOCIALES - PLAN GERONTOLﾓGICO
2016;G;3;35;35007;CSSS INTG PER DISC;C.S. SERV. SOCIALES - PLAN INTEG. PERSONAS DISCAP.
2016;G;3;35;35008;CSSS PRE MAL TRA INF;C.S. SERV. SOCIALES - PREV. MALOS TRATOS INFANCIA
2016;G;3;35;35009;CSSS PR VIOLENCIA FA;C.S. SERV. SOCIALES - PREV. VIOLENCIA FAMILIAR
2016;G;3;35;35010;CSSS VOLUNT PLAN EST;C.S. SERV. SOCIALES - VOLUNTAR. PLAN ESTATAL
2016;G;3;35;35011;PLAN A FAVOR SIT. DEPEND.;PLAN DE ACCION A FAVOR PERS .SITUACION DEPENDENCIA
2016;G;3;35;35012;CSSS PLAN DES. GITANO;C.S. SERV. SOCIALES - PLAN DESARROLLO GITANO
2016;G;3;35;35013;CSSS PREST. BASICAS SS;C.S. SERV. SOCIALES - PRESTACIONES BﾁSICAS SS
2016;G;3;35;35014;CSSS ERRAD. POBREZA;C.S. SERV. SOCIALES - ERRADICACIﾓN DE LA POBREZA
2016;G;3;36;36001;CSMA DES MEDIO RURAL;C.S. MEDIO AMBIENTE - DLLO SOCIEC. EN MEDIO RURAL
2016;G;3;36;36002;CSMA EST INV MED NAT;C.S. MEDIO AMBIENTE - PLANIF,ESTUDIOS MEDIO NATUR.
2016;G;3;36;36003;CSMA ORD PA FORESTAL;C.S. MEDIO AMBIENTE - ORDENAC,MEJORA PAT. FORESTAL
2016;G;3;36;36004;CSMA PR LUCHA IN FOR;C.S. MEDIO AMBIENTE - PREV. LUCHA INCENDIOS FOREST
2016;G;3;36;36005;CSMA APR RAC PAT NAT;C.S. MEDIO AMBIENTE - APROVECH. RACIONAL PAT.NAT.
2016;G;3;36;36006;CSMA C BIODIVERSIDAD;C.S. MEDIO AMBIENTE - CONSERVACIﾓN BIODIVERSIDAD
2016;G;3;36;36007;CSMA PROY.LIFE;C.S. MEDIO AMBIENTE - PROYECTO LIFE
2016;G;3;36;36008;CSMA AREA INF. PARQ.NAC.;C.S. MEDIO AMBIENTE - AREAS INFL PARQUES NACIONALE
2016;G;3;36;36009;ACT. RESERVAS BIOSFERA;ACTUACIONES EN LA RESERVA DE LA BIOSFERA
2016;G;3;36;36010;APROV.BIOMASA FORESTAL;APROVECHAMIENTO DE LA BIOMASA FORESTAL
2016;G;3;36;36011;REC. ESPECIES P.EXTINCIﾓN;RECUPERACIﾓN DE ESPECIES EN PELIGRO DE EXTINCIﾓN
2016;G;3;36;36012;CSMA - INFRAESTRCUTURAS DE GESTIﾓN RESIDUOS CCLL;CSMA - INFRAESTRCUTURAS DE GESTIﾓN RESIDUOS CCLL
2016;G;3;39;39001;PLANES DE VIVIENDA;PLANES DE VIVIENDA
2016;G;3;39;39002;SEGURIDAD MINERA;SEGURIDAD MINERA
2016;G;3;39;39003;PROY INVEST I.N.I.A.;PROYECTOS DE INVESTIGACIﾓN (I.N.I.A.)
2016;G;3;39;39004;PLAN MOD COMER INT;PLAN MODERNIZACIﾓN COMERCIO INTERIOR
2016;G;3;39;39005;JUB REESTRUCT EMPR;AYUDAS A JUBILACIﾓN Y REESTRUCTURACIﾓN DE EMPRESAS
2016;G;3;39;39006;INTEGR SOC INMIGRANT;PLAN INTEGRACIﾓN SOCIAL INMIGRANTES
2016;G;3;39;39007;EMPLEO COOPERATIVAS;APOYO CREACIﾓN EMPLEO COOPERATIVAS
2016;G;3;39;39008;PLA TRAB CN FORM OCU;PLANES DE TRABAJO CTROS NAC. FORMACIﾓN OCUPACIONAL
2016;G;3;39;39009;SEGUNDA ESTACION AVE;SEGUNDA ESTACION AVE
2016;G;3;39;39010;OF PLANES VIVIENDA;OFICINAS PLANES DE VIVIENDA
2016;G;3;39;39011;LESIONES ESTRUC EDIF;LESIONES ESTRUCTURALES EDIFICIOS
2016;G;3;39;39012;CONV REHAB VIVIENDAS;CONV. REHABILITACION FUNCIONAL EDIFICIOS VIVIENDAS
2016;G;3;39;39013;CONS COMP PYME;PLAN CONSOLIDACIﾓN Y COMPETITIVIDAD P.Y.M.E.
2016;G;3;39;39014;MANT CENTROS SANITAR;MANTENIMIENTO DE CENTROS SANITARIOS
2016;G;3;39;39015;DONACIﾓN Y TRASP ﾓRG;FOMENTO DE LA DONACIﾓN Y TRASPLANTE DE ﾓRGANOS
2016;G;3;39;39016;JUNTA ARBITRAL CONS;JUNTA ARBITRAL DE CONSUMO
2016;G;3;39;39017;PROGRAMA PREV SIDA;PROGRAMA PREVENCIﾓN SIDA
2016;G;3;39;39018;PREV ASIST REINS TOX;PREVENCIﾓN, ASISTENCIA Y REINSERCIﾓN TOXICﾓMANOS
2016;G;3;39;39019;PREV ENF EMERGENTES;PREVENCIﾓN ENFERMEDADES EMERGENTES
2016;G;3;39;39020;INVEST IN CARLOS III;PROYECTOS DE INVESTIGACIﾓN INSTITUTO CARLOS III
2016;G;3;39;39021;JUB PERS DOC 9 LOGSE;JUBILACIONES PERSONAL DOCENTE ( D.T. 9ｪ LOGSE)
2016;G;3;39;39022;NUEVAS TEC EDUCACION;NUEVAS TECNOLOGIAS EDUCACION
2016;G;3;39;39023;GUARDERﾍAS INF;GUARDERﾍAS INFANTILES
2016;G;3;39;39024;ESCUELAS VIAJERAS;ESCUELAS VIAJERAS
2016;G;3;39;39025;PUEBLOS ABANDONADOS;P.R.U.E.P.A.-BUBAL-PUEBLOS ABANDONADOS
2016;G;3;39;39026;CATAL COL PATR BIBL;CATALOGO COLECTIVO PATRIMONIO BIBLIOGRAFICO
2016;G;3;39;39027;POL.COHES.SALUD;POLﾍTICAS DE COHESIﾓN Y ESTRATEGIAS DE SALUD
2016;G;3;39;39028;CONV.REST.IGLESIAS;CONVENIO PARA RESTAURACIﾓN DE IGLESIAS
2016;G;3;39;39029;TERUEL DIGITAL;PROYECTO TERUEL DIGITAL
2016;G;3;39;39030;Mｺ IND. PROY.PROFIT;MINISTERIO INDUSTRIA - PROGRAMA FTO INV. TECNOLﾓG.
2016;G;3;39;39031;C.Mｺ SAN. GUIA SALUD;CONVENIO MINISTERIO SANIDAD - GUﾍA DE SALUD
2016;G;3;39;39032;CONV.MｺM.A.SUELOS.C;CONV. Mｺ MEDIO AMBIENTE - SUELOS CONTAMINADOS
2016;G;3;39;39033;RUTAS LITERARIAS;RUTAS LITERARIAS
2016;G;3;39;39034;INFRAESTR.  I.N.I.A.;INFRAESTRUCTURAS I.N.I.A.
2016;G;3;39;39035;INC.DOCTORES INIA;INCORPORACIﾓN DE DOCTORES. I.N.I.A.
2016;G;3;39;39036;IGNAC. ELAB.ORTOFOTO;INST. GEOGRﾁFICO NACIONAL - ELABORACIﾓN ORTOFOTO
2016;G;3;39;39037;MEC PLAN NAC. INVEST.;MEC PLAN NACIONAL DE INVESTIGACIﾓN
2016;G;3;39;39038;CONF SECT DE LA MUJER;CONFERENCIA SECTORIAL DE LA MUJER
2016;G;3;39;39039;CONV. I. MUJER PROG.ES;CONV. INSTITUTO DE LA MUJER PROGRAMAS ESPEC.
2016;G;3;39;39040;PLAN FORM. CONT. INAP;PLAN FORMACION  CONTINUA  INAP
2016;G;3;39;39041;CONV.MｺCULT.INVENT.BIENES;CONV.MｺCULTURA INVENTARIO B.MUEBLES PHE INST.ECLES
2016;G;3;39;39042;CSD CTROS TECNIF. DEP.;C.S.DEPORTES. CENTROS DE TECNIFICACIﾓN DEPORTIVA
2016;G;3;39;39043;CSD CONSTUCC.PABELLﾓN;C.S.DEPORTES. REALIZACIﾓN DE PABELLONES DEPORTIVOS
2016;G;3;39;39044;PLAN NACIONAL INVESTIG.;PLAN NACIONAL DE INVESTIGACIﾓN
2016;G;3;39;39045;C.S.EDUC. INTERNET AULA;C.S. DE EDUCACIﾓN. PROGRAMA INTERNET EN EL AULA
2016;G;3;39;39046;ACOG.,INTEGR EDUCAC INMIG;ACOGIDA,INTEGR. Y REFUERZO EDUCATIVO DE INMIGRANT.
2016;G;3;39;39047;PROG.APOYO CTROS EDUCATIV;PROG. ACOMPAﾑAM., APOYO Y REFUERZO CTROS EDUCATIV.
2016;G;3;39;39048;C.Mｺ.IND. PLAN AVANZA;C.Mｺ. INDUSTRIA PLAN AVANZA
2016;G;3;39;39049;PROG. USO RAC. MEDICAMENT;PROGRAMA USO RACIONAL DEL MEDICAMENTO
2016;G;3;39;39050;AHORRO Y DIVERS. ENERGET.;AHORRO Y DIVERSIFICACIﾓN ENERGﾉTICA
2016;G;3;39;39051;CONV.MｺEDUC.DIFUS.F.P.;CONV. Mｺ EDUC. Y CIENCIA. DIFUSIﾓN FORM. PROFES.
2016;G;3;39;39052;CONV. CNIG S.INF.OC.SUELO;CONV. CNIG SIST.INFORM. SOBRE OCUPACIﾓN SUELO
2016;G;3;39;39053;PROYECTOS INVESTIGACIﾓN;FINANCIACIﾓN DE LA AGE PROYECTOS  INVESTIGACIﾓN
2016;G;3;39;39054;AY.P. VﾍCT.VIOL.GﾉN. EMPL;AY PﾚBL. VﾍCTIMAS VIOLENCIA GﾉNERO DIFIC. EMPLEO
2016;G;3;39;39055;C.S. EDUC. BIBLIOT. ESCOL;C.S. EDUCACIﾓN - BIBLIOTECAS ESCOLARES
2016;G;3;39;39056;IGUALDAD OPORT.JﾓVENES;IGUALDAD OPORTUNIDADES LOS/LAS JﾓVENES
2016;G;3;39;39057;CSE FINANC. 2ｺ CICLO INF.;CSE FINANCIACIﾓN 2ｺ CICLO EDUCACIﾓN INFANTIL
2016;G;3;39;39058;C.Mｺ CULT ADQ.FDO BIBLIOG;CONV. Mｺ CULTURA ADQ.FDO BIBLIOG. BIBL.MUNICIP.
2016;G;3;39;39059;C.S.EDUC. LIBROS Y MATER.;C.S. EDUCACIﾓN. PROGRAMA LIBROS Y MATERIAL ESCOLAR
2016;G;3;39;39060;Mｺ EDUC.ESP.EUR.EDUC.SUP;Mｺ EDUC. ADAPTAC. INST.UNIVERS. ESP. EUROPEO SUPER
2016;G;3;39;39061;CONV ACCS. AUTOBUSES INT;CONVENIO ACCS. AUTOBUSES INTERURBANO
2016;G;3;39;39062;C.S. EDU. PRG. LENGUAS EX;C.S. EDUC. PROGRAMA LENGUAS EXTRANJERAS (PALE)
2016;G;3;39;39063;AYUDA NAL. NOVILLAS;AYUDA NACIONAL POR NOVILLAS
2016;G;3;39;39064;Transf. MEC Conf. APAS;Transf. MEC Conf. APAS y otros colectivos
2016;G;3;39;39065;PROGRAMAS PRIORITARIOS SANIDAD Y CONSUMO;PROGRAMAS PRIORITARIOS SANIDAD Y CONSUMO
2016;G;3;39;39066;RECUPERACIﾓN ACEITES USADOS;RECUPERACIﾓN ACEITES USADOS
2016;G;3;39;39067;PRﾁCT. SEGURAS CENTROS SANITARIOS;PRﾁCTICAS SEGURAS CENTROS SANITARIOS
2016;G;3;39;39068;RUTAS CIENTﾍFICAS - MEC;RUTAS CIENTﾍFICAS - MEC
2016;G;3;39;39069;CONV. MTAS TRABAJ. EXPO;CONV. M. TRABAJO Y A. S. ACOGIDA TRABAJADORES EXPO
2016;G;3;39;39070;CONV. Mｺ FOM.OBRAS CARRET;CONVENIO Mｺ  FOMENTO OBRAS CARRETERAS
2016;G;3;39;39071;CONV.MｺDEFENSA P.INC.LAB.;CONVENIO Mｺ DEFENSA PROG.INCORPORACIﾓN LABORAL
2016;G;3;39;39072;CONV. MEC DES. TECNOLOGIC;CONV. MｺEC-CA IMPULSO ACTIVIDADES DES. TECNOLﾓGICO
2016;G;3;39;39073;AY. PRESERV. PATRI. DIGIT;AYUDAS PRESERVACIﾓN PATRIMONIO DIGITAL
2016;G;3;39;39074;BIBLIOTECA VIRTUAL ARAGﾓN;BIBLIOTECA VIRTUAL ARAGﾓN
2016;G;3;39;39075;CONV.SALUD BUCODENTAL INF;CONVENIO SALUD BUCODENTAL INFANTIL
2016;G;3;39;39076;PROYECTO REALTH - SAS;PROYECTO REALTH - SAS
2016;G;3;39;39077;MARM - PLAN INTEGRAL AGUA;MARM - PLAN INTEGRAL DEL AGUA
2016;G;3;39;39078;CNIG P.N.ORTOFOTO.AEREA;CONV.CNIG PLAN NACIONAL DE ORTOFOTOGRAFﾍA AﾉREA
2016;G;3;39;39079;SUBV.SP.EMPLEO EST. TXTIL;SUBV. S.P.EMPLEO ESTATAL -ADAP. SCTOR TEXTIL
2016;G;3;39;39080;CONV. I. MUJER PROG.CLARA;CONV. INSTITUTO DE LA MUJER PROGRAMA CLARA
2016;G;3;39;39081;CONV.EDUC.INFANTIL;CONVENIOS EDUCACIﾓN INFANTIL (Mｺ EPSyD)
2016;G;3;39;39082;CONV. EST. C. PALIATIVOS;CONV. ESTRATEGIA CUIDADOS PALIATIVOS
2016;G;3;39;39083;CONV. EST. PARTO NORMAL;CONV. ESTRATEGIA ATENCIﾓN PARTO NORMAL
2016;G;3;39;39084;CONV. ACT. VIOLENCIA GEN.;CONV. ACTIVIDADES SOBRE VIOLENCIA DE GﾉNERO
2016;G;3;39;39085;CONV. COM. DES. SOST.;CONVENIO COMARCAS DESARROLLO SOSTENIBLE
