EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2008;1200;Ingresos de Hacienda y Adm. Pública;Ingresos de Hacienda y Administración Pública
2008;12000;Ingresos de Hacienda y Adm. Pública;Hacienda y Administración Pública
2008;1201;S.G.T. de Economía, Hacienda y Empleo;Secretaría General Técnica de Economía, Hacienda y Empleo
2008;12010;S.G.T. de Economía, Hacienda y Empleo;Secretaría General Técnica de Economía, Hacienda y Empleo
2008;1202;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General de Presupuestos,Tesorería y Patrimonio
2008;12020;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General de Presupuestos,Tesorería y Patrimonio
2008;1203;Dirección General de Política Económica;Dirección General de Política Económica
2008;12030;Dirección General de Política Económica;Dirección General de Política Económica
2008;1204;Intervención General;Intervención General
2008;12040;Intervención General;Intervención General
2008;1205;Dirección General de Tributos;Dirección General de Tributos
2008;12050;Dirección General de Tributos;Dirección General de Tributos
2008;1206;Dirección General de Promoción Económica;Dirección General de Promoción Económica
2008;12060;Dirección General de Promoción Económica;Dirección General de Promoción Económica
2008;1207;D.G. de Trabajo;Dirección General de Trabajo e Inmigración
2008;12070;D.G. de Trabajo;Dirección General de Trabajo
2008;1208;D.G. Asuntos Europeos y Acción Exterior;Dirección General de Asuntos Europeos y Acción Exterior
2008;12080;D.G. Asuntos Europeos y Acción Exterior;No operativo
2008;1250;Ingresos de Secciones Presupuestarias;Ingresos de Secciones Presupuestarias
2008;12500;Ingresos de Secciones Presupuestarias;Ingresos de Secciones Presupuestarias
2008;1251;Ingresos Servicio Provincial de Zaragoza;Ingresos Servicio Provincial de Zaragoza
2008;12510;Ingresos Servicio Provincial de Zaragoza;Ingresos Servicio Provincial de Zaragoza
2008;1252;Ingresos Servicio Provincial de Huesca;Ingresos Servicio Provincial de Huesca
2008;12520;Ingresos Servicio Provincial de Huesca;Ingresos Servicio Provincial de Huesca
2008;1253;Ingresos Servicio Provincial de Teruel;Ingresos Servicio Provincial de Teruel
2008;12530;Ingresos Servicio Provincial de Teruel;Ingresos Servicio Provincial de Teruel
2008;13;Obras Públicas, Urbanismo y Transportes;Obras Públicas, Urbanismo y Transportes
2008;1300;Ingresos de Obras P., Urbanismo y Ttes;Ingresos de Obras Públicas, Urbanismo y Transportes
2008;13000;Ingresos de Obras P., Urbanismo y Ttes;Ingresos de Obras Públicas, Urbanismo y Transportes
2008;1301;S.G.T. Obras Públicas, Urbanismo y Ttes.;Secretaría General Técnica de Obras Públicas, Urbanismo y Transportes
2008;13010;S.G.T. Obras Públicas, Urbanismo y Ttes.;Secretaría General Técnica de Obras Públicas, Urbanismo y Transportes
2008;1302;Dirección General de Carreteras;Dirección General de Carreteras
2008;13020;Dirección General de Carreteras;Dirección General de Carreteras
2008;1303;Dirección General de Urbanismo;Dirección General de Urbanismo
2008;13030;Dirección General de Urbanismo;Dirección General de Urbanismo
2008;1304;Dirección General de Transportes;Dirección General de Transportes
2008;13040;Dirección General de Transportes;Dirección General de Transportes
2008;1305;D.G. de Vivienda y Rehabilitación;Dirección General de Vivienda y Rehabilitación
2008;13050;D.G. de Vivienda y Rehabilitación;Dirección General de Vivienda y Rehabilitación
2008;14;Agricultura y Alimentación;Agricultura y Alimentación
2008;1400;Ingresos Agricultura y Alimentación;Ingresos de Agricultura y Alimentación
2008;14000;Ingresos de Agricultura y Alimentación;Ingresos de Agricultura y Alimentación
2008;1401;S.G.T. de Agricultura y Alimentación;Secretaría General Técnica de Agricultura y Alimentación
2008;14010;S.G.T. de Agricultura y Alimentación;Secretaría General Técnica de Agricultura y Alimentación
2008;14011;AGRI-Sevicio Provincial de Huesca;AGRI - Servicio Provincial de Huesca
2008;14012;AGRI-Sevicio Provincial de Teruel;AGRI - Servicio Provincial de Teruel
2008;14013;AGRI-Sevicio Provincial de Zaragoza;AGRI - Servicio Provincial de Zaragoza
2008;1402;Dirección General de Producción Agraria;Dirección General de Producción Agraria
2008;14020;Dirección General de Producción Agraria;Dirección General de Producción Agraria
2008;1403;D.G. de Fomento Agroalimentario;Dirección General de Fomento Agroalimentario
2008;14030;D.G. de Fomento Agroalimentario;Dirección General de Fomento Agroalimentario
2008;1404;Dirección General de Alimentación;Dirección General de Alimentación
2008;14040;Dirección General de Alimentación;Dirección General de Alimentación
2008;1405;Dirección General de Desarrollo Rural;Dirección General de Desarrollo Rural
2008;14050;Dirección General de Desarrollo Rural;Dirección General de Desarrollo Rural
2008;1406;D.G. de Gestión Forestal;Dirección General de Gestión Forestal
2008;14060;D.G. de Gestión Forestal;Dirección General de Gestión Forestal
2008;1407;D.G. de Calidad Ambiental;Dirección General de Calidad Ambiental
2008;14070;D.G. de Calidad Ambiental;Dirección General de Calidad Ambiental
2008;15;Industria, Comercio y Turismo;Industria, Comercio y Turismo
2008;1500;Ingresos de Industria,Comercio y Turismo;Ingresos de Industria,Comercio y Turismo
2008;15000;Ingresos de Industria,Comercio y Turismo;Ingresos de Industria,Comercio y Turismo
2008;1501;S.G.T. de Industria, Comercio y Turismo;Secretaría General Técnica de Industria, Comercio y Turismo
2008;15010;S.G.T. de Industria, Comercio y Turismo;Secretaría General Técnica de Industria, Comercio y Turismo
2008;1502;D.G. de Industria y PYME;Dirección General de Industria y de la Pequeña y Mediana Empresa
2008;15020;D.G. de Industria y PYME;Dirección General de Industria y de la Pequeña y Mediana Empresa
2008;1503;Dirección General de Energía y Minas;Dirección General de Energía y Minas
2008;15030;Dirección General de Energía y Minas;Dirección General de Energía y Minas
2008;1504;D.G. de Comercio y Artesanía;Dirección General de Comercio y Artesanía
2008;15040;D.G. de Comercio y Artesanía;Dirección General de Comercio y Artesanía
2008;1505;Dirección General de Turismo;Dirección General de Turismo
2008;15050;Dirección General de Turismo;Dirección General de Turismo
2008;1506;Dirección General de Economía;Dirección General de Economía
2008;15060;Dirección General de Economía;Dirección General de Economía
2008;1507;Dirección General de Trabajo;Dirección General de Trabajo
2008;15070;Dirección General de Trabajo;Dirección General de Trabajo
2008;16;Salud y Consumo;Salud y Consumo
2008;1600;Ingresos de Salud y Consumo;Ingresos de Salud y Consumo
2008;16000;Ingresos de Salud y Consumo;Ingresos de Salud y Consumo
2008;1601;S.G.T. de Salud y Consumo;Secretaría General Técnica de Salud y Consumo
2008;16010;S.G.T. de Salud y Consumo;Secretaría General Técnica de Salud y Consumo
2008;1602;D.G. de Planificación y Aseguramiento;Dirección General de Planificación y Aseguramiento
2008;16020;D.G. de Planificación y Aseguramiento;Dirección General de Planificación y Aseguramiento
2008;1603;Dirección General de Consumo;Dirección General de Consumo
2008;16030;Dirección General de Consumo;Dirección General de Consumo
2008;1604;Dirección General de Salud Pública;Dirección General de Salud Pública
2008;16040;Dirección General de Salud Pública;Dirección General de Salud Pública
2008;1605;D.G. de Atención al Usuario;Dirección General de Atención al Usuario
2008;16050;D.G. de Atención al Usuario;Dirección General de Atención al Usuario
2008;1606;D.G. de Familia;Dirección General de Familia
2008;16060;D.G. de Familia;Dirección General de Familia
2008;1607;D.G. de Bienestar Social y Dependencia;Dirección General de Bienestar Social y Dependencia
2008;16070;D.G. de Bienestar Social y Dependencia;Dirección General de Bienestar Social y Dependencia
2008;17;Ciencia, Tecnología y Universidad;Ciencia, Tecnología y Universidad
2008;1700;Ingresos de Ciencia, Tecnol. y Univers.;Ingresos de Ciencia, Tecnol. y Univers.
2008;17000;Ingresos de Ciencia, Tecnol. y Univers.;Ingresos de Ciencia, Tecnol. y Univers.
2008;1701;S.G.T. Ciencia,Tecnología y Universidad;Secretaría General Técnica de Ciencia, Tecnología y Universidad
2008;17010;S.G.T. Ciencia,Tecnología y Universidad;Secretaría General Técnica de Ciencia, Tecnología y Universidad
2008;1702;Dirección General de Enseñanza Superior;Dirección General de Enseñanza Superior
2008;17020;Dirección General de Enseñanza Superior;Dirección General de Enseñanza Superior
2008;1703;D.G. Investig., Innovación y Desarrollo;Dirección General de Investigación, Innovación y Desarrollo
2008;17030;D.G. Investig., Innovación y Desarrollo;Dirección General de Investigación, Innovación y Desarrollo
2008;1704;D.G. Tecnolog. para Sociedad de Inform.;Dirección General de Tecnologías para Sociedad de la Información
2008;17040;D.G. Tecnolog. para Sociedad de Inform.;Dirección General de Tecnologías para Sociedad de la Información
2008;18;Educación, Cultura y Deporte;Educación, Cultura y Deporte
2008;1800;Ingresos de Educación, Cultura y Deporte;Ingresos de Educación, Cultura y Deporte
2008;18000;Ingresos de Educación, Cultura y Deporte;Ingresos de Educación, Cultura y Deporte
2008;1801;S.G.T. de Educación, Cultura y Deporte;Secretaría General Técnica de Educación, Cultura y Deporte
2008;18010;S.G.T. de Educación, Cultura y Deporte;Secretaría General Técnica de Educación, Cultura y Deporte
2008;1802;D.G. de F.P. y Educación Permanente;Dirección General de Formación Profesional y Educación Permanente
2008;18020;D.G. de F.P. y Educación Permanente;Dirección General de Formación Profesional y Educación Permanente
2008;1803;D.G. de Administración Educativa;Dirección General de Administración Educativa
2008;18030;D.G. de Administración Educativa;Dirección General de Administración Educativa
2008;1804;Dirección General de Gestión de Personal;Dirección General de Gestión de Personal
2008;18040;Dirección General de Gestión de Personal;Dirección General de Gestión de Personal
2008;1805;Dirección General de Política Educativa;Dirección General de Política Educativa
2008;18050;Dirección General de Política Educativa;Dirección General de Política Educativa
2008;1806;Dirección General de Cultura;Dirección General de Cultura
2008;18060;Dirección General de Cultura;Dirección General de Cultura
2008;1807;Dirección General de Patrimonio Cultural;Dirección General de Patrimonio Cultural
2008;18070;Dirección General de Patrimonio Cultural;Dirección General de Patrimonio Cultural
2008;1808;Dirección General de Deporte;Dirección General de Deporte
2008;18080;Dirección General de Deporte;Dirección General de Deporte
2008;19;Medio Ambiente;Medio Ambiente
2008;1900;Ingresos de Medio Ambiente;Ingresos de Medio Ambiente
2008;19000;Ingresos de Medio Ambiente;Ingresos de Medio Ambiente
2008;1901;S.G.T. de Medio Ambiente;Secretaría General Técnica de Medio Ambiente
2008;19010;S.G.T. de Medio Ambiente;Secretaría General Técnica de Medio Ambiente
2008;1902;Dirección General de Gestión Forestal;Dirección General de Gestión Forestal
2008;19020;Dirección General de Gestión Forestal;Dirección General de Gestión Forestal
2008;1903;D.G. Calidad Ambiental y Cambio Climátic;Dirección General de Calidad Ambiental y Cambio Climático
2008;19030;D.G. Calidad Ambiental y Cambio Climátic;Dirección General de Calidad Ambiental y Cambio Climático
2008;1904;D.G. Desarrollo Sostenible y Biodiversid;Dirección General de Desarrollo Sostenible y Biodiversidad
2008;19040;D.G. Desarrollo Sostenible y Biodiversid;Dirección General de Desarrollo Sostenible y Biodiversidad
2008;20;Servicios Sociales y Familia;Servicios Sociales y Familia
2008;2000;Ingresos de Servicios Sociales y Familia;Ingresos de Servicios Sociales y Familia
2008;20000;Ingresos de Servicios Sociales y Familia;Ingresos de Servicios Sociales y Familia
2008;2001;S.G.T. de Servicios Sociales y Familia;Secretaría General Técnica de Servicios Sociales y Familia
2008;20010;S.G.T. de Servicios Sociales y Familia;Secretaría General Técnica de Servicios Sociales y Familia
2008;20011;SSyF-Servicio Provincial de Huesca;No operativa
2008;20012;SSyF-Servicio Provincial de Teruel;SSyF - Servicio Provincial de Teruel
2008;2002;Dirección General de Familia;Dirección General de Familia
2008;20020;Dirección General de Familia;Dirección General de Familia
2008;2003;Dirección General Atención Dependencia;Dirección General de Atención a la Dependencia
2008;20030;Dirección General Atención Dependencia;Dirección General de Atención a la Dependencia
2008;2004;D.G. Inmigración y Coop. al Desarrollo;Dirección General de Inmigración y Cooperación al Desarrollo
2008;20040;D.G. Inmigración y Coop. al Desarrollo;D.G. Inmigración y Cooperación al Desarrollo
2008;2010;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2008;20100;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2008;2012;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2008;20120;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2008;26;A las Administraciones Comarcales;A las Administraciones Comarcales
2008;2600;"Ingresos de ""A las Adm. Comarcales""";"Ingresos de ""A las Administraciones Comarcales"""
2008;26000;"Ingresos de ""A las Adm. Comarcales""";"Ingresos de ""A las Administraciones Comarcales"""
2008;2601;Comarca de la Jacetania;Comarca de la Jacetania
2008;26010;Comarca de la Jacetania;Comarca de la Jacetania
2008;2602;Comarca del Alto Gállego;Comarca del Alto Gállego
2008;26020;Comarca del Alto Gállego;Comarca del Alto Gállego
2008;2603;Comarca de Sobrarbe;Comarca de Sobrarbe
2008;26030;Comarca de Sobrarbe;Comarca de Sobrarbe
2008;2604;Comarca de la Ribagorza;Comarca de la Ribagorza
2008;26040;Comarca de la Ribagorza;Comarca de la Ribagorza
2008;2605;Comarca de Cinco Villas;Comarca de Cinco Villas
2008;26050;Comarca de Cinco Villas;Comarca de Cinco Villas
2008;2606;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2008;26060;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2008;2607;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2008;26070;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2008;2608;Comarca de Cinca Medio;Comarca de Cinca Medio
2008;26080;Comarca de Cinca Medio;Comarca de Cinca Medio
2008;2609;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2008;26090;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2008;2610;Comarca de los Monegros;Comarca de los Monegros
2008;26100;Comarca de los Monegros;Comarca de los Monegros
2008;2611;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2008;26110;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2008;2612;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2008;26120;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2008;2613;Comarca de Campo de Borja;Comarca de Campo de Borja
2008;26130;Comarca de Campo de Borja;Comarca de Campo de Borja
2008;2614;Comarca del Aranda;Comarca del Aranda
2008;26140;Comarca del Aranda;Comarca del Aranda
2008;2615;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2008;26150;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2008;2616;Comarca de Valdejalón;Comarca de Valdejalón
2008;26160;Comarca de Valdejalón;Comarca de Valdejalón
2008;2617;Delimitación Comarcal de Zaragoza;Comarca de Zaragoza
2008;26170;Delimitación Comarcal de Zaragoza;Comarca de Zaragoza
2008;2618;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2008;26180;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2008;2619;Comarca Bajo Aragón-Caspe;Comarca Bajo Aragón-Caspe / Baix-Aragó-Casp
2008;26190;Comarca Bajo Aragón-Caspe;Comarca Bajo Aragón-Caspe / Baix-Aragó-Casp
2008;2620;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2008;26200;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2008;2621;Comarca de Campo de Cariñena;Comarca de Campo de Cariñena
2008;26210;Comarca de Campo de Cariñena;Comarca de Campo de Cariñena
2008;2622;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2008;26220;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2008;2623;Comarca del Bajo Martín;Comarca del Bajo Martín
2008;26230;Comarca del Bajo Martín;Comarca del Bajo Martín
2008;2624;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2008;26240;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2008;2625;Comarca del Jiloca;Comarca del Jiloca
2008;26250;Comarca del Jiloca;Comarca del Jiloca
2008;2626;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2008;26260;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2008;2627;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2008;26270;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2008;2628;Comarca del Bajo Aragón;Comarca del Bajo Aragón
2008;26280;Comarca del Bajo Aragón;Comarca del Bajo Aragón
2008;2629;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2008;26290;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2008;2630;Comarca de Maestrazgo;Comarca de Maestrazgo
2008;26300;Comarca de Maestrazgo;Comarca de Maestrazgo
2008;2631;Comarca de la Sierra de Albarracín;Comarca de la Sierra de Albarracín
2008;26310;Comarca de la Sierra de Albarracín;Comarca de la Sierra de Albarracín
2008;2632;Comarca de Gúdar- Javalambre;Comarca de Gúdar - Javalambre
2008;26320;Comarca de Gúdar- Javalambre;Comarca de Gúdar - Javalambre
2008;2633;Comarca del Matarraña/ Matarranya;Comarca del Matarraña / Matarranya
2008;26330;Comarca del Matarraña/ Matarranya;Comarca del Matarraña / Matarranya
2008;2634;Fondo de Cohesión Comarcal;Fondo de Cohesión Comarcal
2008;26340;Fondo de Cohesión Comarcal;Fondo de Cohesión Comarcal
2008;30;Diversos Departamentos;Diversos Departamentos
2008;3000;"Ingresos de ""Diversos Departamentos""";"Ingresos de ""Diversos Departamentos"""
2008;30000;"Ingresos de ""Diversos Departamentos""";"Ingresos de ""Diversos Departamentos"""
2008;3001;Dirección General de Promoción Económica;Dirección General de Promoción Económica
2008;30010;Dirección General de Promoción Económica;Dirección General de Promoción Económica
2008;3002;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General Presupuestos,Tesorería y Patrimonio
2008;30020;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General Presupuestos,Tesorería y Patrimonio
2008;3003;Dirección General de Política Económica;Dirección General de Política Económica
2008;30030;Dirección General de Política Económica;Dirección General de Política Económica
2008;3004;Empresas Públicas y participadas;Empresas Públicas y participadas
2008;30040;Empresas Públicas y participadas;Empresas Públicas y participadas
2008;3005;Dirección General de Tributos;Dirección General de Tributos
2008;30050;Dirección General de Tributos;Dirección General de Tributos
2008;3008;Exposición Internacional Zaragoza 2008;Exposición Internacional Zaragoza 2008
2008;30080;Exposición Internacional Zaragoza 2008;Exposición Internacional Zaragoza 2008
2008;3011;A AST;
2008;30110;a AST;
2008;3013;OBRAS PÚBLICAS;Obras Públicas
2008;30130;OBRAS PÚBLICAS;Obras Públicas
2008;51;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2008;5100;Ingresos del Inst. Aragonés de Empleo;Ingresos del Instituto Aragonés de Empleo
2008;51000;Ingresos del Inst. Aragonés de Empleo;Ingresos del Instituto Aragonés de Empleo
2008;5101;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2008;51010;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2008;51011;INAEM - Servicio Provincial de Huesca;INAEM - Servicio Provincial de Huesca
2008;51012;INAEM - Servicio Provincial de Teruel;INAEM - Servicio Provincial de Teruel
2008;51013;INAEM - Servicio Provincial de Zaragoza;INAEM - Servicio Provincial de Zaragoza
2008;52;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2008;5200;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2008;52000;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2008;5201;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2008;52010;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2008;5205;Ctro. Gestión Integrada Proyectos Corp.;Centro de Gestión Integrada Proyectos Corporativos
2008;52050;Ctro. Gestión Integrada Proyectos Corp.;Centro de Gestión Integrada Proyectos Corporativos
2008;5206;Gerencia 061 Aragon;Gerencia 061 Aragon
2008;52061;Gerencia 061 Aragon;Gerencia 061 Aragon
2008;52AL;Gerencia Sector Alcañiz;Gerencia Sector Alcañiz
2008;52AL1;Gerencia Sector Alcañiz;Gerencia Sector Alcañiz
2008;52AL2;Hospital de  Alcañiz;Hospital de  Alcañiz
2008;52AL3;Atención Primaria Sector Alcañiz;Atención Primaria Sector Alcañiz
2008;52BA;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2008;52BA1;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2008;52BA2;Hospital Barbastro;Hospital de Barbastro
2008;52BA3;Centro Sociosanitario de Fraga;Centro Sociosanitario de Fraga
2008;52BA4;Atención Primaria Sector Barbastro;Atención Primaria Sector Barbastro
2008;52CA;Gerencia Sector Calatayud;Gerencia Sector Calatayud
2008;52CA1;Gerencia Sector Calatayud;Gerencia Sector Calatayud
2008;52CA2;Hospital Ernest Lluch Martin;Hospital Ernest Lluch Martin de Calatayud
2008;52CA3;Atención Primaria Sector Calatayud;Atención Primaria Sector Calatayud
2008;52HU;Gerencia Sector Huesca;Gerencia Sector Huesca
2008;52HU1;Gerencia Sector Huesca;Gerencia Sector Huesca
2008;52HU2;Hospital San Jorge de Huesca;Hospital General San Jorge de Huesca
2008;52HU3;Hospital Sagrado Corazón de Jesús;Hospital Sagrado Corazón de Jesús
2008;52HU4;C.R.P. Santo Cristo de los Milagros;Centro de Rehabilitación Psicosocial Santo Cristo de los Milagros
2008;52HU5;Atención Primaria Sector Huesca;Atención Primaria Sector Huesca
2008;52TE;Gerencia Sector Teruel;Gerencia Sector Teruel
2008;52TE1;Gerencia Sector Teruel;Gerencia Sector Teruel
2008;52TE2;Hospital Obispo Polanco Teruel;Hospital Obispo Polanco Teruel
2008;52TE3;Hospital San José;Hospital San José
2008;52TE4;C.R.P. San Juan de Dios;Centro Rehabilitación Psicosocial San Juan de Dios
2008;52TE5;Atención Primaria Sector Teruel;Atención Primaria Sector Teruel
2008;52Z1;Gerencia Sector Zaragoza I;Gerencia Sector Zaragoza I
2008;52Z11;Gerencia Sector Zaragoza I;Gerencia Sector Zaragoza I
2008;52Z12;Hospital Royo Villanova;Hospital Royo Villanova
2008;52Z13;Hospital Nuestra Señora de Gracia;Hospital Nuestra Señora de Gracia
2008;52Z14;Atención Primaria Sector Zaragoza I;Atención Primaria Sector Zaragoza I
2008;52Z2;Gerencia Sector Zaragoza II;Gerencia Sector Zaragoza II
2008;52Z21;Gerencia Sector Zaragoza II;Gerencia Sector Zaragoza II
2008;52Z22;Hospital Universitario Miguel Servet;Hospital Universitario Miguel Servet
2008;52Z23;Atención Primaria Sector Zaragoza II;Atención Primaria Sector Zaragoza II
2008;52Z3;Gerencia Sector Zaragoza III;Gerencia Sector Zaragoza III
