EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2013;1607;D.G. de Bienestar Social y Dependencia;Direccin General de Bienestar Social y Dependencia
2013;16070;D.G. de Bienestar Social y Dependencia;Direccin General de Bienestar Social y Dependencia
2013;16220;S,BS y F-Sevicio Provincial de Huesca;AGRI - Servicio Provincial de Huesca
2013;16440;S,BS y F-Sevicio Provincial de Teruel;AGRI - Servicio Provincial de Huesca
2013;16500;S,BS y F-Sevicio Provincial de Zaragoza;AGRI - Servicio Provincial de Huesca
2013;17;Industria e Innovacin;Industria e Innovacin
2013;1700;Ingresos de Industria e Innovacin;Ingresos de Industria e Innovacin
2013;17000;Ingresos de Industria e Innovacin;Ingresos de Industria e Innovacin
2013;1701;SGT Industria e Innovacin;Secretara General Tcnica de Industria e Innovacin
2013;17010;SGT Industria e Innovacin;Secretara General Tcnica de Industria e Innovacin
2013;1702;D.G. de Industria y de la PYME;Direccin General de Industria y de la Pequea y Mediana Empresa
2013;17020;D.G. de Industria y de la PYME;Direccin General de Industria y de la Pequea y Mediana Empresa
2013;1703;D.G. Investigacin e Innovacin;Direccin General de Investigacin e Innovacin
2013;17030;D.G. Investigacin e Innovacin;Direccin General de Investigacin e Innovacin
2013;1704;D.G. Nuevas Tecnologas;Direccin General de Nuevas Tecnologas
2013;17040;D.G. Nuevas Tecnologas;Direccin General de Nuevas Tecnologas
2013;1705;Direccin General de Energa y Minas;Direccin General de Energa y Minas
2013;17050;Direccin General de Energa y Minas;Direccin General de Energa y Minas
2013;1706;Direccin General Comercio y Artesana;Direccin General Comercio y Artesana
2013;17060;Direccin General Comercio y Artesana;Direccin General Comercio y Artesana
2013;18;Educacin, Universidad,Cultura y Deporte;Educacin, Universidad, Cultura y Deporte
2013;1800;Ingresos Educ,Univ, Cultura y Deporte;Ingresos de Educacin, Universidad, Cultura y Deporte
2013;18000;Ingresos Educ,Univ, Cultura y Deporte;Ingresos de Educacin, Universidad, Cultura y Deporte
2013;1801;S.G.T. Educacin,Univ.,Cultura y Deporte;Secretara General Tcnica de Educacin, Universidad, Cultura y Deporte
2013;18010;S.G.T. Educacin,Univ.,Cultura y Deporte;Secretara General Tcnica de Educacin, Universidad, Cultura y Deporte
2013;1802;D.G. de Universidades;Direccin General de Universidades
2013;18020;D.G. de Universidades;Direccin General de Universidades
2013;1803;D.G. de Ordenacin Acadmica;Direccin General de Ordenacin Acadmica
2013;18030;D.G. de Ordenacin Acadmica;Direccin General de Ordenacin Acadmica
2013;1804;Direccin General de Gestin de Personal;Direccin General de Gestin de Personal
2013;18040;Direccin General de Gestin de Personal;Direccin General de Gestin de Personal
2013;1805;D.G. Poltica Educativa y Educacin Perm;Direccin General de Poltica Educativa y Educacin Permanente
2013;18050;D.G. Poltica Educativa y Educacin Perm;Direccin General de Poltica Educativa y Educacin Permanente
2013;1806;Direccin General de Cultura;Direccin General de Cultura
2013;18060;Direccin General de Cultura;Direccin General de Cultura
2013;1807;Direccin General de Patrimonio Cultural;Direccin General de Patrimonio Cultural
2013;18070;Direccin General de Patrimonio Cultural;Direccin General de Patrimonio Cultural
2013;1808;Direccin General de Deporte;Direccin General de Deporte
2013;18080;Direccin General de Deporte;Direccin General de Deporte
2013;26;A las Administraciones Comarcales;A las Administraciones Comarcales
2013;2600;Ingresos de "A las Adm. Comarcales";Ingresos de "A las Administraciones Comarcales"
2013;26000;Ingresos de "A las Adm. Comarcales";Ingresos de "A las Administraciones Comarcales"
2013;2601;Comarca de la Jacetania;Comarca de la Jacetania
2013;26010;Comarca de la Jacetania;Comarca de la Jacetania
2013;2602;Comarca del Alto Gllego;Comarca del Alto Gllego
2013;26020;Comarca del Alto Gllego;Comarca del Alto Gllego
2013;2603;Comarca de Sobrarbe;Comarca de Sobrarbe
2013;26030;Comarca de Sobrarbe;Comarca de Sobrarbe
2013;2604;Comarca de la Ribagorza;Comarca de la Ribagorza
2013;26040;Comarca de la Ribagorza;Comarca de la Ribagorza
2013;2605;Comarca de Cinco Villas;Comarca de Cinco Villas
2013;26050;Comarca de Cinco Villas;Comarca de Cinco Villas
2013;2606;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2013;26060;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2013;2607;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2013;26070;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2013;2608;Comarca de Cinca Medio;Comarca de Cinca Medio
2013;26080;Comarca de Cinca Medio;Comarca de Cinca Medio
2013;2609;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2013;26090;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2013;2610;Comarca de los Monegros;Comarca de los Monegros
2013;26100;Comarca de los Monegros;Comarca de los Monegros
2013;2611;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2013;26110;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2013;2612;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2013;26120;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2013;2613;Comarca de Campo de Borja;Comarca de Campo de Borja
2013;26130;Comarca de Campo de Borja;Comarca de Campo de Borja
2013;2614;Comarca del Aranda;Comarca del Aranda
2013;26140;Comarca del Aranda;Comarca del Aranda
2013;2615;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2013;26150;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2013;2616;Comarca de Valdejaln;Comarca de Valdejaln
2013;26160;Comarca de Valdejaln;Comarca de Valdejaln
2013;2617;Delimitacin Comarcal de Zaragoza;Comarca de Zaragoza
2013;26170;Delimitacin Comarcal de Zaragoza;Comarca de Zaragoza
2013;2618;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2013;26180;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2013;2619;Comarca Bajo Aragn-Caspe;Comarca Bajo Aragn-Caspe / Baix-Arag-Casp
2013;26190;Comarca Bajo Aragn-Caspe;Comarca Bajo Aragn-Caspe / Baix-Arag-Casp
2013;2620;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2013;26200;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2013;2621;Comarca de Campo de Cariena;Comarca de Campo de Cariena
2013;26210;Comarca de Campo de Cariena;Comarca de Campo de Cariena
2013;2622;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2013;26220;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2013;2623;Comarca del Bajo Martn;Comarca del Bajo Martn
2013;26230;Comarca del Bajo Martn;Comarca del Bajo Martn
2013;2624;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2013;26240;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2013;2625;Comarca del Jiloca;Comarca del Jiloca
2013;26250;Comarca del Jiloca;Comarca del Jiloca
2013;2626;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2013;26260;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2013;2627;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2013;26270;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2013;2628;Comarca del Bajo Aragn;Comarca del Bajo Aragn
2013;26280;Comarca del Bajo Aragn;Comarca del Bajo Aragn
2013;2629;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2013;26290;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2013;2630;Comarca de Maestrazgo;Comarca de Maestrazgo
2013;26300;Comarca de Maestrazgo;Comarca de Maestrazgo
2013;2631;Comarca de la Sierra de Albarracn;Comarca de la Sierra de Albarracn
2013;26310;Comarca de la Sierra de Albarracn;Comarca de la Sierra de Albarracn
2013;2632;Comarca de Gdar- Javalambre;Comarca de Gdar - Javalambre
2013;26320;Comarca de Gdar- Javalambre;Comarca de Gdar - Javalambre
2013;2633;Comarca del Matarraa/ Matarranya;Comarca del Matarraa / Matarranya
2013;26330;Comarca del Matarraa/ Matarranya;Comarca del Matarraa / Matarranya
2013;2634;Servicios Administraciones Comarcales;Fondo de Cohesin Comarcal
2013;26340;Servicios Administraciones Comarcales;Fondo de Cohesin Comarcal
2013;30;Diversos Departamentos;Diversos Departamentos
2013;3000;Ingresos de "Diversos Departamentos";Ingresos de "Diversos Departamentos"
2013;30000;Ingresos de "Diversos Departamentos";Ingresos de "Diversos Departamentos"
2013;3001;Fondo Contingencia Ejecucin Presupuest.;Fondo de Contingencia de Ejecucin Presupuestaria
2013;30010;Fondo Contingencia Ejecucin Presupuest.;Fondo de Contingencia de Ejecucin Presupuestaria
2013;3002;Fondo de Gastos de Personal;Fondo de Gastos de Personal
2013;30020;Fondo de Gastos de Personal;Fondo de Gastos de Personal
2013;3003;Deuda Pblica;Deuda Pblica
2013;30030;Deuda Pblica;Deuda Pblica
2013;3004;Empresas Pblicas y participadas;Empresas Pblicas y participadas
2013;30040;Empresas Pblicas y participadas;Empresas Pblicas y participadas
2013;3006;Fondo Inclusin Social y Ay. Familiar Ur;Direccin General de Tributos
2013;30060;Fondo Inclusin Social y Ay. Familiar Ur;No operativa
2013;51;Instituto Aragons de Empleo;Instituto Aragons de Empleo
2013;5100;Ingresos del Inst. Aragons de Empleo;Ingresos del Instituto Aragons de Empleo
2013;51000;Ingresos del Inst. Aragons de Empleo;Ingresos del Instituto Aragons de Empleo
2013;5101;Instituto Aragons de Empleo;Instituto Aragons de Empleo
2013;51010;Instituto Aragons de Empleo;Instituto Aragons de Empleo
2013;51011;INAEM - Servicio Provincial de Huesca;INAEM - Servicio Provincial de Huesca
2013;51012;INAEM - Servicio Provincial de Teruel;INAEM - Servicio Provincial de Teruel
2013;51013;INAEM - Servicio Provincial de Zaragoza;INAEM - Servicio Provincial de Zaragoza
2013;52;Servicio Aragons de Salud;Servicio Aragons de Salud
2013;5200;Ingresos del Servicio Aragons de Salud;Ingresos del Servicio Aragons de Salud
2013;52000;Ingresos del Servicio Aragons de Salud;Ingresos del Servicio Aragons de Salud
2013;5201;Servicio Aragons de Salud;Servicio Aragons de Salud
2013;52010;Servicio Aragons de Salud;Servicio Aragons de Salud
2013;5205;Ctro. Gestin Integrada Proyectos Corp.;Centro de Gestin Integrada Proyectos Corporativos
2013;52050;Ctro. Gestin Integrada Proyectos Corp.;Centro de Gestin Integrada Proyectos Corporativos
2013;5206;Gerencia 061 Aragon;Gerencia 061 Aragon
2013;52061;Gerencia 061 Aragon;Gerencia 061 Aragon
2013;52AL;Gerencia Sector Alcaiz;Gerencia Sector Alcaiz
2013;52AL1;Gerencia Sector Alcaiz;Gerencia Sector Alcaiz
2013;52AL2;Hospital de  Alcaiz;Hospital de  Alcaiz
2013;52AL3;Atencin Primaria Sector Alcaiz;Atencin Primaria Sector Alcaiz
2013;52BA;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2013;52BA1;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2013;52BA2;Hospital Barbastro;Hospital de Barbastro
2013;52BA3;Centro Sociosanitario de Fraga;Centro Sociosanitario de Fraga
2013;52BA4;Atencin Primaria Sector Barbastro;Atencin Primaria Sector Barbastro
2013;52CA;Gerencia Sector Calatayud;Gerencia Sector Calatayud
2013;52CA1;Gerencia Sector Calatayud;Gerencia Sector Calatayud
2013;52CA2;Hospital Ernest Lluch Martin;Hospital Ernest Lluch Martin de Calatayud
2013;52CA3;Atencin Primaria Sector Calatayud;Atencin Primaria Sector Calatayud
2013;52HU;Gerencia Sector Huesca;Gerencia Sector Huesca
2013;52HU1;Gerencia Sector Huesca;Gerencia Sector Huesca
2013;52HU2;Hospital San Jorge de Huesca;Hospital General San Jorge de Huesca
2013;52HU3;Hospital Sagrado Corazn de Jess;Hospital Sagrado Corazn de Jess
2013;52HU4;C.R.P. Santo Cristo de los Milagros;Centro de Rehabilitacin Psicosocial Santo Cristo de los Milagros
2013;52HU5;Atencin Primaria Sector Huesca;Atencin Primaria Sector Huesca
2013;52TE;Gerencia Sector Teruel;Gerencia Sector Teruel
2013;52TE1;Gerencia Sector Teruel;Gerencia Sector Teruel
2013;52TE2;Hospital Obispo Polanco Teruel;Hospital Obispo Polanco Teruel
2013;52TE3;Hospital San Jos;Hospital San Jos
2013;52TE4;C.R.P. San Juan de Dios;Centro Rehabilitacin Psicosocial San Juan de Dios
2013;52TE5;Atencin Primaria Sector Teruel;Atencin Primaria Sector Teruel
2013;52Z1;Gerencia Sector Zaragoza I;Gerencia Sector Zaragoza I
2013;52Z11;Gerencia Sector Zaragoza I;Gerencia Sector Zaragoza I
2013;52Z12;Hospital Royo Villanova;Hospital Royo Villanova
2013;52Z13;Hospital Nuestra Seora de Gracia;Hospital Nuestra Seora de Gracia
2013;52Z14;Atencin Primaria Sector Zaragoza I;Atencin Primaria Sector Zaragoza I
2013;52Z2;Gerencia Sector Zaragoza II;Gerencia Sector Zaragoza II
2013;52Z21;Gerencia Sector Zaragoza II;Gerencia Sector Zaragoza II
2013;52Z22;Hospital Universitario Miguel Servet;Hospital Universitario Miguel Servet
2013;52Z23;Atencin Primaria Sector Zaragoza II;Atencin Primaria Sector Zaragoza II
2013;52Z3;Gerencia Sector Zaragoza III;Gerencia Sector Zaragoza III
2013;52Z31;Gerencia Sector Zaragoza III;Gerencia Sector Zaragoza III
2013;52Z32;Hospital Clnico Universitario Lozano Bl;Hospital Clnico Universitario Lozano Blesa
2013;52Z33;H.Geritico San Jorge de Zaragoza;Hospital Geritico San Jorge de Zaragoza
2013;52Z34;C.R.P. Nuestra Seora del Pilar;Centro Rehabilitacin Psicosocial Nuestra Seora del Pilar
2013;52Z35;Atencin Primaria Sector Zaragoza III;Atencin Primaria Sector Zaragoza III
2013;53;Instituto Aragons de Servicios Sociales;Instituto Aragons de Servicios Sociales
2013;5300;Ingresos Inst. Aragons Serv. Sociales;Ingresos del Instituto Aragons de Servicios Sociales
2013;53000;Ingresos Inst. Aragons Serv. Sociales;Ingresos del Instituto Aragons de Servicios Sociales
2013;5301;Instituto Aragons de Servicios Sociales;Instituto Aragons de Servicios Sociales
2013;53010;Instituto Aragons de Servicios Sociales;Instituto Aragons de Servicios Sociales
2013;53AAA;Accin concertada Plazas Mayores Huesca;Reserva y Ocupacin de Plazas de Mayores en Huesca
2013;53AAB;Accin concertada Plazas Mayores Teruel;Reserva y Ocupacin de Plazas de Mayores en Teruel
2013;53AAC;Accin concertada Plazas Mayores Zaragoz;Reserva y Ocupacin de Plazas de Mayores en Zaragoza
2013;53ABA;Residencia de Mayores Ciudad de Huesca;Residencia de Mayores "Ciudad de Huesca"
2013;53ABB;Res.Mayores "Sagrada Familia"-Huesca;Residencia "Sagrada Familia" de Huesca
2013;53ABC;Res.Mayores "San Blas"-Huesca;Residencia "San Blas de Huesca"
2013;53ABD;Res.Mayores "Turia"-Teruel;Residencia  de Mayores "Turia" de Teruel
2013;53ABE;Residencia de Utrillas;Residencia de Utrillas
2013;53ABF;Residencia de "Mayores Ciudad de Albarra;Residencia de "Mayores Ciudad de Albarracn"
2013;53ABG;Res. de Mayores "Javalambre" Teruel;Residencia de Mayores "Javalambre" de Teruel
2013;53ABH;Res. de Mayores  de Movera;Residencia de Mayores de Movera
2013;53ABI;Res. de Mayores  de Borja;Residencia de Mayores de Borja
2013;53ABJ;Res. Mayores "Romareda" Zaragoza;Residencia de Mayores "Romareda" de Zaragoza
2013;53ABK;Res. de Mayores de Alagon;Residencia de Mayores de Alagn
2013;53ABL;Res. de Mayores "Las Fuentes" Zaragoza;Residencia de Mayores "Las Fuentes" de Zaragoza
2013;53ABM;Centro Asistencial de Calatayud;Centro Asistencial de Calatayud
2013;53ABN;Centro Asistencial "Hogar Doz" Tarazona;Centro Asistencial "Hogar Doz" Tarazona
2013;53ABO;Res. Mayores Actur de Zaragoza;Instituto Aragons de Servicios Sociales
2013;53ABP;Res. Mayores "Oliver" Zaragoza;Residencia de Mayores del Barrio Oliver de Zaragoza
