EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2013;01010;1111;226009;91002;Otros gastos diversos;130.000,00
2013;01010;1111;227000;91002;Limpieza y aseo;328.281,36
2013;01010;1111;227001;91002;Seguridad;1.328.503,16
2013;01010;1111;227003;91002;Postales;8.400,00
2013;01010;1111;227004;91002;Custodia, depósito y almacenaje;7.500,00
2013;01010;1111;227006;91002;Estudios y trabajos técnicos;13.000,00
2013;01010;1111;227009;91002;Otros trabajos realizados por otras empresas;582.594,34
2013;01010;1111;230000;91002;Dietas;505.000,00
2013;01010;1111;231000;91002;Locomoción;505.000,00
2013;01010;1111;239000;91002;Otras indemnizaciones;110.000,00
2013;01010;1111;250000;91002;Gastos en pruebas selectivas;1.000,00
2013;01010;1111;251000;91002;Realización de cursos de formación interna;1.000,00
2013;01010;1111;359000;91002;Otros gastos de depósitos, fianzas y avales;601,00
2013;01010;1111;480189;91002;Subvenciones a Grupos Parlamentarios;3.095.364,00
2013;01010;1111;480190;91002;Conciertos y convenios de las Cortes de Aragón;185.552,20
2013;01010;1111;603000;91002;Maquinaria, instalación y utillaje;36.065,26
2013;01010;1111;606000;91002;Equipos para procesos de información;145.101,60
2013;01010;1113;120000;91002;Sueldos de Personal Funcionario;51.086,64
2013;01010;1113;120005;91002;Trienios de Personal Funcionario;19.388,88
2013;01010;1113;120006;91002;Pagas extraordinarias de Personal Funcionario;18.614,28
2013;01010;1113;121000;91002;Complemento de destino de Personal Funcionario;23.694,84
2013;01010;1113;121001;91002;Complemento específico de Personal Funcionario;17.515,32
2013;01010;1113;130000;91002;Salario base de Personal Laboral Fijo;23.696,04
2013;01010;1113;130001;91002;Antigüedad de Personal Laboral Fijo;12.745,20
2013;01010;1113;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;8.120,86
2013;01010;1113;130003;91002;Otras remuneraciones de Personal Laboral Fijo;12.283,92
2013;01010;1113;150000;91002;Productividad fija de Funcionarios;4.905,48
2013;01010;1113;160000;91002;Seguridad social;39.609,54
2013;01010;1113;212000;91002;Rep. y conservación edificios y otras construcc.;15.000,00
2013;01010;1113;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;1.415,34
2013;01010;1113;220003;91002;Libros y otras publicaciones;15.000,00
2013;01010;1113;221009;91002;Otros suministros;15.000,00
2013;01010;1113;226002;91002;Gastos de divulgación y promoción;75.000,00
2013;01010;1113;227000;91002;Limpieza y aseo;43.307,70
2013;01010;1113;227001;91002;Seguridad;192.838,04
2013;01010;1113;227006;91002;Estudios y trabajos técnicos;4.000,00
2013;01010;1113;227009;91002;Otros trabajos realizados por otras empresas;386.758,00
2013;01010;1113;359000;91002;Otros gastos de depósitos, fianzas y avales;601,00
2013;01020;1112;100000;91002;Retribuciones básicas de Altos Cargos;28.372,68
2013;01020;1112;100001;91002;Otras remuneraciones de Altos Cargos;42.801,92
2013;01020;1112;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;449.406,86
2013;01020;1112;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;375.699,94
2013;01020;1112;120000;91002;Sueldos de Personal Funcionario;126.027,60
2013;01020;1112;120005;91002;Trienios de Personal Funcionario;99.554,68
2013;01020;1112;120006;91002;Pagas extraordinarias de Personal Funcionario;44.032,34
2013;01020;1112;121000;91002;Complemento de destino de Personal Funcionario;54.290,04
2013;01020;1112;121001;91002;Complemento específico de Personal Funcionario;44.878,44
2013;01020;1112;122002;91002;Otras retribuciones en especie;18.000,00
2013;01020;1112;150000;91002;Productividad fija de Funcionarios;54.833,16
2013;01020;1112;151000;91002;Gratificaciones de Personal Funcionario;1.000,00
2013;01020;1112;151001;91002;Gratificaciones de Personal no Funcionario;1.000,00
2013;01020;1112;160000;91002;Seguridad social;229.218,39
2013;01020;1112;160001;91002;MUFACE;1.762,04
2013;01020;1112;160009;91002;Otras cuotas sociales;8.829,80
2013;01020;1112;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;2.000,00
2013;01020;1112;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;2.300,00
2013;01020;1112;165000;91002;Fondo de Acción Social;30.200,00
2013;01020;1112;202000;91002;Arrendamientos de edificios y otras construcciones;100,00
2013;01020;1112;206000;91002;Arrendamientos de equipos procesos de información;100,00
2013;01020;1112;212000;91002;Rep. y conservación edificios y otras construcc.;4.500,00
2013;01020;1112;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;23.000,00
2013;01020;1112;214000;91002;Reparación y conservación material de transporte;2.100,00
2013;01020;1112;215000;91002;Reparación y conservación de mobiliario y enseres;500,00
2013;01020;1112;216000;91002;Rep. y conserv. equipos procesos de información;3.000,00
2013;01020;1112;220000;91002;Ordinario no inventariable;10.800,00
2013;01020;1112;220001;91002;Mobiliario y enseres;1.000,00
2013;01020;1112;220002;91002;Prensa, revistas y publicaciones periódicas;14.400,00
2013;01020;1112;220003;91002;Libros y otras publicaciones;40.000,00
2013;01020;1112;220004;91002;Material informático;4.000,00
2013;01020;1112;220009;91002;Otro material de oficina;1.000,00
2013;01020;1112;221000;91002;Energía eléctrica;38.000,00
2013;01020;1112;221001;91002;Agua;4.000,00
2013;01020;1112;221003;91002;Combustibles;3.500,00
2013;01020;1112;221004;91002;Vestuario;2.000,00
2013;01020;1112;221009;91002;Otros suministros;1.600,00
2013;01020;1112;222000;91002;Telefónicas;25.000,00
2013;01020;1112;222001;91002;Postales;8.400,00
2013;01020;1112;222002;91002;Telegráficas;40,00
2013;01020;1112;222009;91002;Otras comunicaciones;2.900,00
2013;01020;1112;223000;91002;Transporte;3.150,00
2013;01020;1112;224000;91002;Primas de Edificios y locales;4.500,00
2013;01020;1112;224001;91002;Primas de vehículos;1.500,00
2013;01020;1112;224002;91002;Primas de otro inmovilizado;100,00
2013;01020;1112;224003;91002;Otros riesgos;100,00
2013;01020;1112;226001;91002;Atenciones protocolarias y representativas;19.000,00
2013;01020;1112;226002;91002;Gastos de divulgación y promoción;27.000,00
2013;01020;1112;226005;91002;Reuniones y conferencias;12.000,00
2013;01020;1112;226009;91002;Otros gastos diversos;2.000,00
2013;01020;1112;227000;91002;Limpieza y aseo;51.850,00
2013;01020;1112;227001;91002;Seguridad;41.000,00
2013;01020;1112;227003;91002;Postales;9.500,00
2013;01020;1112;227006;91002;Estudios y trabajos técnicos;12.000,00
2013;01020;1112;227009;91002;Otros trabajos realizados por otras empresas;15.100,00
2013;01020;1112;230000;91002;Dietas;16.500,00
2013;01020;1112;231000;91002;Locomoción;8.000,00
2013;01020;1112;480191;91002;Convenio con el Justicia de Aragón;12.735,18
2013;01030;1114;100000;91002;Retribuciones básicas de Altos Cargos;134.259,48
2013;01030;1114;100001;91002;Otras remuneraciones de Altos Cargos;86.900,74
2013;01030;1114;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;49.886,16
2013;01030;1114;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;36.201,84
2013;01030;1114;120000;91002;Sueldos de Personal Funcionario;607.592,40
2013;01030;1114;120005;91002;Trienios de Personal Funcionario;198.469,32
2013;01030;1114;120006;91002;Pagas extraordinarias de Personal Funcionario;222.703,42
2013;01030;1114;121000;91002;Complemento de destino de Personal Funcionario;292.256,40
2013;01030;1114;121001;91002;Complemento específico de Personal Funcionario;258.885,36
2013;01030;1114;150001;91002;Productividad variable de Funcionarios;110.378,16
2013;01030;1114;151000;91002;Gratificaciones de Personal Funcionario;3.600,00
2013;01030;1114;160000;91002;Seguridad social;261.662,32
2013;01030;1114;160001;91002;MUFACE;13.055,98
2013;01030;1114;160009;91002;Otras cuotas sociales;3.684,66
2013;01030;1114;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;20.000,00
2013;01030;1114;165000;91002;Fondo de Acción Social;19.954,64
2013;01030;1114;165001;91002;Fondo de pensiones;10.000,00
2013;01030;1114;206000;91002;Arrendamientos de equipos procesos de información;15.000,00
2013;01030;1114;212000;91002;Rep. y conservación edificios y otras construcc.;30.000,00
2013;01030;1114;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;3.000,00
2013;01030;1114;215000;91002;Reparación y conservación de mobiliario y enseres;2.500,00
2013;01030;1114;216000;91002;Rep. y conserv. equipos procesos de información;3.000,00
2013;01030;1114;220000;91002;Ordinario no inventariable;15.000,00
2013;01030;1114;220001;91002;Mobiliario y enseres;5.000,00
2013;01030;1114;220002;91002;Prensa, revistas y publicaciones periódicas;10.000,00
2013;01030;1114;220003;91002;Libros y otras publicaciones;10.000,00
2013;01030;1114;220004;91002;Material informático;10.000,00
2013;01030;1114;220009;91002;Otro material de oficina;5.000,00
2013;01030;1114;221000;91002;Energía eléctrica;40.000,00
2013;01030;1114;221009;91002;Otros suministros;1.000,00
2013;01030;1114;222000;91002;Telefónicas;15.000,00
2013;01030;1114;222001;91002;Postales;6.000,00
2013;01030;1114;223000;91002;Transporte;3.000,00
2013;01030;1114;224002;91002;Primas de otro inmovilizado;1.000,00
2013;01030;1114;224003;91002;Otros riesgos;6.000,00
2013;01030;1114;225002;91002;Tributos estatales;1.000,00
2013;01030;1114;226001;91002;Atenciones protocolarias y representativas;20.000,00
2013;01030;1114;226002;91002;Gastos de divulgación y promoción;20.000,00
2013;01030;1114;226005;91002;Reuniones y conferencias;26.000,00
2013;01030;1114;226009;91002;Otros gastos diversos;10.000,00
2013;01030;1114;227000;91002;Limpieza y aseo;50.000,00
2013;01030;1114;227001;91002;Seguridad;60.000,00
2013;01030;1114;227006;91002;Estudios y trabajos técnicos;150.000,00
2013;01030;1114;230000;91002;Dietas;35.000,00
2013;01030;1114;231000;91002;Locomoción;20.000,00
2013;01030;1114;251000;91002;Realización de cursos de formación interna;10.500,00
2013;01030;1114;603000;91002;Maquinaria, instalación y utillaje;2.000,00
2013;01030;1114;605000;91002;Mobiliario y enseres;5.000,00
2013;01030;1114;606000;91002;Equipos para procesos de información;5.500,00
2013;01030;1114;609000;91002;Inmovilizado Inmaterial;6.000,00
2013;02010;1121;100000;91002;Retribuciones básicas de Altos Cargos;17.071,80
2013;02010;1121;100001;91002;Otras remuneraciones de Altos Cargos;63.903,12
2013;02010;1121;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;131.002,20
2013;02010;1121;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;258.082,24
2013;02010;1121;120000;91002;Sueldos de Personal Funcionario;160.119,14
2013;02010;1121;120005;91002;Trienios de Personal Funcionario;44.628,22
2013;02010;1121;120006;91002;Pagas extraordinarias de Personal Funcionario;68.807,34
2013;02010;1121;121000;91002;Complemento de destino de Personal Funcionario;116.998,08
2013;02010;1121;121001;91002;Complemento específico de Personal Funcionario;249.054,84
2013;02010;1121;130001;91002;Antigüedad de Personal Laboral Fijo;5.023,36
2013;02010;1121;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;500,00
2013;02010;1121;160000;91002;Seguridad social;242.004,39
2013;02010;1121;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;716,00
2013;02010;1121;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;180,00
2013;02010;1121;202000;91002;Arrendamientos de edificios y otras construcciones;6.300,00
2013;02010;1121;204000;91002;Arrendamientos de material de transporte;595,00
2013;02010;1121;205000;91002;Arrendamientos de mobiliario y enseres;1.430,00
2013;02010;1121;212000;91002;Rep. y conservación edificios y otras construcc.;19.064,00
2013;02010;1121;214000;91002;Reparación y conservación material de transporte;55.000,00
2013;02010;1121;215000;91002;Reparación y conservación de mobiliario y enseres;3.515,00
2013;02010;1121;216000;91002;Rep. y conserv. equipos procesos de información;1.081,00
2013;02010;1121;220000;91002;Ordinario no inventariable;75.000,00
2013;02010;1121;220001;91002;Mobiliario y enseres;35.000,00
2013;02010;1121;220002;91002;Prensa, revistas y publicaciones periódicas;14.546,00
2013;02010;1121;220003;91002;Libros y otras publicaciones;31.856,00
2013;02010;1121;220004;91002;Material informático;1.905,00
2013;02010;1121;220009;91002;Otro material de oficina;455,00
2013;02010;1121;221000;91002;Energía eléctrica;1.205,00
2013;02010;1121;221001;91002;Agua;179,00
2013;02010;1121;221002;91002;Gas;179,00
2013;02010;1121;221003;91002;Combustibles;38.000,00
2013;02010;1121;221004;91002;Vestuario;1.179,00
2013;02010;1121;221006;91002;Productos farmacéuticos;568,00
2013;02010;1121;221009;91002;Otros suministros;30.000,00
2013;02010;1121;222000;91002;Telefónicas;132.928,00
2013;02010;1121;222001;91002;Postales;1.730,00
2013;02010;1121;222002;91002;Telegráficas;703,00
2013;02010;1121;222003;91002;Télex y telefax;3.626,00
2013;02010;1121;222009;91002;Otras comunicaciones;676,00
2013;02010;1121;223000;91002;Transporte;22.000,00
2013;02010;1121;224000;91002;Primas de Edificios y locales;162,00
2013;02010;1121;224001;91002;Primas de vehículos;2.800,00
2013;02010;1121;224003;91002;Otros riesgos;1.779,00
2013;02010;1121;225000;91002;Tributos locales;2.319,00
2013;02010;1121;226000;91002;Cánones;2.100,00
2013;02010;1121;226001;91002;Atenciones protocolarias y representativas;406.320,00
2013;02010;1121;226002;91002;Gastos de divulgación y promoción;75.375,00
2013;02010;1121;226004;91002;Remuneraciones a agentes mediadores independientes;162,00
2013;02010;1121;226005;91002;Reuniones y conferencias;39.151,00
2013;02010;1121;226009;91002;Otros gastos diversos;15.000,00
2013;02010;1121;227000;91002;Limpieza y aseo;428,00
2013;02010;1121;227001;91002;Seguridad;2.100,00
2013;02010;1121;227002;91002;Valoraciones y peritajes;179,00
2013;02010;1121;227006;91002;Estudios y trabajos técnicos;136.000,00
2013;02010;1121;227009;91002;Otros trabajos realizados por otras empresas;54.963,00
2013;02010;1121;230000;91002;Dietas;30.000,00
2013;02010;1121;231000;91002;Locomoción;35.000,00
2013;02010;1121;232000;91002;Traslado;126,00
2013;02010;1121;480001;91002;Fundación Seminario Investigación para la Paz;77.400,00
2013;02010;1121;602000;91002;Edificios y otras construcciones;3.000,00
2013;02010;1121;604000;91002;Material de transporte;25.000,00
2013;02010;1121;605000;91002;Mobiliario y enseres;17.000,00
2013;02010;1121;606000;91002;Equipos para procesos de información;5.000,00
2013;03010;1125;120000;91002;Sueldos de Personal Funcionario;29.139,84
2013;03010;1125;120005;91002;Trienios de Personal Funcionario;8.658,00
2013;03010;1125;120006;91002;Pagas extraordinarias de Personal Funcionario;11.865,32
2013;03010;1125;121000;91002;Complemento de destino de Personal Funcionario;18.925,44
2013;03010;1125;121001;91002;Complemento específico de Personal Funcionario;36.025,32
2013;03010;1125;160000;91002;Seguridad social;24.250,45
2013;03010;1125;212000;91002;Rep. y conservación edificios y otras construcc.;3.307,00
2013;03010;1125;216000;91002;Rep. y conserv. equipos procesos de información;308,00
2013;03010;1125;220000;91002;Ordinario no inventariable;2.882,00
2013;03010;1125;220001;91002;Mobiliario y enseres;1.000,00
2013;03010;1125;220004;91002;Material informático;753,00
2013;03010;1125;221000;91002;Energía eléctrica;2.710,00
2013;03010;1125;221001;91002;Agua;148,00
2013;03010;1125;221002;91002;Gas;1.620,00
2013;03010;1125;222000;91002;Telefónicas;1.391,00
2013;03010;1125;222001;91002;Postales;500,00
2013;03010;1125;223000;91002;Transporte;1.672,00
2013;03010;1125;225000;91002;Tributos locales;474,00
2013;03010;1125;226000;91002;Cánones;33,00
2013;03010;1125;226001;91002;Atenciones protocolarias y representativas;2.000,00
2013;03010;1125;226005;91002;Reuniones y conferencias;2.000,00
2013;03010;1125;227000;91002;Limpieza y aseo;4.721,00
2013;03010;1125;227001;91002;Seguridad;4.106,00
2013;03010;1125;230000;91002;Dietas;500,00
2013;03010;1125;231000;91002;Locomoción;1.519,00
2013;03010;1125;239000;91002;Otras indemnizaciones;141.800,00
2013;09010;3229;120000;91002;Sueldos de Personal Funcionario;79.124,16
2013;09010;3229;120005;91002;Trienios de Personal Funcionario;18.818,16
2013;09010;3229;120006;91002;Pagas extraordinarias de Personal Funcionario;31.564,70
2013;09010;3229;121000;91002;Complemento de destino de Personal Funcionario;53.696,04
2013;09010;3229;121001;91002;Complemento específico de Personal Funcionario;107.685,96
2013;09010;3229;160000;91002;Seguridad social;63.294,44
2013;09010;3229;212000;91002;Rep. y conservación edificios y otras construcc.;5.300,00
2013;09010;3229;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;1.700,00
2013;09010;3229;220000;91002;Ordinario no inventariable;1.500,00
2013;09010;3229;220002;91002;Prensa, revistas y publicaciones periódicas;2.800,00
2013;09010;3229;220003;91002;Libros y otras publicaciones;3.000,00
2013;09010;3229;221000;91002;Energía eléctrica;4.900,00
2013;09010;3229;221001;91002;Agua;200,00
2013;09010;3229;221009;91002;Otros suministros;1.200,00
2013;09010;3229;222000;91002;Telefónicas;4.500,00
2013;09010;3229;222001;91002;Postales;3.000,00
2013;09010;3229;223000;91002;Transporte;500,00
2013;09010;3229;226001;91002;Atenciones protocolarias y representativas;2.000,00
2013;09010;3229;226002;91002;Gastos de divulgación y promoción;5.000,00
2013;09010;3229;226005;91002;Reuniones y conferencias;2.000,00
2013;09010;3229;226009;91002;Otros gastos diversos;1.900,00
2013;09010;3229;227000;91002;Limpieza y aseo;9.100,00
2013;09010;3229;227006;91002;Estudios y trabajos técnicos;69.000,00
2013;09010;3229;227009;91002;Otros trabajos realizados por otras empresas;11.600,00
2013;09010;3229;239000;91002;Otras indemnizaciones;20.000,00
2013;09010;3229;480235;91002;Premios Consejo Económico y Social de Aragón;13.000,00
2013;09010;3229;480254;91002;Becas del Consejo Económico y Social de Aragón;10.260,00
2013;09010;3229;606000;91002;Equipos para procesos de información;446,00
2013;10010;1211;100000;91002;Retribuciones básicas de Altos Cargos;14.928,12
2013;10010;1211;100001;91002;Otras remuneraciones de Altos Cargos;49.679,28
2013;10010;1211;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;494.897,20
2013;10010;1211;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;819.183,08
2013;10010;1211;120000;91002;Sueldos de Personal Funcionario;496.906,58
2013;10010;1211;120005;91002;Trienios de Personal Funcionario;147.448,10
2013;10010;1211;120006;91002;Pagas extraordinarias de Personal Funcionario;204.123,16
2013;10010;1211;121000;91002;Complemento de destino de Personal Funcionario;323.371,08
2013;10010;1211;121001;91002;Complemento específico de Personal Funcionario;685.463,64
2013;10010;1211;130000;91002;Salario base de Personal Laboral Fijo;139.797,00
2013;10010;1211;130001;91002;Antigüedad de Personal Laboral Fijo;19.150,50
2013;10010;1211;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;25.912,98
2013;10010;1211;130003;91002;Otras remuneraciones de Personal Laboral Fijo;80.276,08
2013;10010;1211;131000;91002;Salario base de Personal Laboral Eventual;3.000,00
2013;10010;1211;131001;91002;Otras remuneraciones de Personal Laboral Eventual;2.000,00
2013;10010;1211;151000;91002;Gratificaciones de Personal Funcionario;1.500,00
2013;10010;1211;160000;91002;Seguridad social;864.566,43
2013;10010;1211;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;550,00
2013;10010;1211;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;550,00
2013;10010;1211;202000;91002;Arrendamientos de edificios y otras construcciones;66.357,38
2013;10010;1211;203000;91002;Arrendamientos maquinaria, instalación y utillaje;6.000,00
2013;10010;1211;214000;91002;Reparación y conservación material de transporte;510,71
2013;10010;1211;215000;91002;Reparación y conservación de mobiliario y enseres;10.743,75
2013;10010;1211;220000;91002;Ordinario no inventariable;19.338,75
2013;10010;1211;220001;91002;Mobiliario y enseres;3.581,25
2013;10010;1211;220002;91002;Prensa, revistas y publicaciones periódicas;6.685,00
2013;10010;1211;220003;91002;Libros y otras publicaciones;34.607,00
2013;10010;1211;220004;91002;Material informático;3.820,00
2013;10010;1211;220009;91002;Otro material de oficina;716,25
2013;10010;1211;221000;91002;Energía eléctrica;1.146,00
2013;10010;1211;221001;91002;Agua;716,25
2013;10010;1211;221002;91002;Gas;1.000,00
2013;10010;1211;221003;91002;Combustibles;500,00
2013;10010;1211;221004;91002;Vestuario;578,50
2013;10010;1211;221009;91002;Otros suministros;23.497,48
2013;10010;1211;222000;91002;Telefónicas;22.263,44
2013;10010;1211;222001;91002;Postales;1.910,00
2013;10010;1211;223000;91002;Transporte;22.920,00
2013;10010;1211;224003;91002;Otros riesgos;1.002,75
2013;10010;1211;225000;91002;Tributos locales;500,00
2013;10010;1211;226000;91002;Cánones;716,25
2013;10010;1211;226001;91002;Atenciones protocolarias y representativas;7.847,27
2013;10010;1211;226002;91002;Gastos de divulgación y promoción;1.740.000,00
2013;10010;1211;226003;91002;Jurídicos, Contenciosos;145.000,00
2013;10010;1211;226005;91002;Reuniones y conferencias;9.550,00
2013;10010;1211;226009;91002;Otros gastos diversos;1.829,54
2013;10010;1211;227000;91002;Limpieza y aseo;11.937,00
2013;10010;1211;227001;91002;Seguridad;5.013,75
2013;10010;1211;227006;91002;Estudios y trabajos técnicos;164.600,00
2013;10010;1211;227009;91002;Otros trabajos realizados por otras empresas;370.672,50
2013;10010;1211;230000;91002;Dietas;7.325,00
2013;10010;1211;231000;91002;Locomoción;7.000,00
2013;10010;1211;232000;91002;Traslado;5.096,25
2013;10010;1211;239000;91002;Otras indemnizaciones;716,25
2013;10010;1211;440125;91002;Act. mat. des. y dif. est. e investig. Pens. Econó;15.000,00
2013;10010;1211;470066;91002;Convenios Clubs Deportivos;1.000.000,00
2013;10010;1211;480012;91002;Ayudas Postgrados y otros;120.000,00
2013;10010;1211;480036;91002;Convenios con Asociaciones de Ganaderos;50.000,00
2013;10010;1211;480336;91002;Fundación Montañana Medieval;10.000,00
2013;10010;1211;480346;91002;Convenios Clubs Deportivos;1.364.483,75
2013;10010;1211;480347;91002;Ayudas a Víctimas del Terrorismo;200.000,00
2013;10010;1211;480350;91002;Transferencia Fundación Giménez Abad;20.000,00
2013;10010;1211;480351;91002;Fundación Tarazona Monumental;200.000,00
2013;10010;1211;480370;91002;Con. F.D.A. Promoción D. Escolar e Imagén Aragón;120.000,00
2013;10010;1211;605000;91002;Mobiliario y enseres;12.138,75
2013;10010;1211;606000;91002;Equipos para procesos de información;11.937,50
2013;10010;1266;440002;91002;Corporación Aragonesa de Radio y Televisión;42.400.000,00
2013;10020;1263;120000;91002;Sueldos de Personal Funcionario;505.370,82
2013;10020;1263;120005;91002;Trienios de Personal Funcionario;80.343,60
2013;10020;1263;120006;91002;Pagas extraordinarias de Personal Funcionario;205.529,80
2013;10020;1263;121000;91002;Complemento de destino de Personal Funcionario;361.200,40
2013;10020;1263;121001;91002;Complemento específico de Personal Funcionario;797.665,92
2013;10020;1263;121009;91002;Otras retribuciones complementarias Funcionarios;2.209,92
2013;10020;1263;151000;91002;Gratificaciones de Personal Funcionario;500,00
2013;10020;1263;160000;91002;Seguridad social;390.962,32
2013;10020;1263;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1.250,00
2013;10020;1263;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;1.250,00
2013;10020;1263;200000;91002;Arrendamientos de terrenos y bienes naturales;12.000,00
2013;10020;1263;215000;91002;Reparación y conservación de mobiliario y enseres;393,46
2013;10020;1263;216000;91002;Rep. y conserv. equipos procesos de información;251,17
2013;10020;1263;220000;91002;Ordinario no inventariable;7.281,88
2013;10020;1263;220001;91002;Mobiliario y enseres;2.650,13
2013;10020;1263;220002;91002;Prensa, revistas y publicaciones periódicas;3.117,50
2013;10020;1263;220003;91002;Libros y otras publicaciones;3.000,00
2013;10020;1263;220004;91002;Material informático;2.650,13
